PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-H2 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NH2 - 1 bar (mol/kg)
8.37762,10.7984,4841.36,0.734269,0.453310892,2.3815343219,51.48514851,0,39.6039604,7.920792079,0,0,0.99009901,0.0481499814
9.4266,11.39336,6446.19,0.771812,0.372375298,2.0755718244,47.52475248,0,43.56435644,7.920792079,0,0,0.99009901,0.0582249033
8.21418,11.3156,4850.23,0.745108,0.426453832,2.146733651,47.52475248,0,43.56435644,7.920792079,0,0,0.99009901,0.0508648331
8.88978,11.77709,4940.02,0.77588,0.412984504,2.0279412159,48.35164835,0,39.56043956,8.791208791,2.197802198,0,1.098901099,0.0529741629
8.82384,10.97554,5774.95,0.749356,0.369229765,1.9301965393,47.31182796,0,47.31182796,4.301075269,0,0,1.075268817,0.0560114541
9.60489,11.52458,6325.66,0.77308,0.372902244,2.0373079868,46.46464646,0,42.42424242,10.1010101,0,0,1.01010101,0.0587581014
8.41909,10.13113,5102.9,0.726012,0.431594697,2.2172320813,46.46464646,0,42.42424242,10.1010101,0,0,1.01010101,0.0490756707
8.434,10.68219,4988.18,0.729642,0.432889277,2.1673617106,47.42268041,0,41.2371134,8.24742268,2.06185567,0,1.030927835,0.0485067477
8.08834,10.6134,4665.76,0.743768,0.46140481,2.2339186501,47.42268041,0,37.11340206,8.24742268,6.18556701,0,1.030927835,0.0464517403
9.16848,10.47729,4670.14,0.764289,0.456263054,2.2242254021,48.35164835,0,35.16483516,13.18681319,0,2.197802198,1.098901099,0.0486005047
7.83456,11.05229,4418.08,0.734542,0.485643555,2.4029763956,46.60194175,0,38.83495146,11.65048544,0,1.941747573,0.970873786,0.0453955263
8.86151,11.03751,4993.15,0.758169,0.415596847,2.0345037875,48.35164835,0,39.56043956,8.791208791,2.197802198,0,1.098901099,0.0521811408
9.55804,11.03298,6474.41,0.796573,0.347741818,1.8876771627,46.75324675,0,41.55844156,10.38961039,0,0,1.298701299,0.0625572122
9.01582,10.99621,6074.94,0.772821,0.364181645,1.9150227874,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0586845228
8.98689,10.44975,4809.96,0.750623,0.43523257,1.9770592895,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0481866512
8.94225,10.64619,5904.56,0.750867,0.380498024,2.00863545,44.94382022,0,44.94382022,8.988764045,0,0,1.123595506,0.0554258946
9.51206,10.92231,6042.85,0.782794,0.363794825,1.8564961585,44.44444444,0,41.97530864,12.34567901,0,0,1.234567901,0.0602067569
8.53783,10.49523,6084.59,0.774597,0.377687925,1.9779643588,48.10126582,0,37.97468354,12.65822785,0,0,1.265822785,0.0568208963
9.32235,11.46361,5588.57,0.776013,0.380868641,1.8756959598,46.91358025,0,39.50617284,9.87654321,2.469135802,0,1.234567901,0.0557909602
8.09158,9.82143,5269.03,0.743963,0.421553395,2.1132577766,49.38271605,0,34.56790123,14.81481481,0,0,1.234567901,0.0502819135
8.4609,10.99407,5883.6,0.765943,0.382167557,1.9556417231,44.70588235,0,42.35294118,9.411764706,2.352941176,0,1.176470588,0.0552520731
9.08449,10.72194,5351.72,0.766768,0.400602177,1.8893211008,44.44444444,0,37.03703704,12.34567901,4.938271605,0,1.234567901,0.0519967596
8.43101,11.01459,5541.24,0.757893,0.396748586,1.9909085399,45.97701149,0,41.37931034,9.195402299,2.298850575,0,1.149425287,0.0533208038
9.27867,11.22364,7670.27,0.797683,0.316159071,1.7573528539,47.31182796,0,47.31182796,4.301075269,0,0,1.075268817,0.0676152312
8.81847,11.00542,5672.26,0.75472,0.365324248,1.9074500496,47.31182796,0,47.31182796,4.301075269,0,0,1.075268817,0.0570341975
8.42835,10.56105,5357.59,0.737517,0.416757704,2.0792177572,43.01075269,0,43.01075269,8.602150538,4.301075269,0,1.075268817,0.0503069129
8.34082,10.46143,5072.01,0.740935,0.451611888,2.1671818049,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0465510799
7.82769,9.24085,5461.35,0.7225,0.425742977,2.2206861789,42.42424242,0,44.44444444,12.12121212,0,0,1.01010101,0.0486822957
8.88276,10.38137,5046.68,0.732356,0.431671549,2.1073599948,44.21052632,0,42.10526316,8.421052632,4.210526316,0,1.052631579,0.0482078654
9.39354,11.21348,6264.69,0.787723,0.347909067,1.838675982,46.75324675,0,41.55844156,10.38961039,0,0,1.298701299,0.0612447509
9.42117,10.81662,5886.74,0.769956,0.364411348,1.8753610665,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0582565531
8.47853,10.86421,5920.14,0.754058,0.38239358,1.9575702906,44.70588235,0,42.35294118,9.411764706,2.352941176,0,1.176470588,0.0539853053
8.54621,10.71025,5739.16,0.767466,0.381513047,1.9114359438,44.70588235,0,42.35294118,9.411764706,2.352941176,0,1.176470588,0.0564005466
8.10322,10.69647,5690.22,0.739138,0.393732393,2.0179074132,46.15384615,0,43.95604396,8.791208791,0,0,1.098901099,0.0518150747
8.22871,10.97321,5503.84,0.751212,0.392374867,1.9980483789,46.15384615,0,43.95604396,8.791208791,0,0,1.098901099,0.0534044008
8.02925,10.10478,5165.89,0.74757,0.443138994,2.0959232867,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0480492419
7.83801,10.61218,5241.14,0.701564,0.426329982,2.1306060005,42.7184466,0,46.60194175,7.766990291,1.941747573,0,0.970873786,0.0458693197
9.32804,11.73711,6435.48,0.794578,0.345681243,1.8562354934,46.75324675,0,41.55844156,10.38961039,0,0,1.298701299,0.0616228155
9.49787,11.06639,6233.77,0.786037,0.348549958,1.8405441985,46.75324675,0,41.55844156,10.38961039,0,0,1.298701299,0.0613153689
8.37312,11.56455,6140.14,0.773918,0.363306884,1.9328810533,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0577726181
8.49423,10.9928,5951.14,0.777262,0.364388573,1.8910388633,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0587882231
8.88027,11.05866,5214.54,0.763733,0.403189297,2.0389721457,49.43820225,0,40.4494382,8.988764045,0,0,1.123595506,0.0534194195
8.45856,11.30256,6338.45,0.781344,0.36528132,1.954635927,44.44444444,0,41.97530864,12.34567901,0,0,1.234567901,0.0582007402
9.54136,11.30324,5873.76,0.777351,0.365786062,1.8789208013,44.44444444,0,41.97530864,12.34567901,0,0,1.234567901,0.0587282938
9.28903,11.59368,5572.95,0.784753,0.422826677,1.9803700555,45.97701149,6.896551724,32.18390805,11.49425287,0,2.298850575,1.149425287,0.051466545
9.25174,11.13341,6551.23,0.791932,0.340105701,1.9213474412,49.38271605,0,44.44444444,4.938271605,0,0,1.234567901,0.0642204448
9.49936,10.68919,5639.09,0.765656,0.37651998,1.9018176785,47.05882353,0,42.35294118,4.705882353,4.705882353,0,1.176470588,0.0563086579
8.36165,10.27033,3480.7,0.683684,0.544355382,3.0006436615,55.81395349,0,40.31007752,3.100775194,0,0,0.775193798,0.040817843
6.4775,10.05675,4266.81,0.698152,0.498953229,2.6173238506,39.6039604,0,35.64356436,23.76237624,0,0,0.99009901,0.043790923
10.0962,11.60202,5459.94,0.751388,0.375915043,2.0546973915,49.75124378,0,41.79104478,7.960199005,0,0,0.497512438,0.0562253446
9.64251,11.34964,4957.38,0.797017,0.407846286,2.0841855986,50.63291139,0,35.44303797,7.594936709,5.063291139,0,1.265822785,0.0557847375
8.61918,9.94056,4596.32,0.733712,0.456492704,2.1023490596,43.01075269,0,38.70967742,12.90322581,4.301075269,0,1.075268817,0.0459169078
10.15181,11.45846,2582.75,0.607327,0.585542597,2.5015477842,43.01075269,0,38.70967742,12.90322581,4.301075269,0,1.075268817,0.0314506348
8.56763,9.76947,4475.55,0.739534,0.473257804,2.1903973696,47.05882353,0,32.94117647,4.705882353,14.11764706,0,1.176470588,0.0454347151
7.59491,9.88891,3113.74,0.644357,0.599921376,2.7429126667,47.05882353,0,32.94117647,4.705882353,14.11764706,0,1.176470588,0.0330941107
10.06073,10.44944,2470.61,0.557682,0.582377603,2.5441744382,47.52475248,0,43.56435644,3.96039604,3.96039604,0,0.99009901,0.0286962213
12.14776,14.24963,4956.31,0.76177,0.400404859,2.1526045349,49.52380952,0,38.0952381,7.619047619,3.80952381,0,0.952380952,0.0540699845
18.76729,19.43762,4541.46,0.763404,0.380470229,1.9474539884,53.60824742,0,37.11340206,4.12371134,4.12371134,0,1.030927835,0.0550144546
14.10083,16.87132,3804.33,0.693906,0.471145377,2.7825631247,50.63291139,0,35.44303797,5.063291139,7.594936709,0,1.265822785,0.0470107763
8.72874,10.20494,5500.36,0.780528,0.415998276,2.1500736172,50.63291139,0,35.44303797,5.063291139,7.594936709,0,1.265822785,0.0543322011
8.90208,10.51391,4135.73,0.701496,0.526961953,2.7000679034,50.63291139,0,35.44303797,5.063291139,7.594936709,0,1.265822785,0.0415722629
12.00809,14.14893,4917.46,0.742251,0.399060499,2.2504174718,51.37614679,0,40.36697248,3.669724771,3.669724771,0,0.917431193,0.0537727301
10.72728,12.75911,4651.46,0.700537,0.423969853,2.37157592,49.58677686,0,42.97520661,3.305785124,3.305785124,0,0.826446281,0.0474126839
11.36221,13.37662,4203.83,0.745077,0.458043065,2.3072115203,49.52380952,0,30.47619048,7.619047619,11.42857143,0,0.952380952,0.045199712
12.99892,13.99805,3874.72,0.731117,0.455230791,2.3155124015,49.52380952,0,30.47619048,7.619047619,11.42857143,0,0.952380952,0.0451912855
16.34583,17.83015,4077.02,0.758489,0.415998006,2.0251403095,46.01769912,0,24.77876106,10.61946903,17.69911504,0,0.884955752,0.0517897979
7.99817,10.02004,5488.95,0.764766,0.414471842,2.2819396109,50.60240964,0,38.55421687,4.819277108,4.819277108,0,1.204819277,0.0533401401
8.55572,10.50104,3945.71,0.683839,0.525509886,2.6920196678,50.60240964,0,38.55421687,4.819277108,4.819277108,0,1.204819277,0.0400716529
12.71519,14.46718,4731.45,0.76412,0.398442953,2.1001224289,49.52380952,0,38.0952381,7.619047619,3.80952381,0,0.952380952,0.0539309378
11.82063,13.02801,4206.09,0.743328,0.461604185,2.3387817886,49.52380952,0,30.47619048,7.619047619,11.42857143,0,0.952380952,0.046497392
15.12425,15.46819,3905.05,0.754912,0.415384962,1.9802803761,52.42718447,0,34.95145631,7.766990291,3.883495146,0,0.970873786,0.0499389381
11.52273,13.02983,4223.3,0.75355,0.464011022,2.3218326989,47.52475248,0,27.72277228,11.88118812,11.88118812,0,0.99009901,0.0451331048
8.36606,9.99285,4919.57,0.767481,0.444908879,2.2679724868,51.85185185,0,32.09876543,7.407407407,7.407407407,0,1.234567901,0.049703316
9.7667,11.8622,2957.72,0.667888,0.563683592,2.5694455045,51.85185185,0,32.09876543,7.407407407,7.407407407,0,1.234567901,0.0356669337
8.57711,9.77752,4334.5,0.748521,0.491962757,2.2796438575,51.76470588,0,28.23529412,9.411764706,9.411764706,0,1.176470588,0.0441872178
7.78327,9.42935,3885.75,0.661573,0.552137772,2.652817457,47.70642202,0,36.69724771,7.339449541,7.339449541,0,0.917431193,0.0369625714
8.55852,9.69652,4879.31,0.744705,0.457437754,2.2961162146,51.76470588,0,32.94117647,9.411764706,4.705882353,0,1.176470588,0.0470359863
9.63598,11.35257,2740.88,0.638841,0.582211272,2.6486482042,51.76470588,0,32.94117647,9.411764706,4.705882353,0,1.176470588,0.0349398449
7.81535,9.60313,4204.77,0.699709,0.517801726,2.6341619194,53.60824742,0,32.98969072,8.24742268,4.12371134,0,1.030927835,0.0411706484
9.40955,10.04495,2191.49,0.5958,0.659464687,3.1766019815,53.60824742,0,32.98969072,8.24742268,4.12371134,0,1.030927835,0.0298362581
9.40757,10.69286,2313.67,0.591572,0.626431616,2.8559049677,49.48453608,0,37.11340206,8.24742268,4.12371134,0,1.030927835,0.0301226474
9.01295,10.07908,2676.29,0.631718,0.607222988,2.9046437769,50.57471264,0,32.18390805,9.195402299,6.896551724,0,1.149425287,0.0333562355
9.70309,11.1682,2941.38,0.617191,0.543776664,2.5379637716,49.43820225,0,40.4494382,4.494382022,4.494382022,0,1.123595506,0.035104667
8.70115,10.46512,2522.81,0.610609,0.626158897,2.918957668,48.42105263,0,35.78947368,10.52631579,4.210526316,0,1.052631579,0.0307673745
13.25347,14.88796,5432.95,0.781307,0.39710205,2.1451745771,49.52380952,0,38.0952381,7.619047619,3.80952381,0,0.952380952,0.0561293139
7.26848,9.61668,4150.97,0.666486,0.523534379,2.6705743623,49.52380952,0,38.0952381,7.619047619,3.80952381,0,0.952380952,0.0385770664
7.75862,9.02483,2254.05,0.565705,0.666253257,3.3527771544,49.52380952,0,38.0952381,7.619047619,3.80952381,0,0.952380952,0.0293052891
8.8539,10.24937,2479.84,0.609486,0.628907611,2.8665532944,49.46236559,0,34.40860215,8.602150538,6.451612903,0,1.075268817,0.0306326453
13.37461,14.67542,5010.4,0.751417,0.39942823,2.2021824231,47.70642202,0,40.36697248,7.339449541,3.669724771,0,0.917431193,0.0536532466
6.72802,9.358,3933.05,0.652781,0.526103316,2.6760410845,47.70642202,0,40.36697248,7.339449541,3.669724771,0,0.917431193,0.0379586458
8.98379,9.6103,2064.38,0.530388,0.670906465,3.1003318712,47.70642202,0,40.36697248,7.339449541,3.669724771,0,0.917431193,0.0266023124
7.41626,9.70967,4147.88,0.706526,0.52717184,2.489509248,49.46236559,0,30.10752688,8.602150538,10.75268817,0,1.075268817,0.0401399979
9.85245,10.59111,2149.41,0.591786,0.67363364,2.8904546856,49.46236559,0,30.10752688,8.602150538,10.75268817,0,1.075268817,0.0284195395
13.47961,14.58214,4961.2,0.793238,0.422453239,2.2390402751,48.48484848,0,32.32323232,12.12121212,4.04040404,2.02020202,1.01010101,0.0546073603
7.94858,9.90062,3847.08,0.682458,0.555645179,2.6713690147,48.48484848,0,32.32323232,12.12121212,4.04040404,2.02020202,1.01010101,0.0377151828
10.13217,11.67163,3994.86,0.727196,0.508468211,2.407143115,49.31506849,0,32.87671233,10.95890411,5.479452055,0,1.369863014,0.0419621921
13.89597,15.02678,3845,0.685357,0.478614738,2.6325830698,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.043997701
8.68268,10.45054,5430.55,0.764154,0.422471145,2.1871657074,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0524533295
9.9951,11.08737,3567.12,0.68927,0.530245307,2.5443926486,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0392670256
7.54716,9.99354,4313.91,0.732,0.499254352,2.2487600921,47.05882353,0,28.23529412,9.411764706,14.11764706,0,1.176470588,0.0421421163
9.33188,9.89432,2517.07,0.607729,0.636575274,2.7030223852,47.05882353,0,28.23529412,9.411764706,14.11764706,0,1.176470588,0.02919025
7.43536,9.95235,5330.69,0.750161,0.438839342,2.2882950335,47.05882353,0,37.64705882,9.411764706,4.705882353,0,1.176470588,0.0499645808
10.09047,10.64392,3076.56,0.650958,0.553353002,2.616909729,47.05882353,0,37.64705882,9.411764706,4.705882353,0,1.176470588,0.0366723718
9.81833,10.89918,3738.87,0.704416,0.532530438,2.5562825797,46.75324675,0,33.76623377,12.98701299,5.194805195,0,1.298701299,0.0397277462
13.74873,14.87535,3724.16,0.691613,0.495378955,2.6976469144,50.66666667,0,29.33333333,13.33333333,5.333333333,0,1.333333333,0.0423623799
7.81371,9.7451,5433.28,0.782468,0.435113608,2.1944847697,50.66666667,0,29.33333333,13.33333333,5.333333333,0,1.333333333,0.0518347042
9.86029,10.6403,3466.26,0.695246,0.548429735,2.5830593269,50.66666667,0,29.33333333,13.33333333,5.333333333,0,1.333333333,0.0383993341
14.67495,16.55738,3346.76,0.687198,0.501379658,2.9891837683,46.91358025,0,34.56790123,9.87654321,7.407407407,0,1.234567901,0.0429558514
7.50126,10.16478,3532.6,0.668649,0.558766344,2.8332552512,46.91358025,0,34.56790123,9.87654321,7.407407407,0,1.234567901,0.0382694782
8.53503,10.30676,5143.87,0.774791,0.439790817,2.2496355316,49.35064935,0,31.16883117,10.38961039,7.792207792,0,1.298701299,0.0509472414
9.34466,10.50491,3529.98,0.698804,0.552329151,2.647541672,49.35064935,0,31.16883117,10.38961039,7.792207792,0,1.298701299,0.0384905646
12.72664,14.21655,4594.22,0.785633,0.364156275,1.7903545003,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.057226833
12.72542,14.10849,3361.25,0.648544,0.546234412,2.9347862758,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0374063448
9.86558,10.66313,2769.01,0.65638,0.600416178,2.6749595045,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0337056927
10.00721,11.34493,2897.73,0.62104,0.541621563,2.5128941989,49.43820225,0,40.4494382,4.494382022,4.494382022,0,1.123595506,0.0343039112
12.72012,14.96745,4576.31,0.765317,0.362011891,1.7563067159,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0551371621
12.72012,14.52076,3310.33,0.614758,0.543017836,2.9173918942,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0357228688
12.18325,14.47407,4777.8,0.796022,0.34722585,1.6378183189,46.91358025,0,32.09876543,12.34567901,7.407407407,0,1.234567901,0.0593394118
12.18325,13.71149,3759.21,0.672583,0.520838775,2.673265103,46.91358025,0,32.09876543,12.34567901,7.407407407,0,1.234567901,0.0397121179
9.35962,10.23034,2499.4,0.639844,0.649024772,2.8766360868,47.05882353,0,28.23529412,9.411764706,14.11764706,0,1.176470588,0.0313215067
8.90053,10.83064,5431.09,0.788552,0.404910469,2.0272212943,49.31506849,0,32.87671233,10.95890411,5.479452055,0,1.369863014,0.0544218857
9.61204,11.47322,4000.81,0.728709,0.509239415,2.4365865019,49.31506849,0,32.87671233,10.95890411,5.479452055,0,1.369863014,0.043280211
7.66888,10.32255,3916.07,0.695517,0.532515247,2.7704456673,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0400776528
9.58459,10.70121,3292.69,0.667121,0.555631824,2.5927000704,46.91358025,0,34.56790123,9.87654321,7.407407407,0,1.234567901,0.0360264937
8.65895,10.49469,4851.29,0.750669,0.452823829,2.2365061347,48.27586207,0,36.7816092,9.195402299,4.597701149,0,1.149425287,0.0485540037
9.17382,9.93928,3069.64,0.637747,0.573101606,2.7526265119,48.27586207,0,36.7816092,9.195402299,4.597701149,0,1.149425287,0.034684645
8.30684,9.58195,2566.72,0.573154,0.620779088,2.8590927172,44.44444444,0,40.4040404,8.080808081,6.060606061,0,1.01010101,0.0285326591
14.29517,16.07224,4628.5,0.766075,0.458387782,2.7960323962,49.31506849,0,32.87671233,10.95890411,5.479452055,0,1.369863014,0.0504694054
9.03805,11.14714,4021.7,0.733316,0.509284854,2.490574308,49.31506849,0,32.87671233,10.95890411,5.479452055,0,1.369863014,0.0438099412
13.17717,14.76575,4329.56,0.707078,0.476943101,2.4709748858,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0437476567
8.12622,9.9401,5426.24,0.769014,0.421537339,2.2033234614,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0521599309
9.49627,10.9967,3782.67,0.693371,0.531888046,2.5951469134,48.10126582,0,35.44303797,10.12658228,5.063291139,0,1.265822785,0.0396420919
14.03217,16.64502,4167.14,0.706343,0.450910351,2.7494285398,51.94805195,0,36.36363636,5.194805195,5.194805195,0,1.298701299,0.0491045681
9.0618,10.48218,5653.01,0.782233,0.396987514,2.0846037044,51.94805195,0,36.36363636,5.194805195,5.194805195,0,1.298701299,0.0558389995
9.07159,10.99022,4179.7,0.707685,0.501758154,2.5288560799,51.94805195,0,36.36363636,5.194805195,5.194805195,0,1.298701299,0.0419609319
7.68767,10.63226,3616.42,0.687814,0.551663296,2.7129839409,49.38271605,0,34.56790123,4.938271605,9.87654321,0,1.234567901,0.0384432532
10.02562,11.44562,2904.72,0.618296,0.543491944,2.4240003104,49.43820225,0,40.4494382,4.494382022,4.494382022,0,1.123595506,0.0328952824
7.61751,12.4449,4414.34,0.753086,0.480992885,2.5928452362,47.70642202,0,36.69724771,11.00917431,3.669724771,0,0.917431193,0.0490080448
7.44935,9.70399,4753.45,0.716286,0.458430676,2.6492182426,50.76142132,0,38.5786802,8.121827411,2.030456853,0,0.507614213,0.0480513607
11.13631,14.81049,4495.32,0.716469,0.447722901,2.4698245741,54.14847162,0,38.4279476,5.240174672,1.746724891,0,0.436681223,0.0483001357
12.35287,15.46602,5466.01,0.797185,0.30189102,1.5716443994,47.05882353,0,44.70588235,7.058823529,0,0,1.176470588,0.0678541359
12.35276,15.11703,3918.52,0.67215,0.45283653,2.6541122632,47.05882353,0,44.70588235,7.058823529,0,0,1.176470588,0.0444281067
9.47277,11.30592,4970.02,0.793351,0.414186583,2.0838312698,51.94805195,0,33.76623377,5.194805195,7.792207792,0,1.298701299,0.0547025265
11.05258,13.44086,4997.66,0.786108,0.429958805,2.2636379039,50.63291139,0,35.44303797,7.594936709,5.063291139,0,1.265822785,0.0531987303
9.41105,11.35049,4962.73,0.784124,0.419274146,2.1360488399,50.63291139,0,35.44303797,7.594936709,5.063291139,0,1.265822785,0.0548537749
5.06903,6.29306,2749.05,0.585917,0.659799828,4.3089129139,53.01204819,0,40.96385542,4.819277108,0,0,1.204819277,0.0333295496
4.45042,5.8929,2425.44,0.589623,0.713779662,4.6555260497,55.69620253,0,32.91139241,5.063291139,5.063291139,0,1.265822785,0.033740579
11.91052,15.4661,3373.32,0.696677,0.54418198,2.9455956975,47.05882353,0,32.94117647,4.705882353,14.11764706,0,1.176470588,0.040051325
11.38476,14.17915,6633.3,0.784574,0.329506871,1.8748810869,45.71428571,0,49.52380952,3.80952381,0,0,0.952380952,0.0648718362
18.56658,19.02013,5023.45,0.727815,0.381169549,2.2067327369,49.52380952,0,43.80952381,5.714285714,0,0,0.952380952,0.0536950043
16.56071,19.15047,6330.36,0.792896,0.332422691,1.887461244,49.58677686,0,42.97520661,3.305785124,3.305785124,0,0.826446281,0.0645738862
13.27713,14.98031,4540.87,0.763263,0.408450705,1.9314004879,44.44444444,0,30.76923077,10.25641026,13.67521368,0,0.854700855,0.0499550517
15.82525,18.13676,5109.55,0.794404,0.420485292,1.9935314327,46.01769912,0,24.77876106,10.61946903,17.69911504,0,0.884955752,0.0523173437
19.28763,19.9304,6051.47,0.789499,0.365052533,1.9847653229,44.44444444,0,37.60683761,10.25641026,6.837606838,0,0.854700855,0.0604131781
12.30285,15.31232,5488.46,0.790722,0.300591835,1.6005103536,48.27586207,0,45.97701149,4.597701149,0,0,1.149425287,0.067722818
12.30283,14.95809,3853.88,0.662316,0.450887752,2.7092236553,48.27586207,0,45.97701149,4.597701149,0,0,1.149425287,0.0437483508
18.70886,19.0138,4832.86,0.75621,0.374712308,2.1232251295,49.48453608,0,41.2371134,8.24742268,0,0,1.030927835,0.0557539279
17.0371,19.76498,5527.41,0.789591,0.351311845,1.8274574643,47.70642202,0,36.69724771,7.339449541,7.339449541,0,0.917431193,0.0615927489
12.40279,15.38708,5227.39,0.794472,0.325220396,1.7099768332,49.41176471,0,40,7.058823529,2.352941176,0,1.176470588,0.0655498525
12.40279,15.03425,3616.21,0.663307,0.487830593,2.8634729544,49.41176471,0,40,7.058823529,2.352941176,0,1.176470588,0.0426686776
12.26617,15.61726,5636.67,0.794425,0.335658146,1.8904111832,49.43820225,0,40.4494382,8.988764045,0,0,1.123595506,0.0638390805
12.40201,13.05365,5944.17,0.796336,0.401650199,2.2556326783,53.60824742,0,32.98969072,8.24742268,4.12371134,0,1.030927835,0.0572139892
12.47042,14.19496,6136.01,0.777057,0.364072903,2.0499687962,47.42268041,0,41.2371134,8.24742268,2.06185567,0,1.030927835,0.0594919512
12.23864,13.13002,5745.44,0.729022,0.38702936,2.2306960975,46.01769912,0,46.01769912,7.079646018,0,0,0.884955752,0.0540293227
12.06694,13.01288,5726.06,0.746204,0.40654469,2.2050777058,47.70642202,0,40.36697248,7.339449541,3.669724771,0,0.917431193,0.0523002226
15.14001,15.9898,4548.38,0.79954,0.407151851,2.0498100939,49.46236559,0,30.10752688,8.602150538,10.75268817,0,1.075268817,0.0547719453
12.45163,14.04734,5431.63,0.795976,0.387207381,2.1577089189,48.35164835,0,35.16483516,13.18681319,0,2.197802198,1.098901099,0.058032347
12.36168,13.28195,5015.88,0.73375,0.413631279,2.2786682093,46.60194175,0,38.83495146,11.65048544,0,1.941747573,0.970873786,0.0521802129
12.52479,16.00482,5341.8,0.786555,0.307837401,1.5546512593,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0644357772
12.52479,15.68016,3696.67,0.652999,0.461756102,2.6332975572,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0403959507
12.2269,15.06185,5314.47,0.795584,0.318121968,1.6253298675,48.10126582,0,37.97468354,12.65822785,0,0,1.265822785,0.0640304909
12.2269,14.78981,3741.54,0.669634,0.477182953,2.739239607,48.10126582,0,37.97468354,12.65822785,0,0,1.265822785,0.0418406779
13.34043,14.08128,3901.65,0.689781,0.502959639,2.4002246202,50.66666667,0,29.33333333,13.33333333,5.333333333,0,1.333333333,0.0386611921
12.65066,13.34785,4758.34,0.798889,0.358247596,1.5982806475,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0572843419
12.65066,13.10236,3645.19,0.678767,0.537371394,2.6008265568,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0377587009
13.70126,14.98088,6556.08,0.797158,0.337472169,1.8648768026,45.97701149,0,41.37931034,9.195402299,2.298850575,0,1.149425287,0.0650386482
13.5231,14.6996,5994.25,0.771348,0.355134357,1.9289437307,43.01075269,0,43.01075269,8.602150538,4.301075269,0,1.075268817,0.0591646543
12.84307,14.17315,4727.81,0.753489,0.372816681,1.7957109811,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.054648892
12.8432,13.99878,2979.61,0.589476,0.559225021,3.0465923227,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0337751249
13.87299,15.80974,4945.11,0.789891,0.406999568,1.8987106375,47.05882353,0,28.23529412,9.411764706,14.11764706,0,1.176470588,0.0531793372
12.63633,14.807,5504.57,0.757025,0.363454902,1.9095899665,42.42424242,0,44.44444444,12.12121212,0,0,1.01010101,0.0574019302
11.33756,12.83674,6105.45,0.780083,0.378435703,1.9964055859,44.21052632,0,37.89473684,12.63157895,4.210526316,0,1.052631579,0.0567226219
12.1222,14.75529,4620.1,0.767968,0.349661559,1.7458366655,44.94382022,0,40.4494382,8.988764045,4.494382022,0,1.123595506,0.0570447618
12.1222,14.46522,2844.43,0.620529,0.524492338,3.0226386455,44.94382022,0,40.4494382,8.988764045,4.494382022,0,1.123595506,0.0358102457
14.08003,15.04514,5447.53,0.770302,0.366072272,1.954465777,44.21052632,0,42.10526316,8.421052632,4.210526316,0,1.052631579,0.0576953246
13.41902,14.92679,5373.13,0.790304,0.383295968,1.9592176939,46.15384615,0,35.16483516,8.791208791,8.791208791,0,1.098901099,0.0556788116
15.06513,16.10181,5141.18,0.764773,0.380187679,1.9218562045,44.44444444,0,40.4040404,8.080808081,6.060606061,0,1.01010101,0.0554243796
13.70022,15.61043,4278.89,0.672051,0.432201282,2.6532694454,49.38271605,0,44.44444444,4.938271605,0,0,1.234567901,0.0481188121
14.39876,16.6263,3869.58,0.700025,0.461610683,2.7247074349,51.94805195,0,36.36363636,5.194805195,5.194805195,0,1.298701299,0.0473725852
13.42577,16.33628,5663.56,0.795512,0.316275637,1.6001529247,47.05882353,0,42.35294118,4.705882353,4.705882353,0,1.176470588,0.0655090708
