PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NCH4 - 10 bar (mol/kg)
8.38185,9.7886,5174.49,0.745296,0.459372784,3.8605381503
9.01458,10.73321,4598.07,0.724608,0.517388487,4.1103344722
7.90627,10.16511,5672.73,0.780231,0.464486727,4.2138659075
8.26252,10.18644,4026.81,0.704634,0.516406268,3.1382073992
9.55157,10.38216,5086.45,0.778062,0.463081778,4.2048186082
8.53432,10.93683,5290.53,0.774039,0.464131476,3.9626281604
9.31501,12.42723,5544.94,0.790202,0.422601678,3.3894529908
7.91776,9.06574,4172.8,0.731669,0.568094925,4.2873032595
10.96845,13.03228,5120.7,0.776345,0.418710988,3.6142108628
10.19232,11.64325,5020.03,0.798378,0.436924105,4.8515954387
6.88025,8.97657,4799.77,0.736007,0.484809344,3.9338482763
8.51675,9.68852,5351.73,0.747888,0.45714462,3.4925622624
10.81728,11.38363,5294.75,0.745262,0.468853408,3.2342102533
7.51964,11.08836,5993.72,0.777327,0.407667743,4.0222626623
7.52877,9.38892,5919.31,0.780413,0.408325385,4.2951018697
6.03849,8.04328,4977.29,0.701771,0.502548743,5.2011333862
6.45986,9.8337,5055.18,0.752446,0.466682355,5.01748042
7.62577,9.06132,5719.17,0.791172,0.429703338,4.4198021585
10.00849,11.01107,5231.27,0.773713,0.410925142,3.6362377031
9.69427,11.28971,4958.87,0.747525,0.374150631,2.5280287599
9.509,10.73769,3187.49,0.576268,0.561225946,3.3837503377
10.36745,11.31638,6092.91,0.795489,0.393889883,4.2847827173
10.86057,12.15936,3838.86,0.712,0.450522708,2.8537537007
8.03421,10.27836,2794.2,0.588731,0.600696943,3.705486737
8.98098,10.64128,5232.48,0.784578,0.465100904,4.2376712867
8.82048,9.93084,5366.04,0.772529,0.443964969,4.3241171192
8.28108,9.55937,5295.22,0.744994,0.460903381,4.4068569797
8.83186,10.75054,5217.64,0.795307,0.467105694,4.0945945487
8.30586,11.64188,5510.46,0.78776,0.436507303,3.3641627725
8.35203,9.94547,4972.73,0.75151,0.486390253,4.4913290473
6.39703,9.48349,5316.04,0.793269,0.472914622,4.5715563259
7.39611,9.77337,5186.17,0.782214,0.457254876,3.9161595628
5.96373,7.96626,4235.18,0.685032,0.566539583,4.6865573355
5.96592,9.01615,4496.34,0.732684,0.524401974,4.3795709925
7.672,9.56256,2282.94,0.590411,0.70396471,4.4594395505
8.49227,9.95975,5044.53,0.769012,0.480496023,4.3628594027
6.97809,10.00477,5219.01,0.798012,0.449458771,4.2000642973
6.45066,9.18209,4800.85,0.762501,0.515753192,5.2979150993
10.75584,18.77386,3338.83,0.759963,0.512280667,4.6281262771
6.76149,10.66998,4929.76,0.784338,0.512132244,4.7715060736
6.46958,8.65792,4800.07,0.781778,0.513676326,4.7502892493
10.14104,18.63196,3753.68,0.772706,0.452512454,3.6063679648
5.93027,8.6192,3883.57,0.739728,0.589911787,5.6994163368
9.80173,16.55769,5400.01,0.783248,0.376466395,3.4041956069
13.64152,14.47919,5262.78,0.799358,0.363604335,3.2165681093
13.13477,13.79502,5693.23,0.797577,0.363922464,3.9432182035
7.01505,10.16031,5318.17,0.775522,0.468353579,4.8022918283
6.89111,9.8314,4909.76,0.764415,0.466766683,4.3308358526
6.34248,9.07368,4337.44,0.72016,0.536676041,5.2177971448
9.07609,9.41081,3035.08,0.715596,0.581787258,5.9656122594
11.65997,18.72873,3919.69,0.77382,0.406484975,4.5211807253
5.50013,8.6902,3788.6,0.686636,0.563324995,5.5001373886
7.56596,8.34964,2638,0.66367,0.627761915,6.1206608492
6.45957,8.54699,3037.68,0.635073,0.589901674,5.2995679489
5.38762,8.34904,4118.97,0.715153,0.568191937,5.373279787
7.4582,9.45859,5451.55,0.745072,0.428939773,4.2090064501
9.97617,19.10474,4735.23,0.757565,0.377347151,3.4428191596
6.15146,8.21353,3317.29,0.650294,0.591671057,5.1413455969
10.05406,16.08433,5394.48,0.797728,0.348002199,3.2032027995
6.30171,8.0566,2654.31,0.598289,0.637671487,5.6290052195
6.60828,8.90152,3073.01,0.650844,0.592974653,4.6745899152
9.2478,17.12558,5199.39,0.772467,0.350981168,2.8380206127
9.58698,14.80958,5994.01,0.792935,0.337425228,3.1476127079
18.45117,18.87778,5203.22,0.792738,0.336508804,3.0994835
12.1462,13.30275,5784.55,0.793788,0.331554879,3.0490539739
17.84226,18.01902,5530.11,0.785107,0.337474457,3.1410888919
6.55077,8.05848,2712.39,0.658258,0.650065243,5.060314497
7.05756,9.992,4630.81,0.767014,0.491961094,4.3023271985
6.02083,7.94653,4370.65,0.727069,0.565701455,5.5943490331
9.12952,10.44129,4215.01,0.756617,0.493910832,5.3161445193
4.5463,4.98246,1918,0.590672,0.740866249,7.2251389051
7.81973,10.11953,5275.43,0.797997,0.451846593,4.5896549356
7.92879,9.63173,4936.33,0.78973,0.492103951,5.3457003242
8.30408,11.08847,4363.08,0.756639,0.480119012,4.2772101502
7.35921,10.83341,5906.22,0.789475,0.416449439,3.9751379434
7.72802,10.12783,5674.01,0.790699,0.417559939,4.0357784195
6.2685,7.93842,4981.76,0.72343,0.513525497,5.0013123699
6.45659,9.81647,4951.14,0.745958,0.478221075,4.4553217601
9.47536,17.20315,3922.46,0.757735,0.466315432,3.0411870158
6.62247,10.19907,5580.99,0.754232,0.439800727,4.0869971201
5.99382,7.79214,4375,0.67191,0.53757773,4.7543634943
9.8753,18.8255,4784.58,0.76889,0.385862348,3.4688022573
6.29745,7.94298,5065.51,0.744722,0.513762252,4.960439594
6.68703,9.92873,5009.21,0.766275,0.479963955,4.5453289894
6.23713,7.90196,4740.86,0.736738,0.537212396,4.9465783518
6.5044,9.72977,4732.59,0.758747,0.498545556,4.4981108697
6.72781,8.65618,4422.56,0.748963,0.544681577,5.3863541258
9.26532,13.23183,3707.36,0.719717,0.525276939,3.6060580631
7.79147,10.11667,5314.64,0.776351,0.44475498,3.9693267638
5.8536,8.81654,4613.02,0.716208,0.545333397,5.1438056961
6.16535,8.8405,4709.97,0.719466,0.510151621,4.2880571055
8.7794,11.2013,4842.95,0.765945,0.45487608,3.7920763749
6.06527,9.01121,4182.6,0.729698,0.557176033,5.1409421346
6.97337,9.25485,4849.56,0.75958,0.50435165,4.6003296683
6.86714,8.97652,5360.69,0.774588,0.47605736,4.1455188455
6.67233,9.02068,5428.16,0.780896,0.477104698,4.4295698337
7.72103,9.92741,2697.85,0.619115,0.584218787,3.0156743148
9.85215,18.72841,4324.64,0.785984,0.41742814,3.4493270017
13.00465,18.09475,3835.65,0.775273,0.391134254,3.3303951788
7.06662,8.1858,4300.98,0.739166,0.549598871,5.2317783604
6.33914,7.34655,4065.04,0.724563,0.597415955,5.7657002998
7.49654,9.84227,5483.7,0.767688,0.444211145,3.8412695657
6.23415,7.9507,4471.86,0.695282,0.548177963,4.6854555826
6.21388,8.90507,4611.21,0.729128,0.510224161,4.7637448936
6.27236,7.8878,4289.38,0.711688,0.574844647,4.8014229302
6.65432,10.28899,5431.18,0.790924,0.468677166,3.9133092262
5.98701,8.76487,3969.82,0.718928,0.588918099,4.8629609101
6.67266,10.07953,5236.44,0.760768,0.462382512,4.0920973461
13.86728,18.07319,3999.16,0.713672,0.426263396,3.4680244263
6.98179,9.38044,5699.28,0.737844,0.429891971,3.8539540016
7.55982,10.04674,5597.27,0.73941,0.429214941,3.8732953451
9.52377,18.22519,5062.49,0.763888,0.377054357,3.4710134066
16.03744,18.88921,4336.34,0.776797,0.352913596,3.9723668381
6.50959,9.05029,2556.47,0.621547,0.603533542,4.4681288274
7.03186,9.53865,5339.58,0.768732,0.465468062,3.8253541778
5.72294,7.95312,4005.62,0.69571,0.585782626,5.1936912307
6.45064,9.1585,4273.85,0.726626,0.534137199,4.3692309337
5.54515,7.77531,3198.86,0.636414,0.660116101,4.4818975445
12.36175,13.62528,4755.01,0.777139,0.387095318,2.9782686607
9.36408,18.56803,3838.93,0.747304,0.490142156,4.2329421096
6.21135,9.6159,4976.6,0.752588,0.488924663,4.0204125604
5.72664,7.55393,3614.49,0.654024,0.614538638,4.9920896194
11.86476,12.47613,4788.98,0.78146,0.385143604,2.5854695977
6.75623,7.91369,5405.72,0.770803,0.490898749,5.290362884
7.76176,9.94523,5248.4,0.796399,0.452896301,4.668795027
7.95254,9.68276,4902.88,0.790601,0.491945425,5.3071248657
8.4265,11.05736,4260.35,0.754232,0.480779441,4.2445299556
7.29892,10.82834,5829.76,0.788077,0.417138365,3.9621785058
8.11357,10.40724,5617.4,0.795026,0.41738858,4.0374398455
6.11924,8.74239,5342.25,0.748027,0.480160419,4.6218783192
9.38935,10.63583,5477.59,0.776327,0.428010509,4.1275265803
7.92733,10.43974,5617.32,0.778193,0.443137598,4.1271257258
7.49892,10.10332,5679.01,0.779337,0.444508639,4.2248528874
5.9076,7.94675,4365.94,0.690878,0.551051949,4.6843470286
6.99568,9.35625,4601.62,0.725229,0.51102596,4.4976271254
6.62198,10.23702,5289.57,0.73702,0.460058626,3.9690086786
6.96116,8.76176,5530.88,0.742147,0.461303741,4.3163373258
5.56771,8.61963,3916.36,0.657746,0.566693332,5.1821121452
5.18231,7.46285,3088.56,0.612526,0.652984389,3.9779250954
9.42946,17.28243,3909.32,0.756242,0.466643468,3.0079514299
5.17769,8.81123,3598.99,0.630665,0.588466281,4.6095892161
6.51571,9.03135,5425.83,0.779652,0.490207722,5.4175885258
7.69675,10.08834,4896.87,0.797962,0.487525539,5.2779498129
8.45462,11.24288,4164.78,0.748323,0.48020816,3.9867219401
7.42969,10.96302,5810.19,0.789527,0.419442722,3.9767207034
7.35401,9.50379,5820.26,0.7884,0.421377265,4.1190684115
6.54384,8.23611,4938.38,0.725842,0.513127539,5.0055068412
7.39909,9.48956,4911.27,0.762987,0.478432747,4.7756320152
7.02058,10.04092,5000.57,0.773099,0.472631879,4.3367684668
6.33851,8.20825,4505.47,0.726233,0.548063685,5.5935112627
6.64011,8.17651,5012.23,0.747129,0.513654816,4.9888508254
7.1141,9.62517,4951.68,0.771545,0.481041341,4.6748040163
7.58682,10.66312,5141.89,0.769273,0.460194626,3.9751208583
6.10195,9.06732,3994.38,0.680356,0.569491551,4.6892969689
6.4896,8.52118,4192.06,0.707478,0.53201866,4.3578743737
8.77211,9.88969,4858.22,0.75819,0.480392774,6.5050951201
7.36516,9.89772,5399.65,0.784518,0.441423404,4.8196313908
7.53109,9.28914,5086.08,0.769463,0.48425305,5.4812502251
6.93593,10.01738,5641.03,0.790636,0.435775446,3.9304739553
5.93403,7.60501,4603.66,0.694692,0.539551427,4.8786525724
14.92951,18.72679,4125.32,0.783426,0.358257011,4.0378429215
6.16335,9.19492,4761.75,0.745596,0.499815165,4.4964949738
7.67718,10.71532,5604.68,0.739173,0.43141537,3.8745692629
7.26951,9.81169,5591.17,0.742707,0.431192172,3.979906811
8.96247,16.52124,4283.3,0.768728,0.438520668,4.3261889976
7.18635,15.07968,4837.17,0.761907,0.421284095,3.5873220647
12.5132,13.35692,4546.85,0.776142,0.42193788,4.2327935122
5.44953,8.33202,2329.02,0.580534,0.719329355,5.5614879708
11.55001,11.61755,2595.54,0.795652,0.630644748,6.2578433014
6.8901,11.04094,4273.26,0.780733,0.523447079,5.3415832422
7.23529,11.44538,4042.82,0.792608,0.522353444,5.4081922133
5.73989,6.92755,3972.44,0.793284,0.625854784,8.0957540921
5.1239,7.6676,2601.31,0.590739,0.6960613,6.1401363931
5.6,6.93727,4198.85,0.764201,0.575284979,8.5082814957
6.17815,9.90432,5087.34,0.788308,0.482296112,4.6476520758
11.70997,13.33932,4565.76,0.749949,0.483691442,5.2909177565
9.00088,10.8801,4580.73,0.754425,0.478662444,4.9933714981
7.59393,9.48548,5263.36,0.782341,0.463800831,5.0801193056
4.29686,6.69538,1702.91,0.431981,0.670322931,5.6083814234
7.10258,10.3643,3926.09,0.707258,0.518756825,4.4225510958
15.76714,16.09629,3804.59,0.745717,0.530862485,4.8217284199
7.25348,8.33019,5335.93,0.785034,0.484328954,4.92975563
10.34409,15.77936,4310.11,0.759978,0.418081866,4.3339997175
8.23146,9.28157,3755.79,0.668736,0.557442489,5.3180212098
11.1921,12.1452,5712.41,0.772488,0.386439447,4.405151521
9.48148,11.21727,5504.63,0.766397,0.423223432,4.6996360015
9.46031,10.93441,5393.99,0.747074,0.441031187,5.1367643793
9.67624,11.39098,5433.56,0.774929,0.404659183,4.6008213704
9.25786,12.11827,5342.16,0.790895,0.406357592,4.0083285866
9.98465,11.48152,4591.11,0.760868,0.415541236,3.2115803295
9.06374,11.33429,3756.27,0.696193,0.498649483,3.5259904165
11.15907,14.16703,5123.58,0.795284,0.369861289,4.5493291651
8.06149,10.25283,4839.2,0.740385,0.462326612,5.1489678803
8.96052,12.28746,5393.69,0.792897,0.413741186,3.9228658228
9.08196,11.16287,5465.05,0.798438,0.447446594,5.5565884874
11.20482,12.17553,4548.93,0.767152,0.438960707,4.2581078173
7.43085,8.60696,5538.57,0.77398,0.487476392,6.1095923112
16.70239,18.77306,5133.7,0.794694,0.391000645,4.9300850736
8.60723,10.35071,4485.5,0.740777,0.520147286,5.0012402543
11.14702,16.60598,4357.37,0.766567,0.414607723,3.4629482427
9.63849,11.8013,3616.76,0.672773,0.552810298,4.0106060191
9.88978,16.06924,5330.85,0.796504,0.392031523,4.5264684605
10.67669,16.91335,4433.31,0.774231,0.409506014,3.3093195375
9.31111,12.59629,3809.62,0.685587,0.546008019,3.8863965159
9.9104,15.41792,4615.67,0.728845,0.383449109,4.7587307737
6.90164,8.69628,4025.05,0.621299,0.511265478,5.7977185201
9.76296,16.34066,4974.93,0.790668,0.409070642,4.5486425371
7.15752,8.68504,4386.42,0.71256,0.545427522,5.5495198907
9.07975,13.25629,4953.52,0.769786,0.426966186,4.4390950985
6.61637,8.85093,3954.87,0.675373,0.569288248,5.592945737
12.54465,13.70141,4632.66,0.796867,0.401319381,3.236856906
16.06516,18.35421,4704.47,0.785306,0.415457311,5.1497720091
11.06965,12.40808,4904.62,0.789805,0.431263556,4.2617651634
16.90598,18.92843,4708.04,0.769002,0.400948792,4.8575205817
8.44937,16.0959,3966,0.731758,0.457253,4.4871609938
11.23847,12.48784,4842.24,0.77797,0.406591531,3.7474839108
12.5499,15.75439,4604.26,0.791346,0.351146618,3.6780373752
9.35632,11.35215,4377.39,0.735131,0.438933272,3.9098017336
9.1878,10.66249,3522.87,0.661309,0.526719927,4.3894862969
11.7069,13.87371,3618.63,0.745532,0.492713901,3.9184662729
6.19976,7.61531,4096.26,0.747656,0.5910199,7.8221212067
11.16027,14.017,5892.23,0.789217,0.426474405,5.5688670519
9.37174,11.56124,5171.26,0.779056,0.406895886,4.3059869629
10.26581,11.5845,5260.12,0.775444,0.366392934,2.8700782112
9.01453,12.69696,5516.63,0.791209,0.400739684,4.5279363168
8.69022,14.12382,4671.38,0.755151,0.424116535,3.8360713352
6.18478,10.37757,4661.42,0.730489,0.494670037,5.6890839878
9.06257,9.75921,4874.71,0.729569,0.483522123,5.3794984816
10.89917,14.18285,5693.52,0.799295,0.374007683,4.1649071117
10.78965,15.40618,4206.46,0.758565,0.423738564,3.3271362887
6.26579,9.16529,4688.94,0.739371,0.505643112,5.1481089638
9.08019,12.93002,5484.3,0.77385,0.368192853,3.8892492046
6.05841,8.6383,5511.59,0.751886,0.483401923,5.1817918021
4.40355,6.81642,1548.65,0.540107,0.667538203,5.1406936835
5.8537,8.60154,4726.62,0.728358,0.52345724,5.2876579437
10.91868,12.08957,5971.34,0.764997,0.413921716,3.9945826132
8.89285,11.18764,5735.37,0.768783,0.425815105,3.6135432212
16.72131,18.10239,5429.26,0.784402,0.350026731,3.4118655084
13.08841,17.3372,5186.6,0.76347,0.428585001,3.9697923456
11.49265,13.16927,6093.79,0.788571,0.368113213,3.701086209
16.21234,17.72934,5483.41,0.770372,0.348329671,3.4128468939
16.96065,19.12743,5951.97,0.794829,0.362889597,3.8372460994
11.3756,15.17691,5734.41,0.783966,0.404753609,3.738962138
13.81225,15.84668,4850.04,0.768803,0.402008823,3.2579344812
12.36055,14.57075,4036.77,0.721589,0.483525464,2.9564839226
12.95732,14.51108,5678.3,0.782142,0.385956149,4.0573949136
10.55621,12.15101,7240.34,0.789652,0.366741591,4.3383858591
15.75962,18.64003,6100.59,0.779562,0.351166231,3.7431070537
12.4454,16.68976,5664.33,0.771399,0.413553745,3.5611990844
17.64214,19.38258,4904.78,0.772834,0.411445983,3.2035752353
8.93784,12.89071,5040.51,0.76137,0.403992514,3.7934323639
8.93784,12.8765,2816.01,0.589246,0.605988771,5.2807727379
9.21775,10.88784,6117.67,0.785032,0.444855158,4.5542249903
7.79484,9.00797,6573.93,0.783858,0.41133732,4.2442977597
11.60893,12.33314,4598.32,0.739818,0.469654717,5.3157204837
11.16504,12.4566,4955.43,0.733828,0.444050117,4.6808977629
11.16719,12.42934,6901.11,0.767031,0.381865605,4.4331696176
9.34977,10.36886,4776.21,0.7002,0.475139722,4.5657637583
11.30774,12.11126,4907.17,0.729913,0.447911586,4.5247685286
9.16852,11.10832,4381.6,0.668904,0.478551429,3.4019966024
9.41042,12.96546,4573.69,0.757294,0.42610421,3.3978471224
9.41042,12.95868,2564.44,0.58869,0.639156315,4.6567376712
10.0991,12.58463,5727.54,0.774187,0.393850498,4.5090645326
7.70904,10.81449,4724.74,0.680884,0.525133998,5.8694220625
11.33575,12.79504,5783.6,0.775,0.37244227,3.4860038066
9.59621,11.2454,5653.09,0.761651,0.45315206,3.7712726311
10.39454,11.85103,6917.67,0.759172,0.390398297,3.8728405989
12.39352,13.99731,5897.06,0.794165,0.371208444,3.6112354812
8.89402,12.60039,5611.56,0.78315,0.386593578,3.716115645
11.14527,12.36665,5517.21,0.765428,0.391989233,3.4000304034
9.04579,11.33662,6667.6,0.795508,0.390006299,4.0770048579
10.59819,12.17405,5048.32,0.742506,0.430664028,3.0969261725
8.92182,12.97747,4970.53,0.761668,0.412382214,3.6550484762
10.99924,13.01591,5278.37,0.766339,0.410724461,3.2272678127
9.20042,11.86552,5425.44,0.75363,0.374604581,3.7901351289
6.4841,11.5359,3058.15,0.579747,0.561906871,5.2047710925
10.61021,11.78141,5904.28,0.737914,0.429447282,3.709218465
9.04514,11.90629,5686.02,0.762111,0.410686072,3.3444487576
8.37738,9.79023,6445.94,0.786421,0.393768387,3.9789286333
10.32043,14.04751,5403.77,0.791795,0.35569407,3.3774316438
9.00558,10.00534,6297.48,0.757049,0.417126398,4.1815867986
11.38466,13.26117,5714.5,0.770562,0.372667001,3.4069581984
10.32275,13.0135,5359.74,0.752037,0.392780092,3.0035501393
11.43352,12.85706,5943.47,0.748282,0.404744158,3.7472734782
9.02623,12.19663,4675.63,0.740464,0.457212486,3.0081108721
9.68707,12.72508,5539.1,0.794276,0.356444227,3.612288628
9.68703,12.69126,3481.83,0.649706,0.53466634,5.0140261121
9.77301,11.45135,7158.96,0.795017,0.373416829,4.0998925097
10.50951,12.50886,5176.03,0.764002,0.412927732,3.4514887769
11.83222,13.22772,6520.21,0.799176,0.348527192,3.9443131613
11.30518,13.09702,6111.43,0.760547,0.381843041,3.7884896024
7.42118,11.47092,5947.8,0.79256,0.400833111,3.3864002734
7.12431,12.13042,5793.1,0.788553,0.395289762,3.5990504509
12.97435,15.51954,6117.85,0.76679,0.408598012,5.2754061558
3.90572,6.83687,1647.08,0.48193,0.706899432,5.775258476
12.58384,14.85336,4899.15,0.766538,0.440214711,3.3476803648
12.50759,15.20799,4813.49,0.776077,0.447088185,3.3747891712
9.09786,9.91594,4526.31,0.75264,0.527133266,4.2231424026
5.58475,8.1683,4296.88,0.686814,0.566425824,4.5909182106
10.41158,11.825,5100.5,0.783033,0.403945651,3.6186029434
5.2575,7.96536,3543.44,0.636984,0.605918477,4.6965637258
8.68929,9.60435,5136.95,0.754915,0.448578654,3.64137817
8.7203,9.65897,5132.15,0.765295,0.450118853,3.5955235182
8.79158,9.79177,4910.41,0.760173,0.467712767,3.6336937524
8.56878,9.00589,4240.88,0.70748,0.511643807,3.7402660676
8.73132,9.57878,4720.64,0.757385,0.49057889,3.5997946765
8.76198,9.99031,4849.55,0.747821,0.495093035,3.9393593655
9.35398,10.01756,5603.2,0.792957,0.42900031,3.6767585618
8.59123,9.98742,4965.69,0.74856,0.469960348,3.7213281966
9.18276,10.077,5501.82,0.7915,0.429299956,3.6347639048
9.11422,10.05431,5193.63,0.76691,0.464277171,3.8180762643
12.12654,15.26277,5667.4,0.776065,0.443484123,5.1543698162
7.33072,10.83691,5663.88,0.781651,0.402843178,3.6392085254
8.89238,11.53879,4652.93,0.779058,0.438343907,3.8405196834
4.38335,7.37794,2083.1,0.476929,0.653167382,6.1773981896
11.06292,12.075,5638.07,0.77247,0.388504415,4.5182446772
8.79498,12.25964,5177.54,0.770615,0.416544207,3.3305258993
9.69968,13.2574,4804.94,0.770481,0.417280828,3.1168227663
11.65724,13.46003,4779.89,0.798991,0.36618779,3.3025486303
9.43513,10.76915,4455.78,0.742385,0.457734737,3.7307884995
16.7623,18.90222,3771.62,0.735,0.447651615,4.0164557517
10.83962,13.88524,4411.65,0.755674,0.415228786,4.0850589858
5.57499,8.10138,4007.45,0.662016,0.553638381,5.2408918581
5.96634,18.01879,4381.79,0.739249,0.453800409,4.2225419313
6.75137,10.53627,4722.24,0.728079,0.469660833,3.8225063247
8.15731,19.55708,5961.83,0.792604,0.380314232,4.0876435232
7.76029,14.10617,5224.53,0.792901,0.407852363,3.7616853678
6.89006,19.75938,5114.88,0.770718,0.419500158,4.4137345743
8.30135,13.26229,5770.86,0.791048,0.384295476,3.6200121067
7.05601,19.7264,5689.76,0.761011,0.396444399,4.1398200336
7.11389,19.41824,5790.44,0.777581,0.396191422,4.2084414095
11.20389,12.19395,4378.43,0.761125,0.444267188,4.1363420312
5.75396,19.77953,4874.89,0.724206,0.426927429,3.9515666324
7.69246,14.66925,4683.44,0.736972,0.416473066,3.4061612652
5.77377,19.80477,5337.7,0.78677,0.429742906,4.3028027176
11.57815,14.45642,4494.78,0.785228,0.377241078,2.9014103302
