PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NCH4 - 10 bar (mol/kg)
9.94497,11.67961,2681.79,0.651768,0.664744465,4.061769432
8.83383,10.95239,5385.05,0.797473,0.404859745,3.225338452
8.82386,13.13325,5314.56,0.766587,0.428624789,3.1486759216
12.92945,13.99017,4083.39,0.742794,0.424712911,3.3813542747
10.15479,12.118,4157.31,0.770363,0.504822124,4.0970786748
6.23983,9.2131,4323.55,0.717053,0.550441173,5.9707745866
8.40128,10.72351,5037.06,0.760717,0.410548202,3.4449578872
11.07277,11.97118,2497.84,0.656959,0.535335192,3.0494996943
9.96035,10.8245,3677.79,0.74172,0.553011141,4.4805116697
13.12271,14.22566,4292.76,0.780103,0.431558421,4.1533316783
5.76222,9.46261,2916.13,0.712595,0.708146548,6.3361265093
9.5188,11.95828,4646.83,0.747092,0.46962701,4.2807769491
9.03551,10.42393,3731.03,0.714365,0.523092135,5.0966772827
10.28736,11.793,2938.42,0.796058,0.554749869,5.419936444
6.60436,8.45094,6057.16,0.747887,0.462872682,5.0040736583
10.41377,13.92829,5367.12,0.79428,0.353929997,3.6266807156
7.19112,9.47321,3822.82,0.657054,0.530894996,4.6855802655
6.9807,8.29945,4019.63,0.672118,0.536924869,4.3206426762
7.70403,8.95779,3016.23,0.569727,0.554730994,4.1622118939
7.271,9.00696,3460.46,0.670425,0.607804035,4.3509195432
9.22895,12.31663,4568.32,0.756109,0.463476035,3.2735552814
12.36318,13.08084,2730.39,0.639492,0.555041563,2.8079405743
7.36268,8.12872,1939.31,0.52652,0.72705164,4.2723944897
8.34679,9.22738,4574.86,0.756208,0.462906319,3.3100911641
10.62469,11.6293,4502.47,0.79123,0.403726635,2.8525729174
7.11564,8.32679,4735.04,0.748385,0.479557947,3.9719626756
10.49458,11.44847,4529.02,0.775437,0.408067782,2.8722430363
8.18752,12.50038,3722.94,0.676499,0.518282747,4.9113652505
7.91351,11.00099,5353.6,0.775105,0.423410487,3.5040686313
7.35375,8.57045,4449.5,0.735778,0.50316112,3.7093960878
7.89984,9.81914,4404.64,0.77862,0.489781069,4.6240901206
6.6382,9.55382,3193.17,0.648967,0.589180626,5.2534279327
9.29312,11.32756,3816.99,0.717504,0.469284358,3.9741718722
6.24493,7.87842,4316.28,0.673105,0.543589694,4.489666433
9.54454,12.23616,5174.44,0.738166,0.418696886,3.3999044815
6.85511,7.51325,3104,0.59984,0.630565755,4.0670249932
14.88665,15.89159,4739.21,0.75855,0.373751728,3.0705772695
7.4013,8.61133,4207.47,0.688353,0.557216026,4.3067930622
6.02335,7.9935,4332.95,0.692181,0.557980012,4.4553427451
9.49379,13.65714,4647.22,0.770379,0.425679237,3.2704426301
5.7852,6.8552,3213.63,0.628847,0.638518856,5.0367568634
6.75214,7.28015,3185.96,0.621808,0.64767453,4.11980767
7.67547,8.61411,2167.88,0.508563,0.667915008,3.8882823608
7.59418,9.05185,3958.45,0.616689,0.536922698,4.1709848512
5.86783,7.77401,3985.75,0.616381,0.536920613,4.4979783288
9.30008,10.64413,4825.03,0.684192,0.412807195,3.3864991827
12.19739,18.45121,5528.74,0.795999,0.299906374,2.938604613
7.76604,8.68608,2068.15,0.468246,0.639425597,4.9656316988
10.28268,15.07302,5123.07,0.726084,0.368456533,2.4889533092
9.16687,10.40932,4318.92,0.650612,0.457793968,4.0250270633
10.21083,11.40162,5320.61,0.721334,0.401451084,4.3796357428
10.12526,10.83826,5204.25,0.702105,0.420377755,4.3398553838
10.52199,11.81926,5521.02,0.757707,0.381088664,3.992630533
6.66392,8.23256,5781.3,0.754192,0.469810023,5.4545200256
6.52402,7.99192,5792.51,0.748052,0.468768397,5.0454416362
7.09462,9.55837,3796.7,0.677294,0.533143465,4.5821490749
6.81551,8.15703,3976.37,0.67564,0.544841793,4.3416506798
7.67729,9.0042,3126.8,0.575808,0.560897452,4.0717414201
10.18457,10.78777,5067.99,0.681755,0.41812109,4.3675949914
10.09893,11.01646,6972.91,0.792044,0.319207317,3.0377502776
8.5269,9.42834,4480.79,0.619011,0.452371537,4.0788241944
9.07103,11.18964,5058.87,0.70827,0.439332238,4.1175401026
9.08612,10.16606,4157.89,0.676831,0.496531077,3.8426066102
8.8337,10.0377,4098.26,0.671066,0.495137376,3.5388002373
9.29923,10.65414,5158.91,0.78913,0.427292684,2.5608097472
7.1688,8.71435,3184.12,0.611693,0.606934823,3.4556423292
11.11487,11.67152,3850.93,0.681233,0.466004659,3.4830842021
10.29977,11.40838,4593,0.710158,0.434849124,3.939371983
7.071,9.40022,5600.51,0.726817,0.465979162,5.2075561566
6.53771,8.37728,5992.13,0.731143,0.464971092,5.1751691388
9.62324,12.47732,6291.33,0.797057,0.353780388,4.147065898
6.87059,8.04215,3943.26,0.663934,0.539791093,4.6517799048
7.67335,8.88196,2915,0.554487,0.556217005,4.2341036195
13.08242,13.69347,4949.62,0.737943,0.383412461,3.0801527756
10.2292,10.79303,5028.5,0.710385,0.420196238,4.2452294522
10.26603,10.98628,5182.1,0.72927,0.422458908,4.3199930132
13.00762,13.42784,3437.59,0.686145,0.451653901,3.4861853818
9.10621,10.11504,4096.98,0.681796,0.500871551,3.9945176017
13.00376,13.4304,4102.06,0.730665,0.416551497,3.1424562412
13.00451,13.42744,3769.23,0.708262,0.434250506,3.2711524114
9.14592,10.61346,3970.46,0.68632,0.503181763,3.6975838878
12.95065,13.17518,3418.05,0.697846,0.457973641,2.9733723925
12.97638,13.57841,4425.15,0.741709,0.420596986,3.0757711037
7.09211,9.13255,5066.29,0.728306,0.522620927,5.1669760375
6.29373,7.5881,4979.33,0.734663,0.52381856,5.4117422302
8.88523,10.98966,5096.76,0.788723,0.396416174,3.3416478197
6.7943,8.19062,3532.82,0.66676,0.602403094,4.3686704202
7.49321,8.07391,2396.23,0.533972,0.625826462,3.4624254978
13.04752,13.45183,3528.08,0.71759,0.45215686,3.0481151656
6.96586,8.34373,5290.03,0.742705,0.512950515,5.4364456704
6.43463,8.11997,5409.55,0.736349,0.51233205,5.019447762
6.56183,7.81245,3616.28,0.680143,0.59072152,4.6741831566
5.95765,7.76782,3975.08,0.714293,0.584411119,5.1195521882
8.98723,9.86704,4522.39,0.781641,0.445459265,4.1749758529
6.89045,7.75852,2935.65,0.649007,0.671633259,4.5129358183
5.44365,7.16192,3225.89,0.631981,0.637180587,5.9367210388
7.50676,11.00352,5978.01,0.764303,0.405652559,3.9510608147
7.71058,9.03469,4640.77,0.711966,0.533788533,5.1797340715
6.01541,8.14436,4903.9,0.71524,0.534604097,5.3506234782
9.47535,12.55221,5682.48,0.793014,0.406365541,4.8159780462
6.43124,7.5451,3164.41,0.625348,0.620894173,4.4876311661
7.66886,8.92986,2241.94,0.534503,0.643714781,4.7444875325
5.56356,8.1253,4291.28,0.675302,0.560811689,5.2940524086
9.33389,13.26879,4539.12,0.724908,0.426627252,3.5425688764
6.02375,7.29255,2618.83,0.562816,0.6516193,4.2179506827
7.63262,8.63732,2051.25,0.516392,0.670505871,4.9633731642
9.94252,15.11808,5419.83,0.780061,0.382752778,3.5501718486
5.72596,7.72694,3564.92,0.666073,0.625735936,6.0870896802
12.32481,17.10374,5220.6,0.786516,0.392600384,3.6767945706
5.91596,7.42486,2002.92,0.545149,0.726607285,4.6768413917
7.20421,7.8428,1703.35,0.516593,0.750307971,5.2814321909
12.44615,16.3641,5495.51,0.770952,0.367552134,3.1312024842
5.95929,7.51221,2236.22,0.536395,0.680025115,3.9093715541
6.92067,8.06525,1963.01,0.519473,0.701557169,4.9823054173
7.49884,8.83092,4220.43,0.704445,0.562263543,5.1218025578
6.18131,8.18688,4492.63,0.711759,0.562668612,5.3141569901
9.28253,12.36616,5177.12,0.779154,0.429544767,4.5016322469
6.11672,7.65895,2795.94,0.611714,0.652669633,4.430055206
7.68743,8.95813,2087.54,0.539853,0.677590038,5.0528270481
10.58736,14.78122,5587.67,0.799447,0.385570766,3.5938413306
7.63788,9.09155,4981.14,0.675346,0.490398579,4.6964650589
6.73405,7.84084,4996.22,0.68006,0.489935037,4.7961553869
9.40395,12.4696,5936.16,0.762347,0.373041925,4.0943902453
6.60299,7.72116,3625.78,0.615839,0.568166819,4.5548534935
7.67102,8.63745,2574.06,0.515278,0.587217351,4.2373105535
5.59682,7.14449,3575.9,0.63159,0.590418672,5.4674396204
10.77638,14.88455,5801.82,0.794372,0.366630314,3.4658937579
6.13849,7.48074,2269.13,0.543817,0.683963491,4.2037066574
5.24347,7.28593,3015.41,0.597689,0.638349776,6.1011184298
11.39787,14.96812,5126.67,0.753517,0.396972412,3.426091219
5.40965,7.22336,1965.95,0.510496,0.730960999,4.6395143674
6.28499,7.12543,1677.42,0.468141,0.755429539,4.6301114772
8.70286,11.40946,6592.89,0.789472,0.373537453,3.6049009988
13.07352,16.29486,5397.71,0.783937,0.369976448,2.940986834
5.78635,7.37022,2375.33,0.566405,0.685398717,4.098960758
7.13883,8.02042,1915.51,0.511854,0.709422094,4.6303203144
7.89682,11.66572,6489.18,0.764461,0.376076597,3.3736974023
6.37169,8.03355,3640.96,0.677258,0.643629826,5.6019239587
5.8927,7.30909,2115.46,0.587945,0.747364635,4.5084899529
7.08983,8.35018,1728.87,0.505317,0.772873163,5.1408394235
7.69275,9.69082,3877.85,0.688906,0.56463299,4.9225250013
6.31366,7.95239,3917.4,0.686451,0.5637001,5.0833946088
9.42593,12.33613,4969.2,0.772918,0.432314841,4.228021263
6.53001,7.53195,3056.79,0.631661,0.648037291,4.8143199863
10.02593,16.13869,5215.06,0.79279,0.38606326,3.0592685928
6.51322,7.81126,6613.34,0.797011,0.451959079,6.0012714326
6.5199,7.86635,6612.83,0.793829,0.452428623,5.836873209
8.00314,10.74874,3723.52,0.681166,0.507612188,3.5902302396
5.31393,7.35805,2283.54,0.502969,0.67681625,5.0774414741
7.07851,8.2012,4311.87,0.722972,0.523210078,5.0136544852
6.65614,8.3168,5526.44,0.742009,0.47801584,5.3357535574
6.39937,7.72395,5739.54,0.738346,0.476906969,5.0722911015
6.64392,7.81365,3981.69,0.689177,0.550604993,4.8802994158
7.57232,8.7632,2918.21,0.570836,0.567252648,3.727681575
8.19628,11.50333,5261.77,0.774286,0.459621068,3.9382304423
6.73386,8.49824,4993.24,0.683332,0.503499165,4.3819383081
6.00275,7.89664,5235.59,0.684783,0.501361719,4.6353475689
8.84687,9.99512,5343.07,0.761796,0.382211073,3.2530488397
6.24232,7.25929,3457.51,0.604551,0.580687538,3.5328418716
7.59527,8.54009,2475.25,0.516927,0.598849636,3.6116455117
10.72091,15.78939,5920.79,0.791251,0.341888387,3.218535575
6.73521,8.41693,5849.15,0.763564,0.478416363,5.4319910302
6.29258,7.91647,5757.24,0.763727,0.478079481,5.6085062465
6.59603,8.02833,4000.37,0.671391,0.553081235,3.979330383
7.56997,8.84709,3006.96,0.582226,0.568633376,3.5562266816
6.43401,8.05978,5454.8,0.759365,0.497689262,5.4025966262
6.16847,7.89293,5591.87,0.758646,0.49850626,5.7373409163
11.72467,16.53171,4184.25,0.781889,0.374842514,2.2577717635
7.95907,10.36445,3178.82,0.643804,0.562263772,2.6353288768
4.39089,6.53763,1559.94,0.458241,0.749685029,3.5486160598
6.31395,8.03412,3735.81,0.65361,0.576289853,3.7003979681
6.37069,7.8733,5147.82,0.723297,0.507023637,5.1511579189
9.2634,11.32684,5254.19,0.785635,0.383235843,3.2609978926
6.74873,7.97124,3689.61,0.675643,0.581211592,4.6105479207
14.77934,16.94519,4977.44,0.797063,0.344231444,2.9869020336
6.52738,8.02693,5511.29,0.749432,0.503154888,5.1691184995
6.49883,7.70119,3818.02,0.693627,0.584639008,4.9479665268
6.17539,8.28383,4775.22,0.709371,0.543369997,4.8170373639
10.10254,14.13347,3924.46,0.752288,0.411113588,2.0254339854
8.01442,8.92146,2658.47,0.594044,0.616670382,2.3745240358
3.91248,5.57879,956.155,0.368573,0.822227176,2.6134325731
6.80599,8.15083,3321.81,0.670084,0.626070397,4.4864022663
7.58163,8.86314,2302.78,0.551474,0.648785453,3.9077522367
6.28111,7.51043,5311.16,0.727509,0.507623972,5.744970345
9.14038,12.51736,5793.25,0.791748,0.382107487,3.8720543414
6.39075,7.779,3595.11,0.639116,0.585093905,4.3499460798
6.59994,8.03915,2749.37,0.573527,0.602816038,3.3547293153
5.99567,7.64557,5019.6,0.739771,0.535239097,5.4965568697
6.31518,7.43141,4857.22,0.732929,0.535419522,5.3442708888
8.79106,11.01101,5009.98,0.799078,0.403778086,3.5309730747
6.71787,7.53976,3478.78,0.671306,0.616764535,4.6856401537
6.09974,7.86152,5276.81,0.747867,0.535005868,5.4868802589
6.33077,7.37671,3462.75,0.674806,0.619497573,4.8555854473
7.41962,8.35814,2402.08,0.549981,0.636855074,3.2254384846
6.013,7.49319,4841.71,0.702926,0.530401379,5.3544267497
8.435,12.27358,5520.77,0.78424,0.39997369,3.725380609
6.57613,7.21905,3351.78,0.624521,0.612444242,4.5879337842
5.74025,7.32508,2861.15,0.582269,0.633990656,3.8924713977
6.37474,8.02189,5039.29,0.678267,0.490261389,4.6558567553
9.34628,12.16499,5964.36,0.761197,0.375299518,4.4088531289
6.51249,7.11102,3517.91,0.599248,0.566507551,3.9840060798
10.8508,14.67367,6087.53,0.784634,0.334433586,3.2000093
9.36371,12.24499,5155.65,0.739335,0.425069482,3.9105632855
6.39427,7.66466,3018.92,0.606826,0.647488422,4.4415053106
7.39029,7.93966,2104.31,0.523637,0.670650989,3.2672353072
6.09817,8.06277,4822.15,0.722447,0.533340054,5.2865373612
8.42007,12.66119,5447.91,0.795148,0.401485204,3.6305508159
6.07662,7.07951,3611.36,0.662133,0.619365566,5.0228167241
5.64415,6.78276,3000.91,0.618368,0.63733152,4.9202269737
8.82009,9.79727,4347.55,0.755904,0.467934717,3.4007036165
6.36661,7.68786,2843.72,0.628362,0.709741739,4.3198116072
7.06238,7.86685,1825.05,0.494903,0.737168311,3.3922697468
6.39989,7.60026,4363.35,0.688159,0.560780094,4.9256087792
8.32295,10.46794,5208.18,0.768639,0.422351101,3.5876866139
8.82446,15.41577,5635.99,0.799758,0.379896471,3.3304316207
6.21171,7.60434,3790.57,0.644117,0.588124829,4.6466846653
12.2787,15.48405,5185.78,0.796069,0.364077677,2.8153534197
8.31709,10.50765,4745.42,0.752244,0.442593731,3.6996760765
7.10208,8.09694,6488.78,0.794865,0.451742924,5.753911375
6.51423,7.78188,6497.29,0.791776,0.450807636,5.6541167477
6.98036,9.37584,4136.29,0.68222,0.50740701,5.1318328232
7.01637,8.1824,4294.29,0.708945,0.523630549,4.8541225956
6.26045,8.20225,5828.07,0.744403,0.477487876,5.4479843076
6.89478,8.32188,5815.8,0.733935,0.47646803,4.8937223811
6.02459,7.75955,3946.85,0.665111,0.552935621,4.7152618656
5.93522,8.17157,3398.94,0.598386,0.567324973,3.7547716604
6.53563,8.21448,5171.78,0.721286,0.509234683,5.4141823982
5.99305,7.49204,5439.07,0.726011,0.508209178,5.4169701275
8.68023,11.35065,5306.53,0.786984,0.381600639,3.1157060816
6.23421,7.48603,3633.11,0.660301,0.58756952,4.6756279705
6.64654,8.62152,4813.14,0.685208,0.5277196,5.1761649961
6.02838,7.45196,4490.45,0.668266,0.52880073,5.0238985359
8.28995,10.77918,5438.47,0.759258,0.396797408,3.3532516173
5.38266,7.63708,3298.97,0.596561,0.605986433,4.3844732242
7.16196,7.91272,2316.01,0.515029,0.627812063,3.6940511716
9.56374,15.91522,5447.19,0.781578,0.35755121,3.0285595373
8.68826,9.69129,4342.43,0.739849,0.461737498,2.9868029978
6.50997,7.47977,2853.31,0.623581,0.697708798,4.1231591989
7.24652,7.73323,1804.89,0.469771,0.725963954,3.2741252605
8.48248,12.93061,4952.13,0.783259,0.412939089,2.7689707105
5.88935,6.93378,1990.5,0.457789,0.696867656,3.717502633
8.74495,12.33015,6337.91,0.786934,0.342333665,2.8884025682
6.72772,8.54451,6419.91,0.793485,0.452398393,5.7422398153
6.65958,8.01478,6405.86,0.790403,0.450950702,5.5644006342
8.19768,10.97886,3913.68,0.714444,0.509394746,4.6994883914
6.91645,9.29302,5633.14,0.745419,0.478470944,5.4447686778
6.86524,8.33955,5657.59,0.743177,0.476524105,4.7847710739
10.36698,14.10347,5137.52,0.796705,0.354330959,3.03277099
6.7071,7.91285,4008.47,0.689018,0.551453754,4.7926441415
7.3636,8.0671,3270.37,0.640453,0.568411228,4.3579893997
7.58554,9.24961,4142.11,0.695725,0.544315907,5.5960920682
6.1162,8.44938,4873.49,0.730317,0.53766683,5.3439513698
9.47115,12.34523,5376.78,0.785312,0.414195118,4.4734958845
6.99702,9.3758,5778.85,0.762449,0.478503808,5.2684065926
6.58412,8.24827,5881.19,0.766227,0.478501932,5.4825202795
6.70096,7.99743,4097.09,0.688787,0.553300944,4.1643500481
7.17157,8.11322,3331.99,0.620216,0.570014003,4.3904733213
6.1545,9.18811,4900.56,0.713744,0.530678054,5.6107910878
6.05586,7.84634,4882.86,0.715159,0.530988887,5.7297146369
8.29371,11.00742,5640.8,0.785124,0.401603095,3.5855281621
6.11824,8.17927,3442.64,0.64935,0.609982509,4.4538857015
6.42477,7.48161,2612.5,0.597481,0.632247738,4.0024985537
7.50984,8.65016,3262.29,0.683333,0.681352403,4.5890972827
5.78784,8.06772,3449.68,0.681792,0.6816879,4.6201966078
5.96288,7.91141,1929.91,0.575731,0.791557192,3.4653947334
9.6502,11.4928,4787.9,0.788393,0.466608391,3.168431845
6.84719,8.96284,6417.48,0.774756,0.44080847,5.6809701356
6.43962,8.30826,6186.67,0.776329,0.442048283,5.7445773297
11.53705,16.05494,4943.74,0.794283,0.332741161,4.4497330001
7.04395,8.48389,4190.78,0.668668,0.499111741,6.1629191185
6.23826,7.67709,4476.68,0.69538,0.511506351,5.0343009473
6.93162,8.21778,4333.61,0.677984,0.509707255,4.2599273248
7.16722,9.17424,5274.88,0.726712,0.498292973,4.6830802273
6.04844,8.15326,5429.19,0.732633,0.497334355,4.8233263774
9.75755,13.76065,5394.56,0.794354,0.378025719,3.6702797422
5.78504,7.6283,4201.12,0.674175,0.567038578,5.6334233351
6.24568,7.9388,3717.94,0.658502,0.577165622,4.2623261303
6.86436,7.34188,3754.99,0.645268,0.577389381,3.8982200487
11.31101,12.27416,4407.53,0.70629,0.411141867,3.4355538926
9.53358,12.39732,5922.73,0.762485,0.374667659,3.9813660945
11.4691,15.04622,5892.1,0.783955,0.335304396,2.9580827042
11.28467,11.79805,2605.45,0.756457,0.613246838,5.6679746724
7.96771,9.72863,5317.89,0.79519,0.476790756,5.3066892373
4.40852,8.87192,1657.29,0.513916,0.749166934,5.3949518452
11.13846,11.86028,2709.8,0.734182,0.580883145,6.1097315975
3.91366,6.37027,1429.52,0.479462,0.738576438,4.8777759924
8.12403,10.00041,5372.15,0.782879,0.450834292,5.1715796875
4.32469,8.24604,1939.69,0.51611,0.694453245,5.8091253252
8.5234,10.82064,4591.06,0.733703,0.481548165,5.5731940519
10.08305,12.25972,4041.58,0.734803,0.466269889,4.8481880202
7.81237,10.99845,5130.56,0.76653,0.443686537,5.6910566096
7.49107,8.38697,5211.43,0.712043,0.475061094,5.21690762
12.40096,15.96945,5065.09,0.794558,0.359815615,3.5052292952
14.13284,15.10556,5274.69,0.797742,0.393251338,5.1746430133
12.70105,14.87484,5253.42,0.769704,0.341699947,2.9254920167
8.70611,11.89886,4902.8,0.796044,0.413483881,4.400116793
6.64222,9.60728,3295.44,0.654945,0.575398386,5.2697820251
8.30794,9.25855,4441.96,0.728732,0.511649085,5.2375298873
8.29063,9.42663,4891.71,0.757183,0.471632117,5.7561888
5.05646,7.08835,4546.32,0.715933,0.555749604,7.1884838724
10.5948,11.78115,4524.74,0.728094,0.434602491,3.2731379857
11.17041,12.61699,6150.12,0.78419,0.376261395,3.5619623494
11.38376,13.76872,6069.04,0.799905,0.382393102,3.4506396483
12.30237,15.2174,5518.12,0.768578,0.322183969,3.4653500524
7.10397,9.34038,5112.44,0.681203,0.429578625,3.8867700452
7.26843,11.05685,5714.74,0.777239,0.420533712,4.3016603831
6.63137,10.21226,5131.53,0.771838,0.472087594,4.6665960348
9.68571,11.88729,6298.76,0.787753,0.364912536,2.9586416137
11.43914,13.62902,6766.13,0.791352,0.342750302,3.749555769
9.52246,12.15478,6029.7,0.786316,0.343003219,2.779375069
7.03593,11.1056,5609.72,0.76727,0.45638076,5.0888685915
9.87238,11.93842,5913.05,0.789283,0.378467831,3.6360138913
10.52202,11.89156,5830.91,0.792771,0.409072282,3.3928886634
8.29288,11.31973,6045.51,0.776253,0.396896585,3.7961384908
7.55959,11.26442,5958.84,0.774741,0.413170203,3.8813955428
6.63794,9.48421,5938.1,0.765417,0.43555946,4.0732348946
7.56429,12.20959,5922.3,0.759173,0.410876859,3.7014043556
7.70039,11.24625,5733.87,0.769926,0.430217488,3.6301097494
7.56106,12.17275,5668.27,0.749313,0.426004561,3.768596138
10.4443,11.32019,4489.71,0.686824,0.408382237,3.089708721
8.11995,11.66478,6040.08,0.757852,0.409562819,3.7825981158
6.72752,9.94318,5349.52,0.742931,0.476183672,3.8108351182
10.6362,11.69997,5859.83,0.794792,0.409853425,3.3543217298
9.91859,12.521,6500.53,0.794748,0.342409233,3.3210892167
9.77442,12.16418,6004.72,0.790488,0.374846235,3.6303789593
9.33982,11.37366,6117.65,0.785881,0.370569513,3.9153528369
18.96263,19.65157,5574.53,0.794103,0.32720083,3.7190398017
8.1618,10.78006,5648.61,0.7669,0.410058347,3.901581272
17.53795,19.95307,5085.5,0.771725,0.364210957,3.8316273316
9.74726,11.98713,5432.8,0.748408,0.398141968,3.8514572243
13.83717,15.10344,3979.68,0.730551,0.467029511,5.1215210778
7.70324,11.46076,5232.62,0.798583,0.431975018,4.1489744477
5.58156,6.94432,2913.21,0.646023,0.680956658,5.2803804591
9.08315,13.11426,5042.08,0.799202,0.411599784,3.6230535813
6.20906,8.70914,3884.2,0.71048,0.542474116,3.9905050156
13.4441,14.99463,3968.6,0.711067,0.454801496,5.031717386
7.99949,11.17859,5400.85,0.790038,0.416192114,4.4788443984
8.82387,13.23367,5000.15,0.783634,0.399649513,3.5246676298
6.463,8.88706,3994.91,0.712978,0.523404322,5.0478588039
7.19303,14.47279,5268.05,0.791528,0.406869746,4.1050690904
10.68348,12.65699,6278.68,0.7828,0.37842027,3.9575426855
9.45487,10.66849,5488.98,0.744172,0.396244182,3.4059966883
11.64085,14.65691,4846.82,0.789077,0.367100318,3.2514196832
11.64085,12.31314,3870.98,0.703965,0.458875398,3.2422808292
12.87722,13.90675,4737.71,0.779659,0.339384743,2.8316805003
7.98508,11.33074,5479.59,0.76855,0.444313246,5.1136225026
7.70801,8.52157,4353.33,0.708201,0.534763272,5.9722260043
5.10978,6.81561,4277.48,0.656403,0.556050792,5.8998974669
4.9815,8.34629,3260.32,0.638604,0.597727645,5.7446145962
10.8379,12.198,6006.37,0.789383,0.338427836,2.6227132179
8.6696,11.11922,5472.1,0.769447,0.393747764,2.9811421928
9.90383,11.14071,5042.77,0.739373,0.414693755,2.9002614336
10.29577,12.0245,5988.36,0.799927,0.338517109,2.7470258949
8.76398,11.63167,5841.22,0.783328,0.353198471,2.7978330947
9.98834,11.17072,5367.71,0.781186,0.385260661,3.0620479701
10.03961,11.56053,6659,0.787782,0.3127075,2.7598929531
10.17987,11.30872,5673.78,0.76807,0.365383888,2.7535555809
10.27741,11.59911,5455.98,0.774857,0.366082601,2.7011237692
9.66243,10.71109,5035.56,0.759861,0.4176581,2.9465097459
9.09771,11.07342,5807.12,0.78574,0.371465323,2.4233082116
7.96454,11.11647,6465.3,0.792622,0.35582951,2.7511911923
9.72599,11.66515,6258.82,0.791701,0.338455733,2.5868516772
9.44804,11.81818,6322.09,0.766757,0.356398046,2.725557761
8.43864,11.20662,6056.86,0.786519,0.383390065,2.7708200458
7.80795,10.8842,6226.64,0.768005,0.36256625,2.8302824494
9.5804,11.71223,5588.78,0.771304,0.367657569,2.6266546741
8.89146,11.45096,6829.65,0.785277,0.334225917,2.851774215
9.7117,11.8593,6199.5,0.786782,0.333914081,2.6700630953
9.26367,11.07572,5787.36,0.765162,0.361759827,2.6591129858
9.25172,11.13043,4202.95,0.733749,0.467011389,4.0759683228
7.19928,11.39771,5131.29,0.761849,0.456234924,3.488944198
6.7587,12.09382,5478.87,0.750841,0.424233475,3.8495963076
10.95535,11.56534,5577.2,0.752833,0.359417124,2.8612902446
16.35651,18.05414,4571.43,0.727479,0.416840415,3.869021128
9.69928,11.35939,4387.17,0.729213,0.470436558,3.3394462843
9.01348,10.78066,4806.42,0.786977,0.424767572,2.4702946514
4.99507,7.13517,3578.93,0.690238,0.627804915,6.5440065127
15.82449,17.19727,3650.03,0.680603,0.46598639,3.494495362
10.72397,12.11335,2977.95,0.642513,0.521937879,2.2198717203
10.62246,11.77155,2956.44,0.645844,0.535608998,1.9831776557
12.88269,14.72669,5406.36,0.761209,0.365260973,3.1361994842
11.82873,13.57753,4437.37,0.718537,0.438727753,2.8042850332
15.01699,16.22852,5622.2,0.789122,0.336591495,3.1930669139
16.28172,17.78057,4681.91,0.729612,0.417664191,3.8260414925
10.5843,11.83812,4200.55,0.734191,0.471561336,2.9481014244
11.34443,13.70277,5059.69,0.722254,0.385947948,3.145328586
17.39867,18.14432,4065.27,0.77982,0.379835796,2.1338239288
17.31697,17.75687,3293.9,0.692811,0.506447728,2.6160703052
10.45218,12.69091,4031.34,0.71146,0.493200782,3.0973661469
19.20275,19.61409,3979.55,0.750895,0.410758383,2.9067668083
9.68986,11.1842,4281.43,0.714016,0.468921978,3.2148135607
14.70853,16.25693,5421.14,0.793893,0.342469972,2.9329395258
14.14112,15.5968,5187.92,0.771478,0.365848981,3.1337258953
15.69628,16.11354,3957.25,0.75279,0.389206912,2.3190144005
12.17939,13.46925,4823.97,0.775979,0.423349339,2.8125441655
13.16596,15.42397,5103.68,0.799184,0.369636301,3.126556837
16.14681,17.40747,4117.01,0.711268,0.453497043,3.7191410043
12.38249,14.43683,4884.36,0.79233,0.389825424,3.1364561822
10.92555,12.37397,3455.36,0.722294,0.504563075,2.7728416449
9.3801,10.99403,5269,0.799393,0.41748161,2.9569533723
10.41475,11.5351,2932.26,0.701398,0.559992814,2.853209025
9.16875,10.63462,4455.42,0.727674,0.473528322,3.1387101913
10.68275,11.83233,3207.13,0.693389,0.520938063,2.8507743912
10.53534,11.74591,2870.21,0.648843,0.539065045,2.5215287841
10.12265,10.69159,2514.42,0.620093,0.589839396,3.0971765134
10.98033,12.2147,2790.24,0.657989,0.541647059,2.3135497243
10.37581,12.01449,3449.11,0.650828,0.483711765,2.3947616763
9.18058,10.82562,4960.03,0.768661,0.418783738,2.887410045
9.38294,10.42236,2499.56,0.584885,0.594502582,2.6661330113
9.61103,11.41483,4940.55,0.764267,0.421047557,2.6708959438
15.85992,16.68219,5562.26,0.788601,0.354168806,3.1288496559
9.51476,10.69683,2397.57,0.56651,0.598292621,2.5793309673
10.7605,11.43385,2432.92,0.622165,0.601472681,2.4022733696
9.66248,11.16246,5045.01,0.789332,0.403088549,2.5686157719
11.11553,12.47054,4493.65,0.75337,0.456635237,2.7986850346
16.03092,16.87332,4217.88,0.744957,0.424509916,2.7256043995
10.98239,11.58912,3998.73,0.718267,0.476583498,2.7805928073
9.03192,10.86209,5131.16,0.776527,0.422900417,2.5115651902
10.22025,10.70964,2979.73,0.644057,0.567891571,2.2001341376
10.31859,11.55755,3764.77,0.687768,0.496792189,3.078298899
11.00276,11.90401,4115.26,0.732295,0.4775776,2.8327745962
15.95387,16.8347,4126.1,0.75343,0.438402066,2.7090947104
10.78547,11.35845,3863.2,0.726875,0.492532586,2.7715015147
9.10326,10.80972,4121.47,0.726109,0.49348327,3.0259771987
