PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 1 bar (mol/kg)
9.49415,11.66465,4739.21,0.753691,0.457790271,11.0830829329,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4739964991
5.87756,9.60242,4866.78,0.742438,0.50541325,10.49815301,45.45454545,0,45.45454545,9.090909091,0,0,0,0.5884093336
5.78601,8.85618,4303.55,0.693272,0.552886425,11.4266681636,45.45454545,0,45.45454545,9.090909091,0,0,0,0.595982726
10.68338,13.49501,4862.32,0.796283,0.381319904,11.015821007,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4818497321
7.93624,16.7642,4852.48,0.793414,0.396349318,13.4874795112,45.45454545,0,45.45454545,9.090909091,0,0,0,0.5927764933
13.56631,13.9081,4468.1,0.77231,0.417014666,10.5683663157,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4173263058
7.7194,9.20979,4121.25,0.692281,0.54629672,11.7764313217,45.45454545,0,45.45454545,9.090909091,0,0,0,0.5575597868
3.89234,11.73179,2598.54,0.601944,0.652706342,15.0632955912,45.45454545,0,45.45454545,9.090909091,0,0,0,0.6320249623
13.47447,15.43222,4133.5,0.760195,0.441730992,13.3250805594,45.45454545,0,45.45454545,9.090909091,0,0,0,0.7022353259
9.38295,11.36037,4603.64,0.762194,0.435749062,11.0733349966,45.45454545,0,45.45454545,9.090909091,0,0,0,0.3997440847
5.68005,16.79189,4102.19,0.700362,0.53356218,12.8656423153,45.45454545,0,45.45454545,9.090909091,0,0,0,0.693194828
10.32434,14.17616,4766.64,0.783648,0.407658315,9.9442987448,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4260968399
12.97183,13.55698,4722.41,0.776354,0.421771204,10.7997332744,45.45454545,0,45.45454545,9.090909091,0,0,0,0.5103996475
11.71977,15.33444,4596.19,0.752561,0.451623622,10.4973482431,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4716680606
12.30443,13.10951,4084.26,0.740838,0.455709488,11.1362084475,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4144348938
11.36022,11.51579,3714.46,0.703716,0.520465577,11.0210963209,45.45454545,0,45.45454545,9.090909091,0,0,0,0.5148441749
17.05049,17.1274,3675.83,0.733811,0.439599709,13.3135888179,45.45454545,0,45.45454545,9.090909091,0,0,0,0.534142203
11.5228,11.84467,4644.58,0.763391,0.440243937,9.865278067,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4187304473
16.32244,16.75045,4371.49,0.764883,0.433216193,10.1204598889,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4439457326
8.84436,9.46421,4645.1,0.737627,0.483496345,10.0937729233,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4566406197
8.57321,10.02063,4362.18,0.728256,0.486125541,10.0207203344,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4245708855
7.24721,10.07894,4265.64,0.729154,0.491305205,9.5888947251,45.45454545,0,45.45454545,9.090909091,0,0,0,0.4082767542
18.42811,19.09481,3459.52,0.74179,0.499133838,17.3487322138,52,0,40,8,0,0,0,0.8108897248
7.15519,9.64687,4018.38,0.721681,0.5655703,16.4898513722,52,0,40,8,0,0,0,0.7749194683
8.62721,12.34086,4657.34,0.793952,0.448327928,13.1849669545,52,0,40,8,0,0,0,0.7352983552
17.10805,19.04369,3553.55,0.799471,0.421054891,18.1769026216,52,0,40,8,0,0,0,0.9331337601
4.73055,7.00846,3495.19,0.642171,0.673094374,14.7769297893,52,0,40,8,0,0,0,0.8435711265
5.20668,9.19024,3561.63,0.706888,0.616777803,14.1523758594,52,0,40,8,0,0,0,1.2792076217
6.64303,8.03128,3898.66,0.713679,0.586333085,12.3110303831,52,0,40,8,0,0,0,0.660229207
14.35554,18.24464,4233.25,0.790962,0.448378648,14.5771230754,52,0,40,8,0,0,0,0.7935444685
4.59233,9.05917,2959.98,0.669255,0.669879717,13.5928876699,52,0,40,8,0,0,0,0.8533311012
8.58061,11.28439,4651.69,0.78792,0.465756197,14.0777339163,52,0,40,8,0,0,0,0.8249913766
8.47661,14.59031,3530.98,0.728607,0.491708413,24.9185802643,52,0,40,8,0,0,0,1.2878849424
4.69267,12.14698,1464.15,0.446014,0.799430595,16.6035883925,52,0,40,8,0,0,0,0.8110452516
6.02692,12.17071,3578.11,0.706644,0.645246221,18.9685703439,52,0,40,8,0,0,0,1.5921301494
18.65871,19.76509,3422.05,0.759114,0.452623466,13.2220672746,52,0,40,8,0,0,0,0.5801335946
9.61816,12.38889,4215.5,0.763895,0.500128587,14.0314036421,52,0,40,8,0,0,0,0.7478598228
10.75686,11.27752,3898.15,0.745727,0.518605732,13.6893604258,52,0,40,8,0,0,0,0.7660484095
8.20399,13.91178,3412.46,0.715853,0.547554564,14.2826758019,52,0,40,8,0,0,0,0.7674199947
6.98396,11.34635,1892.94,0.554808,0.780632264,16.1635277274,52,0,40,8,0,0,0,0.8404853951
11.16323,11.38346,3064.87,0.693301,0.604373434,15.2497865381,52,0,40,8,0,0,0,0.8226507658
10.57108,10.86022,3617.43,0.739827,0.539085652,14.3886055454,52,0,40,8,0,0,0,0.8743821848
8.72718,9.91551,3030.44,0.662623,0.595696051,11.5552937497,52,0,40,8,0,0,0,0.4367352381
7.89155,9.10299,3296.23,0.715318,0.588710331,12.4442397565,52,0,40,8,0,0,0,0.6799100462
7.16946,8.56342,3632.94,0.677042,0.599823433,11.7658510421,52,0,40,8,0,0,0,0.5544643047
19.2617,19.48768,4124.59,0.770893,0.444997155,16.08849622,52,0,40,8,0,0,0,0.920788153
9.90532,12.67275,4708.7,0.787926,0.434599762,10.3885672856,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4535871968
8.61571,10.96885,4649.41,0.776603,0.461665044,10.7357231422,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4587043056
6.38917,9.4716,4709.87,0.756392,0.510438494,9.9732334998,42.85714286,0,42.85714286,14.28571429,0,0,0,0.5072415874
5.52806,8.3621,4694.77,0.734551,0.558690847,10.9951685608,42.85714286,0,42.85714286,14.28571429,0,0,0,0.6478501103
6.72244,9.60523,4107.8,0.727359,0.536148225,12.8105832593,42.85714286,0,42.85714286,14.28571429,0,0,0,0.579654893
4.03316,13.03658,1850.52,0.457491,0.663673114,14.491093452,42.85714286,0,42.85714286,14.28571429,0,0,0,0.723599752
9.00496,10.56102,4189.37,0.77697,0.44271117,8.426454752,42.85714286,0,42.85714286,14.28571429,0,0,0,0.3034406245
7.13836,16.48909,4138.6,0.732719,0.534589192,13.4334246609,42.85714286,0,42.85714286,14.28571429,0,0,0,0.7852929765
11.9418,14.57469,4258.79,0.787384,0.427645389,11.5445543806,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4337608541
13.26883,13.83079,4708.35,0.797483,0.420942005,10.1986820759,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4710128498
13.02577,15.80465,4517.94,0.777705,0.453915832,10.4322671322,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4703061391
11.69108,14.03172,4110.29,0.766609,0.46144442,11.7755986388,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4747868811
12.60184,14.11974,4071.58,0.759152,0.464114836,11.2315702923,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4597496484
10.9067,11.17163,4317.1,0.741645,0.521669766,10.3722957762,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4912841585
7.51235,9.87447,4440.06,0.755862,0.511078606,10.7052507251,42.85714286,0,42.85714286,14.28571429,0,0,0,0.5601197413
6.66693,10.5957,3248.18,0.644119,0.644112957,14.5010501613,42.85714286,0,42.85714286,14.28571429,0,0,0,0.8306451525
19.10794,19.18381,3625.44,0.753457,0.445078354,12.729312373,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4878157686
11.652,11.80194,4547.75,0.763117,0.493934878,10.9686397703,42.85714286,0,42.85714286,14.28571429,0,0,0,0.5571693879
12.53122,12.7542,4290.84,0.779217,0.442710613,9.0258663422,42.85714286,0,42.85714286,14.28571429,0,0,0,0.3753517075
6.47579,12.26111,3148.61,0.656812,0.641865174,14.4063009301,42.85714286,0,42.85714286,14.28571429,0,0,0,0.7262270143
16.83268,17.24364,4376.95,0.78529,0.436543439,9.872808528,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4476717667
9.0404,9.45254,4559.96,0.761156,0.486876778,9.8996156549,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4455749463
7.21632,9.95849,4652.79,0.763283,0.489051736,10.307961861,42.85714286,0,42.85714286,14.28571429,0,0,0,0.4783756463
7.71125,10.42241,4313.5,0.748923,0.494730781,9.3250049294,42.85714286,0,42.85714286,14.28571429,0,0,0,0.3934415378
9.28831,13.72288,4453.5,0.75661,0.42995128,10.8373827615,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.3890300424
18.16738,19.18535,3903.25,0.775227,0.403780621,12.3857599168,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.445251474
4.86501,9.24924,3769.72,0.665754,0.595314824,11.9595565303,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.5653553655
13.33153,18.31752,4245.1,0.752308,0.434240357,10.2905367503,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.3532548019
14.96875,16.27847,4088.82,0.762351,0.424783884,11.4378639389,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.4025158578
6.2687,15.40727,4039.59,0.717812,0.466580687,12.6324848709,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.4279057757
7.98865,10.40697,3899.17,0.720613,0.51792962,8.9388822496,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.3018120731
5.93112,14.49402,2929.49,0.621709,0.624310617,14.837023979,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.6834705783
6.71743,7.76087,3863.41,0.652015,0.57684832,12.0564942823,45.83333333,0,41.66666667,8.333333333,4.166666667,0,0,0.4232487431
16.408,18.61295,2771.67,0.737108,0.651365488,12.2506218435,45.83333333,12.5,25,12.5,0,4.166666667,0,0.5389726454
4.63806,7.54577,2508.17,0.635164,0.805418177,14.0558243415,45.83333333,12.5,25,12.5,0,4.166666667,0,0.6373487956
7.26444,9.70255,3662.16,0.735437,0.627665129,14.2997561325,45.83333333,12.5,25,12.5,0,4.166666667,0,0.6106466079
4.62269,8.54613,2080.68,0.637151,0.860021148,16.2284700732,45.83333333,12.5,25,12.5,0,4.166666667,0,1.2216065911
13.47759,17.49716,3106.05,0.735185,0.624917571,14.9060008432,45.83333333,12.5,25,12.5,0,4.166666667,0,0.5956103963
12.34977,13.71849,2814.28,0.702516,0.613332313,13.6993458858,45.83333333,12.5,25,12.5,0,4.166666667,0,0.4383037292
7.12354,9.43093,3763.59,0.735913,0.646971912,13.7501410973,45.83333333,12.5,25,12.5,0,4.166666667,0,0.6217192021
6.04932,11.94082,2880.05,0.657877,0.672705099,25.0253723609,45.83333333,12.5,25,12.5,0,4.166666667,0,0.9948089493
6.99391,11.41305,2840.09,0.695498,0.690535195,13.9461173329,45.83333333,12.5,25,12.5,0,4.166666667,0,0.4978808245
7.84879,9.03021,2555.51,0.683116,0.717470597,13.5742365346,45.83333333,12.5,25,12.5,0,4.166666667,0,0.5994884158
5.29991,11.46402,2195.91,0.64487,0.764796982,14.6462287132,45.83333333,12.5,25,12.5,0,4.166666667,0,0.5952984718
7.60298,7.95858,1625.01,0.544896,0.879507553,16.1233435442,45.83333333,12.5,25,12.5,0,4.166666667,0,0.6439093657
7.07492,7.86497,1867.2,0.615798,0.862944443,16.1567123774,45.83333333,12.5,25,12.5,0,4.166666667,0,0.8404058398
15.54233,15.61889,1799.43,0.625506,0.734404321,11.8156655513,45.83333333,12.5,25,12.5,0,4.166666667,0,0.2385056915
11.69343,11.7898,1482.76,0.583304,0.832725374,15.3610490819,45.83333333,12.5,25,12.5,0,4.166666667,0,0.4075774736
5.04692,8.54541,2150.84,0.612794,0.833227902,13.1646370561,45.83333333,12.5,25,12.5,0,4.166666667,0,0.4980360613
16.71088,17.00785,2915.48,0.734432,0.613947218,15.0516020556,45.83333333,12.5,25,12.5,0,4.166666667,0,0.716627429
4.36031,6.29146,1481.34,0.411659,0.792612501,16.0993252662,52.38095238,0,47.61904762,0,0,0,0,1.0647053214
12.42628,15.56053,4700.11,0.798609,0.359275619,9.208429797,52.38095238,0,47.61904762,0,0,0,0,0.3814264647
8.90878,9.59884,4814.12,0.778772,0.439634915,8.8110373122,52.38095238,0,47.61904762,0,0,0,0,0.4525981979
5.3104,6.03963,588.795,0.248978,0.964994587,21.6392093602,52.38095238,0,47.61904762,0,0,0,0,1.4660937518
5.43491,7.6295,2250.13,0.556864,0.71249477,15.0102542012,52.38095238,0,47.61904762,0,0,0,0,0.9607492644
13.05357,14.72466,4065.3,0.764002,0.341709356,10.286028144,52.38095238,0,47.61904762,0,0,0,0,0.4369115725
7.53526,9.50367,4696.73,0.750064,0.474643254,11.7103420627,52.38095238,0,47.61904762,0,0,0,0,0.6303059349
7.24323,8.67011,4476.88,0.724422,0.493716384,10.4744054552,52.38095238,0,47.61904762,0,0,0,0,0.5568262138
4.40789,13.57463,2986.46,0.648261,0.577582908,14.068545051,52.38095238,0,47.61904762,0,0,0,0,0.7740151478
10.01856,12.63894,4760.55,0.796027,0.385158258,8.825578052,52.38095238,0,47.61904762,0,0,0,0,0.3485615605
11.50539,13.05263,4164.54,0.789327,0.383540079,8.6812011348,52.38095238,0,47.61904762,0,0,0,0,0.3475579681
11.08822,13.11734,4733.61,0.798645,0.397050055,11.0082494491,52.38095238,0,47.61904762,0,0,0,0,0.5547192192
14.44279,14.90539,4750.47,0.797357,0.395835687,10.901662546,52.38095238,0,47.61904762,0,0,0,0,0.5603177264
10.72625,10.90029,4803.18,0.757591,0.459520403,10.023244116,52.38095238,0,47.61904762,0,0,0,0,0.5403603392
6.62043,10.19257,4663.39,0.695885,0.557822089,14.4349299841,52.38095238,0,47.61904762,0,0,0,0,1.0235305622
19.2918,19.38932,4144.79,0.77218,0.392056397,11.8838507343,52.38095238,0,47.61904762,0,0,0,0,0.5534506881
11.21858,11.35321,4861.57,0.778939,0.440559756,9.854409792,52.38095238,0,47.61904762,0,0,0,0,0.5438811537
6.39585,8.51659,3159.3,0.662107,0.587665832,12.2411631217,52.38095238,0,47.61904762,0,0,0,0,0.6736147014
6.30336,10.44462,4291.28,0.706442,0.562759387,14.5603264632,52.38095238,0,47.61904762,0,0,0,0,0.9307257354
9.61165,11.75853,4193.49,0.736037,0.483971634,11.2245822677,52.38095238,0,47.61904762,0,0,0,0,0.5368706579
6.62274,7.54242,3572.2,0.647833,0.604103932,12.7787859912,52.38095238,0,47.61904762,0,0,0,0,0.7392447
10.42788,12.178,4909.57,0.775798,0.429962034,10.1806420448,52.38095238,0,47.61904762,0,0,0,0,0.5090205108
7.76128,10.97563,4769.19,0.777453,0.427064777,9.7088455048,52.38095238,0,47.61904762,0,0,0,0,0.4387205111
8.01408,10.50517,4636.01,0.770602,0.434619529,9.0339406572,52.38095238,0,47.61904762,0,0,0,0,0.4272501642
10.54738,10.9188,4632.91,0.759466,0.458570347,11.2864366716,52.38095238,0,47.61904762,0,0,0,0,0.5675150223
6.41869,8.88927,3266.15,0.651959,0.58209509,12.316472652,52.38095238,0,47.61904762,0,0,0,0,0.6847705101
10.85997,13.38589,4140.17,0.758805,0.458702821,12.9606447208,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4607708527
13.00548,18.55662,3980.46,0.769317,0.443892167,10.6449630226,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4011503191
18.63506,19.70805,4157.75,0.795671,0.416753295,11.5887936009,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4721146156
10.22043,11.38697,4334.28,0.775449,0.466824404,10.5336208437,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4508562723
12.36054,16.66779,3903.01,0.785559,0.398166275,8.8105632907,47.82608696,0,43.47826087,0,8.695652174,0,0,0.2911809991
6.13695,7.13284,4182.3,0.714754,0.573275554,11.1505490884,47.82608696,0,43.47826087,0,8.695652174,0,0,0.5695229008
7.038,9.76362,4201.09,0.735923,0.530632845,9.9711252711,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4552275379
12.04971,14.33564,4293.01,0.790876,0.420613799,12.8076364965,47.82608696,0,43.47826087,0,8.695652174,0,0,0.576684137
12.11564,14.11695,3453.94,0.734829,0.413662654,11.2769466814,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4090302577
12.20124,14.09118,4326.73,0.782241,0.435101848,11.03371764,47.82608696,0,43.47826087,0,8.695652174,0,0,0.431320124
6.15961,7.9391,4219.58,0.707635,0.57210402,12.430960039,47.82608696,0,43.47826087,0,8.695652174,0,0,0.6232248844
7.67037,10.23215,4230.36,0.745033,0.504001945,10.1506909282,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4233101238
5.48104,10.18327,2582.08,0.59997,0.699468037,12.8833665696,47.82608696,0,43.47826087,0,8.695652174,0,0,0.5001421416
7.67295,19.51663,3386.49,0.706213,0.570766249,14.775838639,47.82608696,0,43.47826087,0,8.695652174,0,0,0.9273481333
10.80312,14.03153,4208.91,0.775591,0.448877962,11.7090693588,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4624508149
9.74326,13.93558,3881.74,0.737808,0.492265271,11.6935712714,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4621559339
13.24981,13.56173,4061.72,0.747909,0.482158592,11.7225370514,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4643423141
10.11314,10.42656,3778.53,0.701597,0.557841081,11.268579515,47.82608696,0,43.47826087,0,8.695652174,0,0,0.5328444101
4.96948,8.74469,2770.09,0.599396,0.687831799,15.2725754109,47.82608696,0,43.47826087,0,8.695652174,0,0,0.8505146205
18.13538,18.21608,2918.69,0.716809,0.475942025,12.3842810381,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4372102697
9.69504,9.97438,4289.13,0.726411,0.53527685,11.0144279163,47.82608696,0,43.47826087,0,8.695652174,0,0,0.520784561
11.65804,12.33817,4031.32,0.755924,0.471741321,9.4350773132,47.82608696,0,43.47826087,0,8.695652174,0,0,0.3689772667
6.36865,8.94667,3254.38,0.637453,0.688644246,16.5389116574,47.82608696,0,43.47826087,0,8.695652174,0,0,0.997617273
17.91446,18.35141,4051.13,0.763531,0.467711456,10.546468181,47.82608696,0,43.47826087,0,8.695652174,0,0,0.4864512901
6.47615,10.04393,4219.64,0.733062,0.524704086,11.8886999913,47.82608696,0,43.47826087,0,8.695652174,0,0,0.5154621266
8.19202,11.33635,5472.41,0.770011,0.444258153,12.9179618471,54.28571429,0,45.71428571,0,0,0,0,0.7747557558
10.59859,11.0888,3660.9,0.690321,0.521701558,13.1505588895,54.28571429,0,45.71428571,0,0,0,0,0.6157245867
11.44161,12.0669,3319.18,0.6812,0.52332324,15.9706917909,54.28571429,0,45.71428571,0,0,0,0,1.1049238526
6.87307,12.9548,5324.81,0.760198,0.465032665,10.8958933388,54.28571429,0,45.71428571,0,0,0,0,0.6207158939
8.55264,12.48196,4853.96,0.725641,0.44855964,11.8026568581,48.14814815,0,51.85185185,0,0,0,0,0.4852126567
14.37043,17.95224,3954.32,0.722735,0.439134848,13.8357970902,48.14814815,0,51.85185185,0,0,0,0,0.5669762527
8.42648,10.90187,4411.3,0.709961,0.481800464,13.2861373562,48.14814815,0,51.85185185,0,0,0,0,0.6096637514
6.75101,8.89991,4512.67,0.68954,0.500893666,10.9137115319,48.14814815,0,51.85185185,0,0,0,0,0.5339573979
9.47006,14.84433,4778.02,0.759391,0.393842796,12.7448872562,48.14814815,0,51.85185185,0,0,0,0,0.6280259149
6.07732,9.21085,4564.86,0.704343,0.520799942,11.8072166135,48.14814815,0,51.85185185,0,0,0,0,0.762264198
6.29086,10.15765,4429.48,0.693232,0.49541121,10.714814871,48.14814815,0,51.85185185,0,0,0,0,0.4909395041
13.02539,18.57129,4296.75,0.752038,0.393351111,11.496420086,48.14814815,0,51.85185185,0,0,0,0,0.4459048239
5.72164,7.75804,3658.79,0.630947,0.578221749,13.6096979381,48.14814815,0,51.85185185,0,0,0,0,0.8205888659
15.01239,16.43275,4601.35,0.757215,0.384259087,10.5217280164,48.14814815,0,51.85185185,0,0,0,0,0.4364273809
10.54414,13.38259,4030.05,0.721299,0.405262932,12.6273209534,48.14814815,0,51.85185185,0,0,0,0,0.5235843701
9.03489,16.55885,3968.76,0.708932,0.423451482,10.7773729849,48.14814815,0,51.85185185,0,0,0,0,0.3910240655
6.79324,7.56403,3751.04,0.617352,0.566760699,12.413634725,48.14814815,0,51.85185185,0,0,0,0,0.586809133
12.13545,14.79221,3506.29,0.686523,0.468174548,14.3724086973,48.14814815,0,51.85185185,0,0,0,0,0.643725798
8.22836,10.89981,4107.04,0.702868,0.465985805,9.4320648298,48.14814815,0,51.85185185,0,0,0,0,0.3543333898
5.74052,15.54424,3466.56,0.62646,0.563784405,14.6563894005,48.14814815,0,51.85185185,0,0,0,0,0.7656568657
10.20738,13.28132,4565.02,0.743353,0.426458445,11.5527629449,48.14814815,0,51.85185185,0,0,0,0,0.5177382133
13.08681,13.47766,4344.43,0.721486,0.441441577,10.6145563582,48.14814815,0,51.85185185,0,0,0,0,0.4210517744
11.59813,11.81509,2961.04,0.656613,0.524281679,12.6756737735,48.14814815,0,51.85185185,0,0,0,0,0.5615369713
4.80646,5.20781,1102.38,0.452619,0.976153624,20.5045027848,46.42857143,0,42.85714286,10.71428571,0,0,0,2.1951448491
11.4262,12.32145,1796.45,0.593249,0.733600958,30.3926090879,46.42857143,0,42.85714286,10.71428571,0,0,0,1.4107499769
3.97567,11.05654,600.345,0.234849,0.913532169,21.4962381936,46.15384615,0,46.15384615,7.692307692,0,0,0,2.1962138131
5.37011,7.76499,3034.02,0.74094,0.735602586,13.841481315,47.82608696,0,26.08695652,26.08695652,0,0,0,1.2338574886
6.0573,6.79042,1337.85,0.56748,0.90278465,20.001766895,58.62068966,0,41.37931034,0,0,0,0,2.7007113451
4.81288,5.17042,1245.24,0.494685,0.914110816,21.4156810934,51.61290323,0,48.38709677,0,0,0,0,3.3128893664
4.23814,11.28256,710.102,0.260776,0.858842316,21.4673603952,50,0,50,0,0,0,0,2.5632759923
5.2586,8.11495,3189.27,0.707735,0.665684429,14.1994890593,58.62068966,0,41.37931034,0,0,0,0,1.5202787348
8.89154,12.52266,5258.3,0.795577,0.390490259,8.7342901475,53.68421053,0,44.21052632,2.105263158,0,0,0,0.4174693476
6.37442,9.81023,5327.17,0.783038,0.429351841,9.2741473975,53.68421053,0,44.21052632,2.105263158,0,0,0,0.4741410357
7.31632,9.38679,4374.57,0.731761,0.477583691,15.9532384772,54.76190476,0,42.85714286,2.380952381,0,0,0,0.8585866009
7.00253,8.04701,2924.04,0.624657,0.629518208,14.5486894811,52.83018868,0,45.28301887,1.886792453,0,0,0,0.9296489383
10.69624,11.51053,2454.26,0.642491,0.584550046,17.9921953911,52.83018868,0,45.28301887,1.886792453,0,0,0,1.0257317569
10.55196,15.08058,4139.49,0.753436,0.467299906,12.4233404779,51.5625,0,46.875,1.5625,0,0,0,0.6524654935
6.2878,10.9301,4971.48,0.734203,0.469172789,11.4166956537,56.16438356,0,41.09589041,2.739726027,0,0,0,0.5367084403
10.95138,12.09779,2555.36,0.627302,0.548456073,14.8583212516,56.75675676,0,43.24324324,0,0,0,0,0.6111189905
8.78217,10.20662,5179.29,0.763971,0.436904388,12.8923016788,58,0,42,0,0,0,0,0.7523337262
9.24439,11.61502,5175.46,0.793097,0.475090757,14.809129125,55.73770492,0,44.26229508,0,0,0,0,1.4340668317
9.03361,11.10293,5358.8,0.770598,0.419408937,10.5944634758,59.5505618,0,40.4494382,0,0,0,0,0.5351172537
14.35476,14.58247,4476.84,0.790004,0.433362612,11.6115332886,55.73770492,0,44.26229508,0,0,0,0,0.6515172352
6.51353,9.60455,4967.05,0.785699,0.461748786,14.3883005692,58,0,42,0,0,0,0,1.1048058491
7.92686,15.67143,5984.52,0.785276,0.381241137,10.6119973917,56.4516129,0,43.5483871,0,0,0,0,0.5419718158
7.13317,8.73446,4804.5,0.727296,0.467800117,10.9109727632,54.79452055,0,45.20547945,0,0,0,0,0.5561916991
15.01667,15.48194,5376.66,0.789817,0.364886587,10.8749649564,54.79452055,0,45.20547945,0,0,0,0,0.5375003973
14.05944,17.59056,5588.02,0.762992,0.373150497,9.7441095658,57.52212389,0,42.47787611,0,0,0,0,0.4004292766
10.75457,12.25165,2339.39,0.633537,0.579929774,13.8748434799,54.28571429,0,40,5.714285714,0,0,0,0.492895573
8.48432,9.44511,3685.36,0.753799,0.470007557,12.1683811841,55.31914894,0,38.29787234,6.382978723,0,0,0,0.3983895828
8.89639,11.33354,4920.95,0.784082,0.499127185,14.7117169784,53.44827586,0,41.37931034,5.172413793,0,0,0,1.32845644
13.89049,14.06932,4279.63,0.778872,0.458009124,11.532045535,53.44827586,0,41.37931034,5.172413793,0,0,0,0.6064962761
10.23031,13.89434,3291.11,0.651722,0.515439921,12.9758493681,56.62650602,0,36.14457831,7.228915663,0,0,0,0.5540675747
5.7191,7.54014,3137.05,0.654315,0.647502726,15.8145958018,56.25,0,39.58333333,4.166666667,0,0,0,1.282098006
7.17348,7.99356,4547.89,0.737921,0.503562502,9.6884217858,46.42857143,0,42.85714286,10.71428571,0,0,0,0.4882189717
6.35783,11.95836,4053.44,0.702988,0.551808721,14.4289370799,54.83870968,0,38.70967742,6.451612903,0,0,0,0.8460754921
6.67694,8.52681,4729.97,0.695432,0.513364946,10.3489149469,49.7005988,0,47.90419162,2.395209581,0,0,0,0.4712835907
11.4958,18.7719,4515.82,0.798137,0.364217655,8.2842807182,47.61904762,0,45.23809524,4.761904762,2.380952381,0,0,0.3205155635
11.06954,12.00966,4215.05,0.734273,0.48361532,9.9319705573,47.61904762,0,45.23809524,4.761904762,2.380952381,0,0,0.4720360904
7.0643,8.75637,3070.08,0.607658,0.643909686,14.117793818,47.22222222,0,48.61111111,2.777777778,1.388888889,0,0,0.7966877627
11.06591,18.13184,4458.42,0.785892,0.376877244,8.6001680634,46.51162791,0,46.51162791,6.976744186,0,0,0,0.3316713659
10.95153,11.96463,4190.25,0.737702,0.484466366,10.5060279316,46.51162791,0,46.51162791,6.976744186,0,0,0,0.5302713808
9.44092,10.45636,4375.73,0.779101,0.449196274,8.0752932648,46.42857143,0,42.85714286,10.71428571,0,0,0,0.3484329871
11.13586,18.56709,4172.76,0.795097,0.381835841,8.1440616522,51.1627907,0,44.18604651,4.651162791,0,0,0,0.3130966288
9.8601,10.48034,4266.54,0.798245,0.444648784,8.3739559929,53.57142857,0,39.28571429,7.142857143,0,0,0,0.3877820209
7.07115,11.24694,3088.52,0.610762,0.60913369,21.9196948003,44.18604651,0,51.1627907,4.651162791,0,0,0,0.9359158413
17.57698,18.93726,3213.1,0.699325,0.50167291,13.6048919576,42.85714286,0,50,7.142857143,0,0,0,0.6523985779
11.84579,15.35909,3175.15,0.718231,0.49297489,9.9303577785,40.29850746,0,47.76119403,11.94029851,0,0,0,0.3454878813
9.4373,15.04735,3330.2,0.689285,0.506749847,11.9672035617,41.46341463,0,48.7804878,9.756097561,0,0,0,0.4576892553
9.66062,18.55661,3471.04,0.71647,0.474056336,17.5664254144,42.85714286,0,50,7.142857143,0,0,0,0.5110421038
6.59569,9.92021,2615.86,0.536977,0.682490616,15.2583060474,41.46341463,0,48.7804878,9.756097561,0,0,0,0.9137288938
9.70186,19.83492,2789.57,0.633088,0.495090797,13.4971471119,42.85714286,0,50,7.142857143,0,0,0,0.5099277506
