PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 0.1 bar (mol/kg)
12.35287,15.46602,5466.01,0.797185,0.30189102,6.4765837872,47.05882353,0,44.70588235,7.058823529,0,0,1.176470588,0.0226774883
12.35276,15.11703,3918.52,0.67215,0.45283653,10.3838882488,47.05882353,0,44.70588235,7.058823529,0,0,1.176470588,0.0333122737
9.47277,11.30592,4970.02,0.793351,0.414186583,8.4442750513,51.94805195,0,33.76623377,5.194805195,7.792207792,0,1.298701299,0.0334064009
11.05258,13.44086,4997.66,0.786108,0.429958805,9.4113607893,50.63291139,0,35.44303797,7.594936709,5.063291139,0,1.265822785,0.0402686947
9.41105,11.35049,4962.73,0.784124,0.419274146,8.7093434554,50.63291139,0,35.44303797,7.594936709,5.063291139,0,1.265822785,0.0349689012
5.06903,6.29306,2749.05,0.585917,0.659799828,15.1926736601,53.01204819,0,40.96385542,4.819277108,0,0,1.204819277,0.1033510731
4.45042,5.8929,2425.44,0.589623,0.713779662,16.9415150367,55.69620253,0,32.91139241,5.063291139,5.063291139,0,1.265822785,0.1388841913
11.91052,15.4661,3373.32,0.696677,0.54418198,13.8765804169,47.05882353,0,32.94117647,4.705882353,14.11764706,0,1.176470588,0.0606291755
11.38476,14.17915,6633.3,0.784574,0.329506871,8.2806241388,45.71428571,0,49.52380952,3.80952381,0,0,0.952380952,0.03544387
18.56658,19.02013,5023.45,0.727815,0.381169549,9.8304647971,49.52380952,0,43.80952381,5.714285714,0,0,0.952380952,0.0353159988
16.56071,19.15047,6330.36,0.792896,0.332422691,8.8132188853,49.58677686,0,42.97520661,3.305785124,3.305785124,0,0.826446281,0.0387793115
13.27713,14.98031,4540.87,0.763263,0.408450705,11.653329125,44.44444444,0,30.76923077,10.25641026,13.67521368,0,0.854700855,0.0328042166
15.82525,18.13676,5109.55,0.794404,0.420485292,9.0801345741,46.01769912,0,24.77876106,10.61946903,17.69911504,0,0.884955752,0.0314056148
19.28763,19.9304,6051.47,0.789499,0.365052533,9.8845171378,44.44444444,0,37.60683761,10.25641026,6.837606838,0,0.854700855,0.0359211979
12.30285,15.31232,5488.46,0.790722,0.300591835,6.6095803696,48.27586207,0,45.97701149,4.597701149,0,0,1.149425287,0.0238220802
12.30283,14.95809,3853.88,0.662316,0.450887752,10.6162922339,48.27586207,0,45.97701149,4.597701149,0,0,1.149425287,0.0342363034
18.70886,19.0138,4832.86,0.75621,0.374712308,9.5665442082,49.48453608,0,41.2371134,8.24742268,0,0,1.030927835,0.0359766683
17.0371,19.76498,5527.41,0.789591,0.351311845,9.0423275578,47.70642202,0,36.69724771,7.339449541,7.339449541,0,0.917431193,0.0328387481
12.40279,15.38708,5227.39,0.794472,0.325220396,7.2056395911,49.41176471,0,40,7.058823529,2.352941176,0,1.176470588,0.0251002391
12.40279,15.03425,3616.21,0.663307,0.487830593,11.2930497286,49.41176471,0,40,7.058823529,2.352941176,0,1.176470588,0.0389424397
12.26617,15.61726,5636.67,0.794425,0.335658146,10.8188340983,49.43820225,0,40.4494382,8.988764045,0,0,1.123595506,0.0394383653
12.40201,13.05365,5944.17,0.796336,0.401650199,8.7890339604,53.60824742,0,32.98969072,8.24742268,4.12371134,0,1.030927835,0.0372336175
12.47042,14.19496,6136.01,0.777057,0.364072903,8.5939599375,47.42268041,0,41.2371134,8.24742268,2.06185567,0,1.030927835,0.0346346431
12.23864,13.13002,5745.44,0.729022,0.38702936,9.4853333227,46.01769912,0,46.01769912,7.079646018,0,0,0.884955752,0.0384765471
12.06694,13.01288,5726.06,0.746204,0.40654469,8.7126913946,47.70642202,0,40.36697248,7.339449541,3.669724771,0,0.917431193,0.0320859969
15.14001,15.9898,4548.38,0.79954,0.407151851,8.2776427167,49.46236559,0,30.10752688,8.602150538,10.75268817,0,1.075268817,0.033211316
12.45163,14.04734,5431.63,0.795976,0.387207381,12.1739216049,48.35164835,0,35.16483516,13.18681319,0,2.197802198,1.098901099,0.0494454881
12.36168,13.28195,5015.88,0.73375,0.413631279,10.0669607575,46.60194175,0,38.83495146,11.65048544,0,1.941747573,0.970873786,0.0367582036
12.52479,16.00482,5341.8,0.786555,0.307837401,6.2583179855,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0213128913
12.52479,15.68016,3696.67,0.652999,0.461756102,10.9015278668,45.78313253,0,43.37349398,9.638554217,0,0,1.204819277,0.0301180937
12.2269,15.06185,5314.47,0.795584,0.318121968,6.4957703734,48.10126582,0,37.97468354,12.65822785,0,0,1.265822785,0.0217305964
12.2269,14.78981,3741.54,0.669634,0.477182953,10.4781369534,48.10126582,0,37.97468354,12.65822785,0,0,1.265822785,0.0309149285
13.34043,14.08128,3901.65,0.689781,0.502959639,8.9208388832,50.66666667,0,29.33333333,13.33333333,5.333333333,0,1.333333333,0.0256484102
12.65066,13.34785,4758.34,0.798889,0.358247596,6.9180182762,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0217027636
12.65066,13.10236,3645.19,0.678767,0.537371394,9.5166810851,51.94805195,0,25.97402597,15.58441558,5.194805195,0,1.298701299,0.0272665215
13.70126,14.98088,6556.08,0.797158,0.337472169,7.7931369837,45.97701149,0,41.37931034,9.195402299,2.298850575,0,1.149425287,0.0323514727
13.5231,14.6996,5994.25,0.771348,0.355134357,8.0610044112,43.01075269,0,43.01075269,8.602150538,4.301075269,0,1.075268817,0.0314705608
12.84307,14.17315,4727.81,0.753489,0.372816681,9.029894881,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0245148921
12.8432,13.99878,2979.61,0.589476,0.559225021,12.914784202,44.94382022,0,35.95505618,8.988764045,8.988764045,0,1.123595506,0.0370106922
13.87299,15.80974,4945.11,0.789891,0.406999568,8.3096744775,47.05882353,0,28.23529412,9.411764706,14.11764706,0,1.176470588,0.0293346576
12.63633,14.807,5504.57,0.757025,0.363454902,8.413436536,42.42424242,0,44.44444444,12.12121212,0,0,1.01010101,0.0305271105
11.33756,12.83674,6105.45,0.780083,0.378435703,8.8586850899,44.21052632,0,37.89473684,12.63157895,4.210526316,0,1.052631579,0.0343597685
12.1222,14.75529,4620.1,0.767968,0.349661559,6.9329119203,44.94382022,0,40.4494382,8.988764045,4.494382022,0,1.123595506,0.0201382055
12.1222,14.46522,2844.43,0.620529,0.524492338,11.7854328905,44.94382022,0,40.4494382,8.988764045,4.494382022,0,1.123595506,0.0305810943
14.08003,15.04514,5447.53,0.770302,0.366072272,8.878652897,44.21052632,0,42.10526316,8.421052632,4.210526316,0,1.052631579,0.0352403265
13.41902,14.92679,5373.13,0.790304,0.383295968,9.222531114,46.15384615,0,35.16483516,8.791208791,8.791208791,0,1.098901099,0.0345695272
15.06513,16.10181,5141.18,0.764773,0.380187679,8.382238167,44.44444444,0,40.4040404,8.080808081,6.060606061,0,1.01010101,0.0312270076
13.70022,15.61043,4278.89,0.672051,0.432201282,12.1537437142,49.38271605,0,44.44444444,4.938271605,0,0,1.234567901,0.0448501726
14.39876,16.6263,3869.58,0.700025,0.461610683,14.0139203045,51.94805195,0,36.36363636,5.194805195,5.194805195,0,1.298701299,0.0632311191
13.42577,16.33628,5663.56,0.795512,0.316275637,7.73646701,47.05882353,0,42.35294118,4.705882353,4.705882353,0,1.176470588,0.0292777445
14.62574,16.65514,3339.2,0.702997,0.501892259,11.0012264372,49.38271605,0,34.56790123,4.938271605,9.87654321,0,1.234567901,0.0396803744
4.81622,15.90484,3484.83,0.679148,0.545039784,13.1278753151,49.12280702,0,35.0877193,10.52631579,3.50877193,0,1.754385965,0.0473821626
8.08993,12.88293,6011.98,0.757968,0.371087287,8.1818530739,51.67464115,0,44.01913876,3.827751196,0,0,0.4784689,0.033539666
11.45373,17.18004,5853.23,0.782033,0.367711639,9.1299004958,52.40174672,0,40.17467249,6.986899563,0,0,0.436681223,0.0376180234
12.79303,15.4709,3417.9,0.748079,0.567119352,10.7517857169,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0384992043
11.79867,14.57989,3407.68,0.734368,0.591385832,10.8937274697,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0396215583
11.35474,13.11687,3166.25,0.734284,0.58796116,10.7986764312,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0368160978
9.91232,11.77894,3287.76,0.760582,0.596898774,10.065413614,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0350746238
8.25232,10.21016,4204.91,0.775738,0.567354698,10.7061572316,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0428141545
13.80304,16.1746,2948.49,0.721696,0.502922866,13.2267493702,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0331357615
11.10307,12.82931,3727.37,0.744247,0.580049724,10.6195113611,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0373827932
9.63107,12.05618,4164.34,0.766415,0.578422772,10.2605647647,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0397493301
12.2924,12.88975,2851.96,0.72043,0.586015709,10.0369550337,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0307448164
8.03025,11.4242,3665.16,0.764188,0.554697716,13.2128234011,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0459129383
14.98577,16.71335,3424.03,0.743482,0.583870014,11.3431791064,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0395486065
14.67721,16.45858,3737.56,0.757773,0.574763255,10.6606505383,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0398520569
11.3492,13.36613,4647.67,0.753462,0.485350567,10.6821236166,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0474526278
11.07061,12.60397,3390.2,0.742118,0.515816192,9.4029326866,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0402353461
12.08257,13.34963,3420.48,0.746013,0.495442014,12.2383406,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0573298792
15.50845,16.55677,3439.85,0.772814,0.43248571,13.861322004,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0543593235
11.34119,12.79053,3438.03,0.753279,0.475819718,12.354435816,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0476223739
16.30163,17.06618,3412.73,0.738969,0.502513254,10.6347485255,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0458630599
15.82487,17.16545,3432.71,0.74345,0.496867792,9.850046897,36.36363636,0,36.36363636,27.27272727,0,0,0,0.0426697257
10.97113,13.91449,4783.65,0.793373,0.494142883,9.7966623436,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.043554433
10.01573,13.23045,4198.21,0.761628,0.516742198,9.770443537,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0391259773
12.15348,13.16312,3676.74,0.736893,0.518314915,9.3895737514,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0333110087
10.84872,11.58546,3442.11,0.718056,0.529253585,8.8430092809,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0290115897
9.4763,11.42147,4846.2,0.796398,0.497952212,11.4106311731,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0523809828
15.18044,16.11609,4525.61,0.794197,0.437636021,10.8495408307,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0374748847
12.63818,13.43284,3413.33,0.726574,0.518344239,9.3173283714,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0316971452
9.68791,12.64574,5169.68,0.796012,0.507471051,9.5706315776,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0428676826
12.85318,13.68742,3402.78,0.72684,0.517935562,9.2997163308,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0307013572
8.7274,12.19249,4727.2,0.788907,0.487519048,12.8743386434,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0538026766
13.0369,14.73709,4951.27,0.792825,0.503262496,9.6031140808,44.44444444,0,22.22222222,11.11111111,22.22222222,0,0,0.0412397227
10.89193,11.35157,3077.05,0.643756,0.501701801,10.1376556594,46.15384615,0,46.15384615,7.692307692,0,0,0,0.042430884
11.68805,12.16033,3095.78,0.657782,0.481353997,14.7360546492,46.15384615,0,46.15384615,7.692307692,0,0,0,0.0765316398
11.07617,11.66892,3042.36,0.642995,0.464524938,11.2269799588,46.15384615,0,46.15384615,7.692307692,0,0,0,0.0378838653
15.88366,16.47838,3096.67,0.652369,0.489008309,12.3987514219,46.15384615,0,46.15384615,7.692307692,0,0,0,0.0557143962
15.6352,16.15568,3081.68,0.654624,0.485767452,10.9556376215,46.15384615,0,46.15384615,7.692307692,0,0,0,0.0482951436
10.98097,12.41991,5726.93,0.794071,0.393373562,8.3643920957,52.94117647,0,35.29411765,11.76470588,0,0,0,0.0386234865
11.18854,12.4642,5664,0.792739,0.365005676,8.2402633605,52.94117647,0,35.29411765,11.76470588,0,0,0,0.0338174315
11.68138,11.96917,4645.45,0.775781,0.460891711,10.9521043224,50,0,18.75,18.75,12.5,0,0,0.0409885779
12.75341,15.44583,4603.71,0.799651,0.464222273,11.4486943746,55.55555556,0,22.22222222,22.22222222,0,0,0,0.0623936135
11.01428,12.06623,3809.64,0.768207,0.496330474,9.3736026413,55.55555556,0,22.22222222,22.22222222,0,0,0,0.0399053425
12.00079,12.73197,3744.07,0.778073,0.47701885,12.5880824743,55.55555556,0,22.22222222,22.22222222,0,0,0,0.0593691383
11.25773,12.5807,3526.75,0.752461,0.45778224,9.9968746015,55.55555556,0,22.22222222,22.22222222,0,0,0,0.0350911077
7.5165,9.98911,4793.62,0.774109,0.497886803,11.3441631782,52.38095238,0,28.57142857,19.04761905,0,0,0,0.0665814908
11.63411,13.31803,3067.25,0.678541,0.508369532,18.0000537125,52.38095238,0,28.57142857,19.04761905,0,0,0,0.1044638987
11.86753,14.90756,4367.16,0.755066,0.44341563,14.1887995503,52.38095238,0,28.57142857,19.04761905,0,0,0,0.0547638007
9.92321,12.3031,3766.46,0.731324,0.516194532,10.9939433896,52.38095238,0,28.57142857,19.04761905,0,0,0,0.0500666443
9.5899,12.67314,4278.47,0.735746,0.492011704,17.5296301321,52.38095238,0,28.57142857,19.04761905,0,0,0,0.0893538483
14.9052,16.61744,3772.49,0.742228,0.511459796,11.7724927799,52.38095238,0,28.57142857,19.04761905,0,0,0,0.0591737993
8.20888,11.00186,3544.96,0.72987,0.58955147,13.1164207563,58.33333333,0,25,16.66666667,0,0,0,0.0800043466
6.78064,8.02643,3554.47,0.74251,0.612516654,12.2786307192,58.33333333,0,25,16.66666667,0,0,0,0.0804226174
9.19152,11.45358,2659.26,0.704482,0.599643062,13.1881053962,58.33333333,0,25,16.66666667,0,0,0,0.0730807581
12.45589,14.73703,2482.32,0.660037,0.524411597,18.6595987196,58.33333333,0,25,16.66666667,0,0,0,0.1161546077
10.40875,13.28684,2549.76,0.643508,0.580714167,17.3815913948,58.33333333,0,25,16.66666667,0,0,0,0.1113806899
12.65635,14.97624,2635.57,0.696118,0.604452644,12.1263088453,58.33333333,0,25,16.66666667,0,0,0,0.0607763571
17.94726,18.82854,5116.47,0.797138,0.392081124,14.3741835055,50,0,33.33333333,16.66666667,0,0,0,0.0923194786
11.69949,12.26807,2731.47,0.6932,0.54449096,15.736177165,50,0,33.33333333,16.66666667,0,0,0,0.0941671578
15.57197,16.16443,2643.16,0.705448,0.471943182,16.1083786835,50,0,33.33333333,16.66666667,0,0,0,0.052322005
15.57429,17.11018,2715.75,0.699364,0.547914609,11.9151455676,50,0,33.33333333,16.66666667,0,0,0,0.0612042057
11.03717,12.0165,3221.56,0.763481,0.538736039,9.7412848968,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0410969928
12.01088,12.74369,3155.59,0.763579,0.519292006,13.3476010945,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.065557887
10.91468,13.07685,3615.7,0.761135,0.499254645,17.5658007367,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0788686539
14.76258,16.44776,3952.3,0.786619,0.517355055,11.6011955432,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0587684519
10.65777,13.58941,5855.25,0.784357,0.402328428,9.6410146413,50,0,40,10,0,0,0,0.051879595
12.82342,13.18765,4751.96,0.739192,0.421803714,9.5104432952,50,0,40,10,0,0,0,0.0429647348
10.7975,11.65694,4688.42,0.741408,0.429062254,8.8363495485,50,0,40,10,0,0,0,0.039741157
12.01623,12.8575,4739.32,0.742662,0.411732667,11.5465644216,50,0,40,10,0,0,0,0.0517491697
15.40991,16.04641,4589.66,0.766329,0.359864233,8.6816386246,50,0,40,10,0,0,0,0.0317867008
12.69357,13.38575,4766.68,0.743334,0.418353979,9.4317053783,50,0,40,10,0,0,0,0.0425223266
12.99985,13.56155,4777.05,0.737986,0.420964014,9.3062572835,50,0,40,10,0,0,0,0.0402717505
12.92267,13.2755,4758.45,0.740818,0.418535426,9.3718524324,50,0,40,10,0,0,0,0.0421555056
11.26263,12.46354,4662.18,0.745192,0.396983529,8.81469781,50,0,40,10,0,0,0,0.0341714073
15.61855,16.07139,4785.47,0.742702,0.415421048,9.4252407849,50,0,40,10,0,0,0,0.0431754901
6.04253,7.69312,4550.26,0.738432,0.555805601,10.9234715175,47.82608696,0,30.43478261,21.73913043,0,0,0,0.0656346925
10.34297,11.17586,3360.39,0.707453,0.544787244,18.8152311856,47.82608696,0,30.43478261,21.73913043,0,0,0,0.1274741931
14.67949,16.147,3296.06,0.70753,0.474663293,22.7335801522,47.82608696,0,30.43478261,21.73913043,0,0,0,0.1205443716
11.15471,12.10944,3326.57,0.698481,0.555343466,12.3209561503,47.82608696,0,30.43478261,21.73913043,0,0,0,0.060051445
9.56301,12.66174,3743.41,0.687608,0.531422356,24.2945483112,47.82608696,0,30.43478261,21.73913043,0,0,0,0.1503559922
10.92968,14.01556,3475.15,0.69119,0.552539694,12.5091736969,47.82608696,0,30.43478261,21.73913043,0,0,0,0.0635042952
5.70848,7.14455,4294.71,0.698692,0.621003154,13.3306131226,50,0,35.71428571,14.28571429,0,0,0,0.1085926716
9.01832,10.79074,2612.33,0.641508,0.607354074,13.6097667294,50,0,35.71428571,14.28571429,0,0,0,0.0740957272
10.8811,14.20301,2448.54,0.649197,0.607950006,15.3244604672,50,0,35.71428571,14.28571429,0,0,0,0.0949339152
7.70197,9.39132,4535.48,0.74294,0.535915807,11.1176591651,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0578703822
9.611,11.46595,3478.39,0.700373,0.561526261,11.8334624384,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0535324162
8.56497,10.60159,3578.56,0.723634,0.548434982,12.1039002444,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0575179706
14.07484,15.56554,3064.1,0.683577,0.480234266,19.4935856772,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0919661999
9.21634,11.00912,3519.86,0.708434,0.557302764,11.4075018087,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0504003585
8.26251,10.54452,3379.93,0.654958,0.530462598,15.2026848621,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0773014742
12.00855,13.51182,3417.6,0.702534,0.557321469,14.701168835,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0664698534
11.95716,13.96339,3597.24,0.704411,0.552559274,11.4211139952,50,0,27.27272727,18.18181818,4.545454545,0,0,0.0495129422
4.94422,7.55951,3900.28,0.637415,0.626841856,13.5165844105,46.66666667,0,40,13.33333333,0,0,0,0.085673827
7.1204,9.86809,2586.83,0.601611,0.612880968,13.568150743,46.66666667,0,40,13.33333333,0,0,0,0.071139638
10.31044,12.64183,2446.52,0.621975,0.590297121,13.2077798839,46.66666667,0,40,13.33333333,0,0,0,0.0487000651
8.56583,10.80349,3580.88,0.746548,0.615396049,13.1833467946,50,0,18.18181818,18.18181818,13.63636364,0,0,0.0772238204
10.6178,12.64264,2424.39,0.693198,0.64429583,12.9539757005,50,0,18.18181818,18.18181818,13.63636364,0,0,0.0584874734
10.82187,12.03679,2451.99,0.705259,0.632386037,15.7157026122,50,0,18.18181818,18.18181818,13.63636364,0,0,0.0864107988
14.00613,15.77419,2347.88,0.700423,0.550649981,18.7530369712,50,0,18.18181818,18.18181818,13.63636364,0,0,0.070940783
11.15038,11.82294,2426.05,0.686525,0.607545962,20.1714623069,50,0,18.18181818,18.18181818,13.63636364,0,0,0.0857939643
12.88958,15.41973,4190.31,0.792233,0.511043502,12.4751797976,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0735301868
10.36402,13.29629,4148.89,0.781967,0.528624921,11.3961756447,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0608330368
12.8903,13.72153,3267.52,0.762839,0.528592971,10.2833460556,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0461947333
11.05493,12.1205,3451.37,0.778439,0.538119618,10.0318503509,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0446052295
15.44514,16.47033,3100.73,0.746953,0.449555566,11.8924542687,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.040558898
12.70006,13.82587,3240.8,0.761106,0.524634553,10.2947934981,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0454318423
12.95578,13.82875,3223.89,0.759206,0.525570687,10.2540188234,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0453911312
11.16299,12.91349,3175.1,0.740424,0.498700317,15.1754122433,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0600636556
15.74962,16.95913,3249.21,0.763464,0.520729881,10.2297456678,52.63157895,0,21.05263158,21.05263158,5.263157895,0,0,0.0449592393
9.37862,12.38883,4194.11,0.767056,0.558675903,10.4203811239,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0437310549
8.47614,11.71533,3925.33,0.738123,0.58494023,10.6223224604,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0407485817
11.82672,12.80615,3252.6,0.709637,0.591288706,10.4499497768,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0368447509
11.32997,12.04899,3166.78,0.719788,0.576430806,13.4471283604,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0505780935
14.42018,15.56997,3159.32,0.746541,0.503254084,9.410818248,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0259756608
11.83229,12.65764,3295.05,0.720441,0.586228013,10.8637202553,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0388536542
11.95153,13.17842,3325.53,0.71883,0.588149909,10.6743093788,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0380874481
11.77133,12.88074,3283.17,0.714897,0.586272466,10.6741980126,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.03817553
10.59391,11.33485,3231.31,0.73327,0.555375898,9.9131642656,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0300115083
14.89435,16.00692,3226.38,0.713731,0.585967195,11.6295609536,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.0402399203
14.48277,15.62737,3302.54,0.716795,0.580986476,10.4526058039,44.44444444,0,11.11111111,22.22222222,22.22222222,0,0,0.037646402
9.08813,12.33898,5944.37,0.772594,0.432890211,9.5828934907,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0445732604
12.70293,12.91433,4782.66,0.748614,0.436526101,9.3288349974,44.44444444,0,33.33333333,22.22222222,0,0,0,0.03641259
10.60371,11.43999,4923.66,0.759015,0.444578905,9.8725186249,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0452643664
11.87814,12.35894,4833.85,0.754785,0.424825234,11.2402883442,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0441417948
15.31815,15.85684,4608.39,0.764783,0.371619959,8.3877717796,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0283994492
8.2178,10.89914,6010.07,0.793853,0.426505358,9.1683180728,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0461161742
12.79291,13.4434,4920.3,0.750663,0.434331203,9.3205020132,44.44444444,0,33.33333333,22.22222222,0,0,0,0.036320384
12.80106,13.06335,4886.52,0.750894,0.433527308,9.3504755659,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0362545225
8.70772,11.50017,6100.98,0.786953,0.41078071,12.3364855846,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0564125113
15.82187,16.28067,4806.97,0.749606,0.43259223,9.9158335613,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0375748874
15.49132,16.09796,4960.27,0.755058,0.429064035,9.4306240258,44.44444444,0,33.33333333,22.22222222,0,0,0,0.0366189558
12.68139,13.68201,3532.99,0.762885,0.499572544,8.9582498355,57.14285714,0,0,42.85714286,0,0,0,0.0314093221
10.83706,11.99887,3758.41,0.767559,0.507846211,8.6596899204,57.14285714,0,0,42.85714286,0,0,0,0.0317100373
11.82107,12.89224,3524.96,0.766028,0.487590037,11.041083519,57.14285714,0,0,42.85714286,0,0,0,0.0401005068
15.27193,16.29678,3409.27,0.759851,0.42604549,7.8651529643,57.14285714,0,0,42.85714286,0,0,0,0.0232784444
12.72838,13.8457,3599.81,0.766527,0.495237546,8.996633738,57.14285714,0,0,42.85714286,0,0,0,0.0315404031
11.06344,12.44828,3406.86,0.752445,0.468583033,7.8846952147,57.14285714,0,0,42.85714286,0,0,0,0.0240315176
11.42939,14.49,5179.5,0.774886,0.468835902,9.5094139706,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0392581835
8.90085,11.75145,5281.65,0.781922,0.466031066,9.5737411337,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0409460482
6.60681,7.98282,5603.55,0.778292,0.481661609,8.9264514706,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0413333211
9.80604,12.53875,5300.95,0.788948,0.455817873,10.8030554025,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0452894221
12.9316,14.61755,5344.54,0.799094,0.40143624,10.6674665015,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0391629789
9.48239,12.01652,5316.22,0.780457,0.462866266,9.4536219615,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0412122983
9.71231,11.53693,5403.34,0.795316,0.44532573,12.2488802674,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0535189727
14.14702,16.07128,5343.45,0.786937,0.45887053,9.5242746321,47.05882353,0,23.52941176,23.52941176,5.882352941,0,0,0.0416737986
10.38597,13.28,6257.31,0.788787,0.400687082,9.780528454,50,0,40,10,0,0,0,0.0543309962
9.87671,11.04462,6216.83,0.758639,0.417818226,10.0600933093,50,0,40,10,0,0,0,0.0488160844
9.80141,10.89604,6138.69,0.766635,0.406973204,11.5251734985,50,0,40,10,0,0,0,0.0600311711
15.10511,15.75318,5481.24,0.749156,0.35723203,8.6239697669,50,0,40,10,0,0,0,0.031960107
9.76965,11.30464,6151.5,0.769354,0.414166623,10.1552392832,50,0,40,10,0,0,0,0.0535158386
9.77518,11.45345,6655.62,0.766736,0.414336515,9.8208486215,50,0,40,10,0,0,0,0.048583394
10.19077,11.52716,6387.73,0.773122,0.413476919,10.141709475,50,0,40,10,0,0,0,0.0543339604
9.2436,11.63816,6309.78,0.78197,0.396455663,13.2692308728,50,0,40,10,0,0,0,0.066084087
12.2432,13.74774,6227.08,0.758287,0.413831709,10.2798990898,50,0,40,10,0,0,0,0.0498520756
12.97981,15.66702,6055.82,0.763142,0.410992275,9.7766324701,50,0,40,10,0,0,0,0.0478352275
9.65709,11.20448,5260.17,0.72907,0.496072399,10.443282928,40,0,30,20,10,0,0,0.0438838058
8.29718,9.48818,5168.19,0.70816,0.514396608,10.3933771472,40,0,30,20,10,0,0,0.0406822966
