PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NH2 - 10 bar (mol/kg)
11.63177,12.81213,3617.24,0.787978,0.52185311,0.3981244359
8.2956,11.16033,4660.83,0.799564,0.491803973,0.441756657
7.61919,12.83656,4654.63,0.798526,0.490743085,0.4376038938
6.34612,7.85991,4655.32,0.760282,0.548031606,0.3792621773
14.62648,16.14031,4013.27,0.764693,0.470709082,0.4127401336
11.42568,14.32187,4084.55,0.789543,0.487437595,0.4265846531
13.37624,13.55636,2049.59,0.656843,0.683187175,0.2199410073
6.35596,7.69004,4335.5,0.735636,0.589284638,0.3271796624
6.17901,7.45947,4970.61,0.78738,0.536998357,0.3980850457
7.39194,11.86413,4681.85,0.7988,0.48514649,0.4485014913
6.20902,6.94162,4702.79,0.75771,0.582961533,0.3463063841
9.1619,10.24821,2926.13,0.757125,0.62658103,0.2914823693
4.96704,7.32641,2948.78,0.629146,0.690365936,0.2344405099
6.22197,10.29681,3909.3,0.717976,0.578464516,0.3293126884
7.08169,8.20297,5004.33,0.760385,0.509939523,0.4069255045
6.18037,8.36326,3153.98,0.592746,0.635650671,0.2532422557
6.03824,8.22841,3945.8,0.658157,0.562778228,0.3106314665
5.90237,7.37183,4737.95,0.749698,0.567333845,0.352566925
7.39464,10.9988,4685.55,0.763469,0.511801279,0.4082966373
10.06121,12.20439,3555.92,0.73094,0.576491078,0.3241728104
6.68341,7.03922,4290.09,0.70241,0.607170155,0.2993864775
7.12003,8.64621,2378.07,0.591375,0.685602901,0.204212401
5.79143,11.74302,4318.52,0.714221,0.544058228,0.348982302
9.35229,14.16435,3896.31,0.718442,0.52164513,0.3455968594
6.16927,12.36267,4308.44,0.741705,0.521612852,0.3870155071
6.64945,6.9415,3277.24,0.629225,0.645827324,0.2376868888
6.39322,9.61724,4021.97,0.757824,0.523353364,0.395765956
6.35627,6.87126,2174.04,0.560729,0.745774536,0.1644571709
6.56744,11.6946,4986.31,0.799851,0.473496569,0.4478515889
4.77757,9.14641,2671.44,0.622951,0.638722785,0.2464342845
7.18021,9.51621,3663,0.70398,0.560082679,0.338021228
5.69101,7.39237,4154.16,0.736845,0.607584625,0.3259509919
10.06023,12.15751,3102.92,0.718962,0.617160634,0.2938425231
6.6502,7.09431,3530.83,0.677479,0.649929646,0.2653049134
7.00447,10.6576,4012.64,0.796495,0.527507899,0.4155700636
5.81957,7.15264,4703.51,0.679162,0.546581492,0.3278258456
6.35948,8.29757,4343.85,0.669253,0.55178518,0.3223025695
5.46125,11.30942,3922.6,0.683814,0.57752648,0.30802705
8.13826,10.65645,2922.86,0.694463,0.640378497,0.2639724274
6.69595,7.00489,2578.72,0.578779,0.687049116,0.192472895
5.67157,6.74511,1991.46,0.502766,0.756600175,0.1382433452
7.60023,10.23107,4647.87,0.767639,0.47231217,0.4443436917
7.29446,10.51543,2918.52,0.680995,0.642353711,0.2632562242
7.98632,12.0877,3779.8,0.725537,0.553943359,0.3290965986
6.65511,7.04171,2865.43,0.598819,0.689440649,0.2085900072
14.32264,19.26301,4270.61,0.779497,0.347860295,0.552678764
8.16458,9.0784,4487.05,0.726899,0.479495985,0.4130753198
6.61921,7.12171,2345.17,0.606509,0.768017816,0.181494957
7.92194,8.59955,2634.28,0.654635,0.676013614,0.2296726925
14.68114,17.28523,3008.11,0.745652,0.51772489,0.374264295
6.64209,6.99462,3377.62,0.681774,0.652773703,0.2689407232
7.25782,10.64676,4124.83,0.793349,0.528157016,0.4167113396
5.00811,6.39071,1269.05,0.394635,0.979089832,0.0839414931
7.03075,10.13088,3209.69,0.757573,0.595236529,0.3298152417
7.50507,7.73602,2051.11,0.649883,0.718224544,0.2486718229
7.33721,9.03158,5051.46,0.780074,0.489716165,0.4398563411
7.39346,11.44137,5330.12,0.790288,0.442577482,0.4852644649
7.62624,7.89163,1771.66,0.562956,0.771176603,0.158028524
6.40611,8.04411,5333.8,0.762432,0.524696436,0.387469581
7.28972,9.747,4591.29,0.75622,0.533076014,0.3847606607
14.63877,15.58524,2880.75,0.715511,0.566590868,0.3150702079
11.04876,11.26497,1514.17,0.555857,0.816742561,0.1790112123
9.90343,11.58112,4307.64,0.702544,0.529370358,0.3548977398
10.68394,19.29654,4678.24,0.784368,0.373626214,0.5171810807
5.65035,6.90216,4563.07,0.683083,0.557279798,0.3232115292
5.98618,8.47282,4232.89,0.687997,0.569457024,0.3268430339
7.5792,7.83571,1737.25,0.59229,0.77798834,0.1684107382
5.50656,8.71146,5092.31,0.774094,0.54185948,0.3691126329
6.49896,7.34067,4909.21,0.766903,0.533905066,0.3926603003
8.11084,9.66371,4620.06,0.777525,0.533627774,0.3965422306
6.33634,7.73026,5125.54,0.795629,0.515892258,0.4235388887
6.97212,9.467,2374.26,0.585188,0.677839519,0.2325360413
7.19891,7.56572,1553.51,0.580604,0.821091864,0.1323235424
5.44146,8.74359,5030.26,0.775821,0.567844943,0.3513610059
6.5031,7.05937,5133.81,0.765313,0.550708808,0.3764339332
8.18912,9.79133,4260.32,0.771653,0.562394611,0.370093253
6.68505,8.26774,4503.64,0.755962,0.535804759,0.3814442264
14.40927,15.93252,4876.56,0.785907,0.447223042,0.4545520552
11.43579,14.47714,4183.91,0.782208,0.465773247,0.4397504334
8.51325,9.45393,4213.58,0.735684,0.572380163,0.3447510179
6.18732,7.6552,5234.52,0.792469,0.52376183,0.4191956349
6.94579,9.76173,2346.17,0.618104,0.687381845,0.2315741772
7.52961,7.77858,1431.79,0.563085,0.829194014,0.1440075976
5.22542,8.73484,4974.42,0.772038,0.57779543,0.3427352649
6.24445,7.14459,4980.91,0.768372,0.557573026,0.3759206341
7.33325,8.02459,3195.26,0.720958,0.64547832,0.2788739224
5.76199,6.78417,4645.42,0.742833,0.578329453,0.3533714647
14.51305,17.19813,3300.33,0.706186,0.489935503,0.401969194
10.57449,14.38159,3689.07,0.77597,0.508167385,0.3847915458
5.22487,8.19053,3688.92,0.711685,0.634333851,0.2730203026
5.63648,6.55133,4164.42,0.711423,0.617244682,0.2976233866
5.7303,8.17412,3953.06,0.726107,0.623230803,0.3072273577
7.59943,8.38683,3574.3,0.702831,0.596295932,0.3011869445
6.50108,7.75931,4832.37,0.749325,0.527560699,0.394930828
6.98995,12.64583,4951.31,0.775201,0.47414241,0.4311678221
14.47832,16.57816,4477.69,0.770346,0.449036493,0.4340848291
11.01346,13.36098,4276.84,0.771285,0.464872718,0.4344668929
6.44652,7.24787,4892.55,0.70967,0.565903599,0.3350272422
7.09498,9.83924,3892.15,0.719281,0.57819676,0.3330440293
5.87585,7.68733,4612.18,0.772772,0.564788951,0.3730471049
6.98376,9.10402,2141.06,0.58278,0.741480632,0.1919619611
6.34147,7.37975,4424.3,0.748426,0.610466079,0.3235778072
7.14587,8.19388,3560.11,0.738452,0.634024959,0.296794541
6.23558,7.85503,4607.07,0.780485,0.56494563,0.3807010967
6.97889,9.2582,2053.7,0.588647,0.743657507,0.2063084005
5.32892,8.75768,4040.71,0.742203,0.623077275,0.3027394336
13.24224,13.41874,2193.12,0.69777,0.708043467,0.2236765822
6.50579,8.16064,3060.17,0.671238,0.631854651,0.2707056935
5.58755,7.31206,4877.73,0.728752,0.559364472,0.3597684369
6.33007,11.35089,5009.47,0.753327,0.509846833,0.3927014453
14.48225,16.32963,4039.42,0.757696,0.474420065,0.4006463271
10.97547,14.60995,4832.84,0.787892,0.441829538,0.4712652554
11.10735,13.85538,3875.72,0.754846,0.492002944,0.406286623
6.2035,7.09299,4326.22,0.69683,0.60171908,0.3019886659
7.53189,9.64065,4437.67,0.781076,0.485738266,0.4410169708
6.06775,7.28783,5063.33,0.701352,0.505339259,0.3712798454
10.95825,13.5822,4044.15,0.749834,0.449749944,0.4164942213
10.29745,10.97689,5971.5,0.790583,0.365483419,0.5667642293
7.85435,12.82244,5044.21,0.763129,0.439898432,0.4725764212
5.70734,6.68116,4617.22,0.661436,0.54168826,0.3244396199
7.11302,7.95388,2588.42,0.604193,0.68244537,0.2182181017
9.1182,11.46191,3491.38,0.718167,0.53197906,0.3342427932
10.51238,10.70271,2027.14,0.580097,0.751728828,0.1627107547
5.95632,12.41876,5005.95,0.765626,0.51371861,0.4006054553
6.63642,10.02972,4646.95,0.775149,0.554791785,0.3783944369
13.26836,13.45395,2067.91,0.670705,0.704776967,0.2120001286
7.43186,10.33079,4651.98,0.799704,0.492750782,0.4486078161
14.53632,16.24974,3119.65,0.729159,0.571606496,0.3310486525
4.8652,6.27466,3016.5,0.65062,0.72733662,0.2238779227
5.68112,8.7072,3120.36,0.659406,0.623530577,0.2915189909
16.92561,19.98203,4794.12,0.788773,0.364443825,0.5396757852
8.75464,9.41127,5770.59,0.742795,0.454726336,0.4357788078
7.62356,9.81028,2217.35,0.558224,0.689720195,0.2061215604
6.698,8.17018,2682.38,0.609571,0.679160208,0.2287991757
6.32466,10.07589,3925.33,0.726199,0.591970544,0.3300335295
10.41375,11.67717,5184.21,0.792024,0.430663562,0.4828010246
7.34617,9.61457,4311.47,0.756764,0.524708718,0.3955526561
7.23385,8.31861,2003.11,0.524491,0.715958127,0.1947634024
11.01605,13.46683,3007.24,0.686857,0.558723551,0.3259346858
8.45478,8.61569,840.775,0.375356,0.974785006,0.0927029829
6.09639,9.0581,4230.79,0.713956,0.553886726,0.3585352592
5.30336,6.06849,1296.25,0.38999,0.968327292,0.0764383182
7.02282,10.11848,3237.18,0.747826,0.594706583,0.334193686
7.5697,7.77098,2032.5,0.627227,0.717032597,0.2339182737
6.14867,8.27131,5618.99,0.774262,0.488328357,0.4411515564
7.8052,11.82755,5283.81,0.790938,0.442100518,0.4828149962
6.92883,8.85097,2521.84,0.56173,0.640282446,0.2594424518
11.4015,14.4338,4397.72,0.794356,0.431213069,0.483819435
6.47981,7.66975,5264.3,0.750306,0.520709456,0.3885196452
8.06671,9.67591,4295.19,0.742743,0.534063684,0.3811038226
6.9368,12.19323,5096.68,0.778761,0.476906334,0.431989762
14.47342,16.47624,4167.29,0.766536,0.447944993,0.439574483
10.56057,16.22212,4500.71,0.778567,0.459338599,0.4327268687
11.00038,13.14915,4122.55,0.77422,0.466454432,0.4355527585
7.39241,13.16782,5140.16,0.788097,0.455711767,0.469561466
5.99085,7.50578,4718.23,0.711405,0.575222718,0.344422996
6.13805,11.03427,5512.15,0.788817,0.470751588,0.4624932852
5.75645,7.44008,4752.43,0.711733,0.552976435,0.3456408543
6.1458,12.53608,4703.9,0.731004,0.500856643,0.3910369186
7.75179,7.9652,654.388,0.287473,0.874378606,0.1166053301
10.75287,17.68247,4571.85,0.776605,0.397460636,0.495525004
11.18312,12.51521,5356.6,0.788659,0.399634693,0.5196396216
7.88893,10.01462,3485.61,0.656512,0.607270241,0.2848802172
5.85715,9.70986,4958.17,0.741598,0.49202856,0.4170988542
14.65805,15.60149,2888.95,0.693483,0.566516072,0.3040382206
10.21736,13.29959,2827,0.724429,0.585095794,0.3174714262
10.79906,10.99855,1775.17,0.605081,0.823593589,0.1563613351
6.26444,10.01189,3846.32,0.646375,0.570484748,0.2910133959
13.52784,18.30295,4019.83,0.709564,0.449436199,0.3959059573
10.89727,11.72423,4389,0.715454,0.457474482,0.4116100692
5.38955,6.69087,1312.12,0.449834,0.971008501,0.0942754446
7.01062,10.10936,3278.93,0.755658,0.595249028,0.3341815604
7.521,7.74661,2115.12,0.62819,0.718006025,0.2145261309
6.54541,8.12965,5232.23,0.785631,0.489284112,0.4450208589
7.32315,7.64089,1531.97,0.577683,0.763446241,0.1702370518
5.17873,9.02304,5372.24,0.763325,0.537709106,0.3833346981
6.70551,8.15799,5199.1,0.765398,0.522868753,0.3945054194
7.69062,9.70046,4499.31,0.760542,0.532898625,0.3862274818
6.25281,8.73501,3838.82,0.755235,0.581035151,0.3429783891
8.23484,10.95351,3695.69,0.783491,0.57646197,0.3545859763
6.80066,7.48877,3554.08,0.701101,0.62193156,0.2798277895
7.1548,7.47996,1784.11,0.579499,0.780833833,0.1509034357
5.33433,9.07433,5381.13,0.784961,0.538934783,0.3863150718
6.72589,8.45906,5157.58,0.782604,0.523966201,0.4007005706
8.54828,10.27343,4432.94,0.78079,0.535560295,0.3973917839
12.4603,15.31298,4570.83,0.776705,0.471193179,0.429685694
6.71457,7.67482,4080.27,0.706874,0.599750227,0.3095688529
6.35663,10.61188,5096.33,0.772091,0.496533155,0.4256926622
5.1794,6.74774,1356.76,0.427693,0.938303354,0.0811158765
6.97951,10.07376,2944.63,0.720757,0.578168641,0.3205692782
7.44048,8.80316,5324.26,0.788989,0.478461294,0.4581752417
8.20222,9.56498,5210.56,0.793544,0.477097037,0.4580102572
7.85855,12.27717,5067.56,0.774071,0.464852294,0.4461130456
14.64006,17.09511,4515.92,0.783315,0.443020838,0.4511272934
13.99858,18.64667,4319.53,0.784122,0.447955245,0.4487240657
11.22941,13.76037,4175.38,0.798844,0.45769838,0.4437288795
6.44444,7.50747,4677.2,0.740532,0.553850029,0.3558301927
7.69871,8.37501,3527.32,0.639271,0.569968309,0.29268879
5.89907,7.5402,4963.78,0.710032,0.507674187,0.3744988737
9.19685,11.73995,4329.49,0.73238,0.511656834,0.3737156302
12.50942,13.25725,5520,0.789617,0.36810395,0.5564223401
6.66382,6.93446,4393.7,0.679213,0.54636293,0.3330377888
8.15763,9.98609,4033.23,0.669474,0.554189228,0.3220834834
6.17579,10.9993,1805.16,0.580437,0.739174008,0.2249777329
4.62539,15.44055,2533.16,0.782201,0.643857362,0.2968451412
11.94563,12.89059,3602.38,0.788354,0.49085128,0.4334329208
4.77802,15.14301,2812.99,0.744432,0.614544846,0.2899981145
7.38447,13.05372,3145.47,0.773369,0.590737633,0.3225557052
8.31755,11.02996,3880.55,0.750119,0.496129421,0.4104340597
7.67402,10.54138,4829.85,0.795456,0.472067411,0.4469924335
11.47328,13.80103,4577.81,0.787296,0.445067532,0.4742096706
12.40494,12.91778,3129.4,0.724666,0.514371795,0.3660084744
11.59201,13.82694,3776.38,0.789567,0.4371671,0.4978385104
15.60703,16.24098,2655.02,0.680432,0.484205761,0.4098050295
5.51031,9.43658,3075.22,0.680773,0.648747288,0.2784856136
9.72318,11.51408,4433.82,0.777955,0.501030978,0.4034781574
6.43756,14.46903,3150.3,0.724939,0.643151282,0.2711912149
15.85105,16.30677,3907.97,0.773739,0.451798422,0.4370017191
15.40732,15.99951,4140.53,0.788513,0.459956724,0.4422303508
4.63604,7.86481,3840.46,0.639971,0.571990787,0.2851876306
14.46915,15.04982,3867.5,0.729121,0.444246624,0.4166675907
8.00482,9.53155,4600.04,0.720779,0.5013847,0.3768319337
6.21072,7.55219,1478.41,0.377091,0.789074046,0.1232045707
11.43341,19.3405,5709.39,0.793404,0.318404532,0.619300945
11.43341,13.4862,4456.17,0.705101,0.424539376,0.4299455413
16.79313,18.18523,5652.78,0.769127,0.366079013,0.5340658213
7.08854,11.50169,4890.38,0.770415,0.502441513,0.406378099
11.04546,17.83068,4528.49,0.793145,0.428299031,0.4627696908
10.03172,11.79012,3468.49,0.703546,0.571065374,0.3190349289
16.36246,17.77873,4115.59,0.760325,0.492491201,0.3969585744
12.06936,13.71721,4689.54,0.74984,0.483425904,0.4024087264
6.34944,7.70604,1303.75,0.329111,0.779919044,0.1098749196
13.49885,15.62639,4866.79,0.759245,0.458646635,0.4352094119
10.35202,13.38176,4634.94,0.778142,0.469980452,0.4421198651
11.59761,12.86594,2516.96,0.62758,0.597836206,0.2724178922
11.28113,12.64291,3260.39,0.679804,0.553152807,0.325956776
6.26009,7.61697,826.2,0.228649,0.880008858,0.0935092722
11.70652,12.96488,2660.75,0.651419,0.594768995,0.2872521187
6.04572,7.76052,4122.11,0.727774,0.592092122,0.30485449
8.57899,9.6214,5140.39,0.764927,0.455353684,0.4523744682
15.61312,15.93569,3948.41,0.790456,0.442110457,0.4570269657
15.35315,16.19566,3025.85,0.742931,0.518169138,0.3580283292
8.25598,9.47075,4801.54,0.790856,0.524015701,0.3666405
14.92337,16.14838,3280.14,0.722261,0.485567414,0.3737233977
8.1106,9.52883,5136.52,0.7909,0.491718072,0.3945772879
15.63922,16.07179,3576.28,0.783005,0.466033574,0.4309646268
14.64238,15.40325,4768.08,0.777474,0.403418811,0.4941876846
6.11726,7.27794,4191.86,0.672258,0.56274491,0.3041781949
14.07375,15.98027,4463.8,0.741411,0.479153191,0.3897969646
15.262,15.88756,3113.75,0.727666,0.486654711,0.3796831333
7.06085,11.0465,5779.95,0.797797,0.414195233,0.5187863618
14.71731,15.9458,3041.58,0.700508,0.489677092,0.3782311685
8.17874,9.52713,5199.67,0.794209,0.49490936,0.4019241525
15.46004,15.92476,2847.88,0.734326,0.53520363,0.3496048811
6.81878,7.77236,1857.26,0.468062,0.758682881,0.1689878668
10.37012,11.40267,3837.44,0.711196,0.518976685,0.3704860486
6.78376,7.65318,1258.53,0.364794,0.809118065,0.1221496234
13.75498,14.7629,3739.21,0.775908,0.497830094,0.3975848863
8.88207,10.26528,4634.66,0.798267,0.46529232,0.4576096733
13.92087,14.56744,4907.5,0.781035,0.412750391,0.4916326729
6.86577,7.76215,904.945,0.263099,0.835635388,0.1267660542
5.90941,7.81455,4405.15,0.732221,0.579091698,0.3279796981
6.88023,7.75037,900.922,0.261826,0.845140253,0.1211038743
4.28805,5.69027,460.563,0.180221,0.914391695,0.0923161095
15.57668,16.32611,4467.91,0.798991,0.417467662,0.4906953384
4.99919,9.36555,4260.88,0.74092,0.569039482,0.3609036723
7.11174,8.08591,918.501,0.28405,0.866399204,0.1258442052
14.52872,15.08142,4995.71,0.781491,0.401790643,0.5055613733
5.69981,7.14208,3796.37,0.683249,0.612277342,0.281251819
15.02964,15.90009,3156.89,0.698398,0.480876983,0.3714053139
15.88041,16.33229,3438.18,0.765652,0.462022677,0.4261984365
7.65348,9.32939,5668.55,0.797673,0.470410276,0.4373094232
14.71848,16.46761,4064.69,0.75071,0.493493347,0.4026157044
6.33618,7.71719,4717.98,0.728635,0.547032416,0.3509777171
6.91006,7.89524,1322.94,0.37379,0.803163089,0.1258574336
14.63728,14.97461,4633.66,0.789098,0.414795577,0.4842900499
14.25809,15.05837,4119.21,0.771298,0.430587673,0.4688536606
7.28984,8.29414,1830.07,0.47385,0.755701999,0.1718461888
11.23757,12.70003,3755.21,0.712049,0.519351823,0.3691131982
15.80564,16.53755,4610.09,0.776972,0.44925248,0.4586289036
7.66617,10.18372,4463.59,0.744912,0.510122431,0.4052853151
7.46503,8.53004,1221.85,0.365835,0.795697977,0.1200599984
15.71149,16.2553,3531.85,0.789474,0.450350631,0.452255448
7.44568,8.49256,1427.83,0.412721,0.799930337,0.1398132674
13.38326,14.68348,4359.33,0.759601,0.47531456,0.4196266343
14.61639,15.42174,4156.41,0.789115,0.433767734,0.4610147453
15.14567,15.83768,4471.1,0.776974,0.404500168,0.4895058299
3.93142,6.84208,2054.38,0.594484,0.74172896,0.1586976783
7.48263,13.12354,2544.19,0.674758,0.66532366,0.260053147
4.38208,8.28983,1354.18,0.512547,0.887098213,0.1163356823
6.76648,9.64276,3205.04,0.713339,0.624578848,0.3059249087
5.69576,6.5033,1011.91,0.384215,0.936868272,0.09596526
11.36272,11.86076,5433.88,0.797459,0.452079579,0.4660382014
8.67848,14.88673,4755.38,0.775858,0.415984816,0.4924401047
10.88305,15.30362,3621.73,0.764475,0.394341607,0.4820448046
10.24138,12.39199,3176.35,0.670464,0.525788809,0.3273324275
10.24138,10.93584,1953.13,0.519875,0.657236011,0.1994013196
9.73643,10.90045,3016.45,0.700077,0.568854558,0.3197531871
10.30373,16.47612,4884.82,0.788923,0.362791066,0.543485002
9.08314,10.40953,3490.65,0.657179,0.544186599,0.3273249636
8.97135,13.82249,6082.53,0.778679,0.361580917,0.5618026566
7.70449,14.22624,6015.02,0.797785,0.343488507,0.597985519
7.9232,12.1314,4673.33,0.731817,0.472140673,0.4174349963
10.1841,13.21578,5523.71,0.730847,0.404862967,0.4786529951
8.3726,10.829,5059.79,0.748949,0.478534473,0.409605865
11.17367,17.41309,4718.38,0.781285,0.37184601,0.5218476279
11.17365,13.64874,4052.54,0.716703,0.464807512,0.3967906771
13.15384,14.14529,5197.15,0.750839,0.404505662,0.4791071788
9.8918,12.75772,4904.24,0.750401,0.440266074,0.454476035
7.72614,14.46207,5473.02,0.773973,0.374621429,0.5306623558
8.36929,12.71309,4766.02,0.763353,0.485171167,0.4110423325
8.62296,12.07905,4295.45,0.723146,0.519664378,0.3659312478
10.0922,11.25867,3158.99,0.713226,0.587246923,0.3163194843
8.31432,10.44845,6725.9,0.786461,0.390771259,0.5408811043
7.61904,10.61139,6371.1,0.78766,0.39148946,0.539844802
15.10998,17.22101,4123.59,0.797759,0.384150566,0.5118889258
7.90331,9.92321,3639.52,0.68486,0.576225849,0.3145748516
6.78714,11.9753,5644.92,0.763973,0.432867329,0.4755394475
12.78563,15.90997,4343.18,0.775122,0.400384581,0.4830308237
6.09473,7.84921,3557.97,0.649104,0.600576872,0.2717290963
8.14456,10.49944,6361.31,0.786765,0.362838372,0.57657052
10.0838,13.12291,4415.77,0.76051,0.446892841,0.4335192195
10.12969,12.17643,4417.68,0.725007,0.47541821,0.4046524003
10.08934,12.12154,4164.51,0.722245,0.495221711,0.38844086
7.05532,9.22822,5121.16,0.712366,0.495011204,0.3875674936
6.4114,8.36306,5240.9,0.722114,0.494962578,0.3916991674
9.76072,17.13227,4419.13,0.78791,0.373824393,0.535218769
9.76072,11.57803,3298.21,0.66309,0.56073659,0.3351199068
5.95187,8.90254,4667.26,0.709999,0.51917326,0.3708371795
6.33001,8.58311,5863.16,0.745522,0.464821046,0.4319436019
8.72464,13.5472,6316.96,0.798315,0.355824146,0.5817086704
10.20968,17.76312,3970.24,0.770935,0.40324103,0.4838438191
9.89224,12.12529,2894.25,0.632023,0.604861544,0.2836003622
8.28229,13.06245,5605.79,0.759535,0.394694326,0.5056603734
9.37542,13.06062,4335.9,0.737217,0.449364361,0.4167074653
7.17603,9.51204,3859.62,0.711704,0.547122001,0.3455364045
7.35345,11.91524,4766.48,0.746097,0.479726993,0.4191320681
10.07972,12.10655,4986.4,0.75545,0.437532284,0.4503545622
9.74606,10.38768,4678.42,0.737717,0.503235317,0.4029162863
8.58948,10.95043,5449.19,0.790224,0.447801273,0.4943825611
8.19533,10.99937,4898.34,0.78174,0.484831151,0.4298347936
6.16007,8.81983,4745.07,0.704199,0.524035913,0.3575318305
8.86556,10.27695,6031.97,0.780105,0.428238942,0.4890918353
9.55808,10.74808,5427.37,0.772489,0.442915299,0.4664278263
8.49809,9.56805,4648.73,0.790321,0.481139277,0.4290265482
10.19119,16.71145,4532.66,0.794966,0.398768888,0.5017920035
9.19224,10.53438,3187.24,0.666864,0.598153332,0.2996257504
10.05453,16.45416,4308.25,0.745762,0.395911668,0.4827296123
8.58302,9.79111,2751.63,0.578641,0.593867502,0.2683745835
9.80396,10.36492,5187.41,0.763395,0.442872823,0.4541541934
10.02602,13.45439,5326.87,0.782732,0.437204507,0.4662628969
9.9213,12.23279,6027.46,0.795173,0.405317162,0.5188926198
7.28895,9.87705,4934.42,0.751699,0.50169947,0.4010649282
9.85539,11.63082,4119.62,0.745351,0.523588906,0.3781906923
9.44323,11.45881,5266.62,0.765006,0.434872852,0.4605807175
9.86379,11.47736,4468.88,0.758843,0.510678284,0.3902184394
10.15074,11.95088,4820.29,0.767038,0.475069964,0.42859172
11.49061,15.83736,4071.51,0.749179,0.505485116,0.3920447519
9.64287,10.58096,4198.72,0.743259,0.511520929,0.3915746524
12.69128,14.52833,4645.89,0.779447,0.407994432,0.4880807808
12.02484,12.56086,4932.36,0.797992,0.459401917,0.4733909887
9.8576,11.61644,3517.11,0.720874,0.578952441,0.329119193
9.87695,10.80527,3723.47,0.745541,0.568700163,0.3578924249
9.88619,10.8034,2565.43,0.680315,0.643673467,0.2881511429
17.1174,19.4505,3060.07,0.684876,0.465742684,0.4234066322
9.30231,10.76129,4296.94,0.787333,0.513232378,0.4044147225
7.12783,9.46327,5188.04,0.768264,0.475318425,0.4336356762
9.39149,10.65386,4577.78,0.776636,0.47661583,0.4359122193
17.15041,19.19974,4647.01,0.787583,0.435869859,0.4677036056
8.9949,10.29899,4635.66,0.775831,0.479451638,0.4303819298
16.84945,19.28073,3092.61,0.688789,0.470864855,0.4007326409
8.38143,9.38247,4257.65,0.743196,0.513742308,0.3800040802
17.12948,19.46766,4600.1,0.799438,0.437796888,0.4738138798
9.56059,12.96984,5079.1,0.798356,0.43257225,0.4922983091
10.00398,11.49903,4455.67,0.794558,0.486218488,0.4306584289
16.91461,17.69587,4270.11,0.753663,0.472712419,0.4161363668
9.93168,10.82032,3805.79,0.727753,0.519374579,0.3775693636
9.97603,11.33601,4249.02,0.790777,0.520469857,0.4063093758
7.40817,11.18553,4581.11,0.770507,0.48953711,0.4258460301
10.00312,12.04321,4460.7,0.778075,0.50021108,0.4097391296
4.69366,6.03617,2049.38,0.614161,0.740772143,0.1988535914
9.98733,12.01204,3871.61,0.752798,0.54688046,0.3686548932
7.03845,9.32854,4054.34,0.732361,0.545789615,0.363572289
9.63825,11.27965,3074.12,0.690978,0.615827087,0.3130348749
7.8046,10.45813,4950.58,0.780287,0.458157463,0.4584613676
9.63951,10.6348,5583.67,0.780229,0.454493616,0.4557982643
6.42706,8.59682,4347.27,0.733694,0.571718948,0.3375517347
16.9788,18.05663,5052.27,0.78575,0.428184193,0.4763351549
9.20868,10.37833,4834.29,0.756853,0.46806593,0.4276922385
9.62313,14.2059,5561.35,0.795847,0.407204889,0.5105491407
9.00992,10.96392,4632.03,0.761645,0.473132006,0.4264040192
6.50807,9.4007,4482.96,0.758824,0.517679203,0.3944598065
10.429,11.58422,5253.16,0.797518,0.433135234,0.4880004566
10.15041,17.22949,3674.91,0.776227,0.442777633,0.4437848266
9.60794,11.56697,2683.4,0.636894,0.66416645,0.2590416675
10.14648,10.92691,4607.99,0.791608,0.496795519,0.4141748536
9.06352,12.62166,5518.57,0.77256,0.427196337,0.4739955775
9.28255,11.03427,4618.56,0.748303,0.471228039,0.4176453016
9.96341,11.97645,4507.29,0.787627,0.50115054,0.419992303
7.17707,9.56298,3771.71,0.720263,0.595968657,0.3272689792
10.04996,12.15952,4088.64,0.74268,0.528705568,0.3787264081
9.87224,11.68681,4542.84,0.775014,0.493303764,0.414967408
9.81353,10.64493,4238.62,0.74954,0.55458645,0.3639617399
6.67559,8.86504,4275.29,0.718373,0.5293082,0.3638090656
5.50567,9.45951,4786.96,0.747484,0.511765434,0.3980429634
6.31661,10.79215,4917.11,0.75657,0.464606913,0.4400599422
6.62917,7.63869,884.008,0.240317,0.805378288,0.1073686685
9.4212,11.01043,4366.07,0.798865,0.511398203,0.4239797363
12.16284,13.66696,3664.82,0.727092,0.491291945,0.3981059954
6.38394,8.6065,6085.12,0.799261,0.471552066,0.4355723382
15.14228,15.62374,3791.7,0.77396,0.475926694,0.4194152523
7.7981,10.06143,6285.76,0.793748,0.409759541,0.5142118955
13.17124,16.35567,5616.99,0.793943,0.380739814,0.5402911014
7.48761,11.45299,5584.02,0.781641,0.445818866,0.4638162268
15.39271,16.86064,5439.55,0.79352,0.439806875,0.4666348033
9.31914,10.30977,3081.23,0.620715,0.534215583,0.316421871
6.50726,7.57025,1143.17,0.35554,0.810189154,0.1178211664
10.58798,15.144,4404.28,0.782677,0.373529753,0.5331784193
9.3453,11.28112,3417.66,0.637223,0.56029463,0.3001571779
11.97811,14.2447,4567.67,0.75859,0.494982599,0.4035181875
15.73774,16.7004,4894.87,0.732067,0.373778392,0.4855126364
13.39781,14.88845,4921.06,0.780243,0.456311558,0.4593290093
11.20051,19.01688,4336.16,0.791663,0.428888259,0.4608788463
11.20046,12.95838,3238.25,0.698748,0.571851013,0.3126686209
