PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NH2 - 10 bar (mol/kg)
10.08741,12.8571,4268.28,0.790595,0.449647595,0.4756368413
8.99129,9.92966,5421.22,0.755976,0.421597964,0.4595425016
9.82533,16.52636,4746.85,0.787309,0.37665202,0.5282176701
15.13434,16.67023,3515.13,0.69921,0.483869983,0.3718505564
17.57234,19.14337,4395.92,0.785883,0.332608106,0.5596910554
15.12683,19.38903,4675.79,0.79626,0.359015432,0.5516319351
8.98494,10.08487,5203.06,0.775144,0.431921411,0.4604622236
10.01593,16.65648,4828.95,0.794723,0.387894057,0.5170578487
15.01207,16.79876,3591.83,0.726895,0.495321592,0.3664921574
16.58765,18.7606,4451.61,0.798981,0.362744722,0.5413831752
11.05833,13.87389,3638.78,0.725316,0.52150504,0.3558913191
9.51441,15.6407,4543.14,0.734561,0.368965914,0.5059021426
16.78141,18.26634,4299.9,0.744261,0.326285797,0.5474682008
12.28384,19.05632,5396.55,0.777092,0.314359084,0.593974204
8.83266,12.21623,6052.27,0.765354,0.39351516,0.5115004828
15.83675,16.30927,5171.65,0.786347,0.351704109,0.5669074856
6.71259,12.79587,5089.56,0.748717,0.472714574,0.4159914216
9.58414,11.80592,4931.31,0.73594,0.458863745,0.4325854572
11.31177,13.99092,5082.97,0.784107,0.413989097,0.4949444828
9.77043,11.24734,5790.27,0.785262,0.434125767,0.480218156
6.94725,12.7502,5225.97,0.774731,0.434678163,0.4601773263
7.80488,9.65012,4684.78,0.740774,0.549567421,0.3623455488
9.97699,13.27741,5366.21,0.790607,0.40545633,0.511690681
13.91564,14.13825,4297.04,0.744516,0.483984673,0.4059791665
10.13592,10.77969,4943.41,0.72052,0.510281412,0.384198307
7.90405,10.62938,4968.13,0.725633,0.453575477,0.4322662002
15.03537,16.97335,5307.61,0.771883,0.389919408,0.506290386
11.33269,14.15984,5066.34,0.764987,0.409142653,0.485473507
18.05384,18.34984,5144.33,0.779426,0.354144368,0.5370621967
12.24437,12.77697,5850.11,0.785506,0.394746509,0.528921433
8.30189,12.81077,5480.64,0.787992,0.439674065,0.4750057534
18.53959,19.01589,4282.74,0.790948,0.372501759,0.5366281282
11.8189,12.61027,5444.4,0.789695,0.40957129,0.5200245922
9.24522,11.57432,5693.93,0.798973,0.442208867,0.4834092883
14.54438,14.99289,4439.78,0.778634,0.438104842,0.4546429392
12.73029,13.00295,4711.99,0.78456,0.437324543,0.4804341027
15.00436,16.17056,4355.83,0.774142,0.457074329,0.4250876652
10.86249,13.54632,4380.04,0.767309,0.478824586,0.4203132835
7.81474,8.25441,4959.45,0.771487,0.535035505,0.3886090217
9.70036,11.8732,4067.45,0.721514,0.517987547,0.371137929
15.02828,17.28089,4254.08,0.787498,0.446739592,0.4462907628
10.94779,13.64909,4575.86,0.786947,0.468716079,0.4453205218
15.07428,16.95972,3060.72,0.778876,0.531075391,0.361215269
10.69793,14.18253,3272.08,0.761435,0.558057304,0.3472098191
7.71587,10.06307,4746.4,0.726477,0.512763467,0.3821102047
7.7576,12.02235,4309.13,0.743009,0.459102171,0.4245915593
13.50873,13.68004,3705.23,0.76936,0.456829005,0.4537490342
9.00875,16.31269,5530.43,0.795655,0.389526676,0.5168656707
12.7166,13.71703,3072.06,0.696334,0.501886523,0.3699875098
9.80643,12.00153,3615.64,0.686617,0.547794978,0.3301359797
8.61899,10.76835,5816.66,0.798463,0.408936867,0.5091296794
15.0315,17.22243,3377.9,0.70776,0.470674943,0.3978815152
9.24761,12.03423,5750.59,0.791483,0.390115541,0.5362024195
15.02452,17.28346,2932.01,0.684905,0.499929777,0.3561523336
7.32935,10.35186,4571.66,0.740494,0.502825081,0.3947704783
9.26282,10.9226,4491.53,0.784458,0.449058103,0.4799677539
13.13534,15.44491,2793.91,0.69387,0.572929382,0.3010910714
13.42307,13.92186,3957.98,0.769362,0.446958129,0.4539700344
7.68459,8.89475,4932.3,0.760577,0.485683878,0.409316544
8.81454,11.96023,5177.04,0.762203,0.414440697,0.4918943367
15.09284,16.92744,2554.89,0.646329,0.529787677,0.3277931571
13.43935,13.84685,4471.89,0.755907,0.411097457,0.4773940933
7.64308,9.68671,5200.24,0.743381,0.446934039,0.4249485416
15.01043,17.20759,2992.87,0.687581,0.505069433,0.3586701145
8.82493,10.44653,6345.39,0.773771,0.363671455,0.5482560713
9.8372,16.10035,5777.59,0.793045,0.326005842,0.6098041698
15.11795,16.72481,4373.64,0.724898,0.416737871,0.4487112728
17.07332,19.48063,5147.26,0.798122,0.287658106,0.6536280569
11.34581,14.38286,5097.55,0.745245,0.402483688,0.4784263514
8.4066,12.46327,5941.3,0.7831,0.352323301,0.5586350778
8.86534,10.63006,5284.52,0.764239,0.415821629,0.4905197107
8.69045,9.72547,4545.53,0.741004,0.45675911,0.4445767051
15.01916,16.83264,2408.14,0.655321,0.575602168,0.3024628617
12.50228,13.37332,4069.14,0.721235,0.453887035,0.4235296084
7.72914,8.99307,4848.02,0.71824,0.492841231,0.3749279755
7.13603,10.46651,5107.76,0.734199,0.465320339,0.41727933
8.85065,11.30497,5249.28,0.77012,0.418602439,0.4882152426
14.89117,15.81666,2580.61,0.662049,0.537927135,0.3386710931
14.07884,14.37993,4251.19,0.77682,0.414219327,0.4885797589
7.53964,9.07423,5602.19,0.771621,0.450456687,0.4451965549
7.35991,9.89792,4573.03,0.689651,0.463810025,0.4032456005
12.85175,15.4275,1829.14,0.518145,0.589037882,0.2537373813
9.16918,10.17357,4438.85,0.694961,0.477615634,0.3752940886
8.40181,11.48767,4629.03,0.77845,0.467528222,0.4479309219
15.02906,16.41792,2278.87,0.648325,0.599940654,0.2900892745
8.80784,11.02271,5203.18,0.792248,0.438252299,0.4759076398
15.02503,17.02304,3196,0.727047,0.504997606,0.3740809103
7.83239,11.16224,5305.02,0.791167,0.431347743,0.5047682237
8.02656,8.84277,5584.68,0.790661,0.499140087,0.4299183224
7.32414,8.08158,2862.7,0.639007,0.62878843,0.255563539
7.39192,9.89609,4851.77,0.725021,0.46687875,0.4285321366
14.89593,16.86492,5331.97,0.788495,0.399960297,0.49993808
10.79653,13.97026,5090.54,0.780725,0.417472302,0.4901046571
9.23321,14.50223,4577.92,0.78401,0.42792838,0.46606337
14.34201,15.64651,3064.03,0.707841,0.547662272,0.3300772904
14.19734,16.91227,4382.98,0.79039,0.407508114,0.4869108971
9.36467,10.31974,6315.48,0.776929,0.375135348,0.5313245441
9.73051,15.7666,5720.99,0.796982,0.337027492,0.5957484513
14.96647,16.59287,4112.94,0.713429,0.425970799,0.4399990047
8.92847,12.05678,5689.37,0.788203,0.360238649,0.5439692512
7.53218,10.39458,4923.75,0.746868,0.468308678,0.4411174752
10.83189,13.69253,5144.25,0.79103,0.421240319,0.4898495314
6.86976,8.00049,5102.13,0.752782,0.538932867,0.3722755649
7.36817,8.14856,2444,0.576648,0.678810596,0.2026373873
14.93953,17.10427,4677.52,0.793719,0.425504319,0.4668893275
10.43144,13.47687,4984.81,0.787714,0.441792003,0.4654766028
6.65481,7.9682,4468.2,0.742291,0.568051057,0.3454324133
14.90475,17.12129,4561.95,0.769205,0.435129591,0.4551703378
10.78013,13.90927,4675.82,0.75859,0.453239282,0.4409451698
7.55793,10.13149,4412.59,0.739498,0.501255714,0.4072163536
14.93076,17.09013,4556.31,0.79258,0.432194902,0.4626437872
10.28015,13.0752,4841.9,0.787496,0.449404923,0.4627800672
6.17657,8.00836,4502,0.739222,0.576366547,0.3356232674
8.49668,9.74118,6108.18,0.795479,0.417954899,0.4954805498
14.97935,16.73057,3198.12,0.68467,0.478228142,0.3826294856
10.0991,13.33165,3980.46,0.747214,0.498885208,0.3900817567
6.74521,7.86151,3276.22,0.691076,0.637076663,0.2780530203
7.86578,10.47121,6137.62,0.798767,0.3804624,0.5431351327
14.95929,15.73444,4646.39,0.754059,0.435939691,0.4297051849
9.08378,12.79279,4880.74,0.75574,0.453689135,0.4415548199
14.94944,16.71073,4117.5,0.773864,0.466644319,0.4150080114
14.94234,16.23697,4147.77,0.779796,0.469573159,0.4150553906
6.10848,7.8908,3746.51,0.708071,0.626042801,0.2992283207
7.33891,7.7542,4771.28,0.79266,0.546290357,0.3935645979
7.81002,10.57449,5920.2,0.787281,0.403400606,0.5106455183
14.96477,16.33783,4005.66,0.73222,0.461580674,0.3983844411
9.69017,13.09651,4423.25,0.738669,0.481098111,0.4042003327
8.52854,11.67668,5426.76,0.794487,0.389834007,0.5122113988
9.88851,15.71884,5860.97,0.786031,0.326054365,0.6084508235
15.05949,16.69734,4249.81,0.713352,0.416528704,0.4378112156
10.96838,14.06139,4213.57,0.719597,0.43901567,0.4197773232
11.32228,12.28602,5994.53,0.781128,0.331391801,0.5920618601
7.25234,8.97627,6140.88,0.741888,0.437051275,0.4474434637
9.19198,14.56326,4845.42,0.766877,0.389180878,0.4993534369
13.11746,15.3783,3852.07,0.720052,0.497188092,0.3704551092
14.27033,17.03536,4696.87,0.770473,0.3718188,0.5207137344
6.83046,7.38314,3936.69,0.647132,0.590128728,0.2930742364
14.91429,17.08615,3886.99,0.743436,0.465047022,0.4049546886
7.46488,7.84155,4803.48,0.764094,0.544681778,0.3757334255
9.89001,13.45947,4467.07,0.784002,0.434944473,0.4549496696
14.03966,16.22452,2949.33,0.704719,0.558526451,0.3238320282
14.5065,17.07769,4274.87,0.796681,0.410415251,0.4816368829
13.99543,14.25694,4448.47,0.797289,0.434357011,0.4722044429
6.70614,10.13986,5206.12,0.712336,0.460717416,0.4163602077
11.51648,12.0975,5428.07,0.763958,0.404628086,0.4890100358
7.44268,8.8082,5592.96,0.731591,0.442187717,0.4238414863
7.71048,10.42923,5524.74,0.773144,0.43409178,0.4727742876
8.18219,14.73256,4297.61,0.73416,0.473300804,0.4012358004
14.96796,16.32738,2667.44,0.691882,0.496980193,0.3481228118
14.57142,15.4792,3029.7,0.661982,0.526791158,0.3119448438
9.61573,13.45982,3539.3,0.67666,0.549862208,0.3284721537
7.39499,7.79299,3244.45,0.619495,0.616987318,0.2766875463
7.59102,10.90841,5221.51,0.742302,0.448008657,0.4294592924
7.80567,10.87328,5321.47,0.789516,0.43087225,0.506907456
7.48518,8.21773,1957.79,0.531373,0.644939514,0.2842275478
7.96939,8.75815,5588.77,0.784888,0.499826576,0.4291901472
7.35838,8.10187,2839.16,0.640376,0.631225785,0.254625157
9.03254,11.01266,5010.67,0.727205,0.466184554,0.4240234836
14.98008,17.11623,5341.88,0.790229,0.402214408,0.4958408205
10.69318,14.86551,4972.16,0.760114,0.420940471,0.4725588578
14.8625,15.60884,4737.15,0.761073,0.434100994,0.4384960584
9.35189,14.26243,4781.12,0.743525,0.458161454,0.4279690837
8.86868,12.70522,6034.84,0.792168,0.358282633,0.5655571067
14.42919,15.41112,4119.86,0.710101,0.454442451,0.3921507414
16.13777,19.45169,4657.63,0.794118,0.315867312,0.5884111958
8.83489,11.17925,5368.77,0.785491,0.388188475,0.5086125951
10.07994,14.12473,4454.97,0.771455,0.425212443,0.451044856
14.72962,15.70382,3034.81,0.693976,0.548333765,0.3165784163
15.13343,17.25467,4342.11,0.784344,0.402087372,0.4768721259
5.70125,6.37058,3719.53,0.703161,0.649380059,0.2828176777
8.95302,11.6272,4245.16,0.776855,0.451219152,0.4293190889
7.37861,10.68655,5335.57,0.708253,0.458968402,0.4124988246
8.3249,13.41695,5438.85,0.73456,0.411707987,0.4622387671
13.09023,15.37329,3041.7,0.597856,0.519329983,0.3075536948
12.87112,17.40863,5277,0.744651,0.384342229,0.4859918819
12.90985,13.3563,4849.83,0.75306,0.406306292,0.4766381412
8.0709,11.02203,5239.63,0.784868,0.432732299,0.4883024068
7.19623,8.37847,2201.07,0.581084,0.642666425,0.28623903
7.76193,8.4577,5676.88,0.78868,0.497738676,0.4329436752
15.00028,16.68422,5565.07,0.788479,0.399050926,0.509706709
10.96576,13.91446,5084.52,0.778035,0.420030189,0.4882122949
15.02363,16.71334,3523.32,0.72916,0.475944806,0.3991448129
8.11811,10.76112,4763.9,0.744407,0.469040465,0.4300527019
11.27744,14.0388,5113.39,0.791919,0.420400383,0.4906399231
6.53966,8.69604,4969.16,0.744773,0.53907207,0.3714247566
15.02251,15.75525,3894.55,0.726694,0.459724269,0.4254305667
8.17929,10.60566,5532.91,0.798075,0.389851604,0.527097174
10.11261,12.02771,5308.28,0.764271,0.419525132,0.4965102164
7.26321,8.05984,2814.05,0.6146,0.611519752,0.2452725214
8.12096,10.76836,4538.92,0.725596,0.497704024,0.3902862645
14.98899,16.96288,4747.81,0.779454,0.427395835,0.464031924
11.40464,14.43245,4374.51,0.765997,0.449444304,0.43859263
11.30153,12.43591,5575.66,0.788402,0.382085534,0.550251909
7.7824,11.19278,6120.93,0.762296,0.367946679,0.5356476295
9.43251,15.53305,6012.46,0.793987,0.32731338,0.6109644682
15.00688,16.43021,4511.36,0.725961,0.420427412,0.43648133
7.91946,12.69189,5922.88,0.792954,0.352521936,0.5624933549
5.39393,8.39642,2399.73,0.570455,0.676254655,0.2100947559
5.10471,6.65537,3521.41,0.717572,0.657567349,0.2380716045
7.63913,11.79287,5167.02,0.799604,0.441469997,0.4943061687
7.203,9.01781,5047.97,0.799167,0.476696221,0.4623757128
6.68894,8.75003,5041.62,0.776509,0.489394229,0.4330773793
7.86495,11.60208,5956.87,0.77536,0.404794174,0.5110073429
8.30283,12.00815,5916.76,0.785813,0.41342589,0.5038991082
10.17247,11.61865,5732.83,0.775603,0.418983309,0.484882235
9.08903,12.62904,5272.53,0.77035,0.421188753,0.4826057505
8.56558,11.07696,7196.54,0.755134,0.358654555,0.5517211157
7.58927,10.76741,5390.8,0.756589,0.485774254,0.4135290791
10.27247,12.26227,5665.48,0.760759,0.418689783,0.4904028982
9.79162,12.64448,6150.63,0.790906,0.402831505,0.5164982684
7.50025,11.6769,6247.24,0.785456,0.393553714,0.5364495399
10.23015,17.55615,4731.62,0.794821,0.366389229,0.5490636363
10.40303,13.98557,5598.34,0.79596,0.398590753,0.5262769013
10.3481,10.57783,5985.37,0.787829,0.400311689,0.5327897984
8.05809,10.60663,6091.95,0.776142,0.422611994,0.4934124578
8.23106,10.36838,6890.39,0.780099,0.367938024,0.5602307912
10.05155,11.48174,5426.13,0.787605,0.418994493,0.4993765296
8.72267,11.59336,5181.21,0.769611,0.446422809,0.4539180977
10.35535,10.60738,5513.94,0.792192,0.423632441,0.5089029012
10.31438,10.6498,4564.75,0.761343,0.459836705,0.4482599012
10.4273,10.85007,5331.7,0.760487,0.428378447,0.4766853846
7.67207,10.5436,5635.55,0.758196,0.451664662,0.450024493
9.36437,9.87924,5859.47,0.789063,0.455528879,0.4662920448
8.7144,9.71239,5643.04,0.757966,0.452004235,0.4522331926
9.29173,11.93361,6443.53,0.798668,0.390922699,0.5403637345
7.98072,8.91841,4709.83,0.711903,0.504774464,0.3787983002
9.48937,10.16513,6066.23,0.769461,0.428984683,0.4824005712
7.0288,10.22977,5637.49,0.778489,0.44956222,0.4636847521
9.14828,10.26597,6484.03,0.78804,0.402629414,0.5287069491
10.76505,11.25424,5875.17,0.797809,0.406563743,0.5296927566
7.06625,9.00185,6007.64,0.748164,0.443178576,0.4587304287
8.43675,13.8339,5669.06,0.794206,0.388155853,0.5257893601
8.80106,11.38935,6010.3,0.795552,0.382436379,0.549810374
6.53003,8.20898,6031.03,0.750683,0.473383436,0.4425215379
10.68442,12.08633,4838.66,0.789251,0.397914646,0.5188045168
10.25581,13.3087,5011.1,0.744864,0.395206611,0.4942693487
13.52472,14.10807,4956.44,0.745873,0.413230229,0.4580050597
10.19481,14.12408,5691.03,0.797725,0.357280685,0.5647601088
9.52366,14.29322,5393.03,0.783083,0.369283355,0.5289938205
14.4589,15.33702,5507.84,0.756853,0.34511806,0.5527090721
8.95613,11.37693,5747.15,0.767914,0.373309022,0.5283225367
8.10359,10.79993,5341.54,0.756933,0.418361149,0.4792795493
11.6132,14.63894,6725.37,0.798459,0.311752802,0.6526825463
9.3233,14.0596,5689.33,0.769404,0.380051792,0.5247777488
14.77231,15.48871,5603.58,0.770276,0.350598179,0.5561685373
15.28231,15.76604,3957.19,0.740529,0.443069086,0.4394199988
13.41402,14.03472,5638.32,0.747713,0.370991131,0.5178148191
14.66299,15.41582,5606.05,0.781193,0.35210936,0.5612391876
14.51147,15.26104,5223.02,0.78065,0.371403142,0.533154709
15.15609,15.55586,4853.61,0.740624,0.376459535,0.4970769858
14.71424,15.22019,4783.52,0.736744,0.392864369,0.4768529719
8.12542,13.47879,5422.02,0.748515,0.375687621,0.5015075217
14.90493,15.27337,3908.72,0.700818,0.435030254,0.4069554691
14.73012,15.06815,5196.54,0.749219,0.37273561,0.5088356039
15.30706,15.85545,5226.58,0.759556,0.353290893,0.543180448
15.08071,15.77376,5372.44,0.779611,0.352323852,0.5601922204
10.02632,13.81819,6829.15,0.799049,0.31222383,0.6504239525
7.20846,9.84622,3744.16,0.672641,0.528644817,0.3417536831
6.57891,8.49991,5288.69,0.775694,0.511260539,0.4214396664
8.92446,14.80755,5018.56,0.777493,0.410206242,0.4929881699
10.64219,11.64723,5418.39,0.757131,0.439855318,0.4679773382
4.33419,6.19935,2063.82,0.583836,0.738643572,0.1845520356
6.42782,10.28492,5862.66,0.795565,0.456770382,0.4680644917
4.41546,6.03928,2059.86,0.579798,0.731135925,0.1846073935
7.94506,11.06825,5764.39,0.771365,0.440796631,0.4724122647
11.10559,13.95772,6000.96,0.7978,0.392733939,0.5283878535
15.42901,16.17746,5156.44,0.792675,0.367119102,0.5480859077
17.89052,18.42126,4873.12,0.787735,0.344129527,0.5677236025
9.82609,13.47316,5358.57,0.782037,0.418873169,0.4997220641
7.16092,9.57458,5226.08,0.728689,0.481274311,0.4054644132
5.80948,7.86139,5213.61,0.703014,0.469084912,0.4044201155
5.28229,8.04168,3970.08,0.704498,0.593177232,0.3178838864
7.60624,10.29024,4250.31,0.712387,0.536408826,0.3521332562
7.1347,10.18588,6313.08,0.785495,0.404920405,0.5165014657
9.61102,10.98338,4873.33,0.7383,0.471265022,0.424137361
8.93407,11.45928,6540.09,0.797508,0.38525651,0.5489637584
8.09479,10.27227,4677.8,0.72461,0.47202872,0.4102338857
4.28837,6.02415,2048.1,0.484593,0.708043081,0.1703143896
9.32817,12.99395,5420.55,0.798674,0.395095287,0.5375026948
8.94772,11.18696,4137.1,0.711671,0.498144814,0.3833855423
6.85986,9.03928,5946.12,0.75927,0.42975695,0.484650971
8.36457,10.31383,5628.69,0.79243,0.400336298,0.5300137457
6.80571,9.41779,5220.61,0.765005,0.464788308,0.4528678722
8.67855,11.28581,5239.12,0.787836,0.440005297,0.4744734665
6.05841,8.6383,5511.59,0.75079,0.483401923,0.4258544468
18.11955,19.47699,5179.9,0.788695,0.38166746,0.5165526247
17.83028,19.77557,6068.94,0.77288,0.338913904,0.5649171935
17.55018,19.84117,5169.45,0.775187,0.373988921,0.5097547774
9.20814,13.36568,5912.33,0.779985,0.35290871,0.5586563801
9.94912,14.41849,5553.28,0.79966,0.394830947,0.521961954
4.88448,7.63672,3088.68,0.686977,0.67866532,0.2552886963
3.87893,7.65497,2599.81,0.649353,0.670107843,0.2628580649
7.61225,12.38535,6066.85,0.774406,0.361831085,0.557117359
7.95711,11.75514,5897.55,0.781477,0.395065706,0.5349134649
7.91903,12.94124,5339.44,0.74847,0.436490622,0.460449062
6.89895,8.86214,5465.22,0.741716,0.453539857,0.4456801407
8.9205,11.14324,5758.54,0.781719,0.388465854,0.5299970056
7.76332,13.12568,3674.07,0.684807,0.563090557,0.3216043364
6.24851,6.59903,1300.99,0.468609,0.869866575,0.0888014498
6.30934,10.89249,1878.96,0.497488,0.719391435,0.1756179837
8.63766,14.33556,2418.32,0.610656,0.626009548,0.2320913197
4.4928,8.00989,2635.35,0.60396,0.666758938,0.2340416329
8.95497,13.54015,5003.22,0.753596,0.432519796,0.4626491203
8.44134,13.57997,3888.65,0.704455,0.507136615,0.3679379598
7.34545,10.51255,4744.32,0.727061,0.453364909,0.4274899242
11.67388,15.21597,4709.79,0.768916,0.417719686,0.4664000855
7.8847,12.88504,4141.61,0.715906,0.519962498,0.3661676738
7.51352,10.50605,4804.4,0.746762,0.46411216,0.4281989254
8.81993,12.6349,3771.46,0.654388,0.499373171,0.3451659951
7.39927,11.1376,4673.32,0.689906,0.447403655,0.4129674272
9.19055,10.83492,6300.32,0.763474,0.404929689,0.5032442075
9.85868,11.56988,5276.56,0.744638,0.429158407,0.4619196704
9.44321,11.74054,6431.24,0.792563,0.372889476,0.5632388968
8.37718,10.40664,4106.02,0.696192,0.526354124,0.3521110346
8.20767,11.2282,5160.26,0.744185,0.466446841,0.4250453184
8.71621,13.15238,4917.98,0.744478,0.453982053,0.428421595
8.01083,11.56334,5082.79,0.75015,0.414052289,0.4805474983
8.11545,11.42038,5095.76,0.749939,0.415405596,0.4793480014
7.89683,11.49701,5768.53,0.780252,0.398694474,0.52151431
7.7987,12.92924,5272.77,0.751243,0.441774752,0.4569005997
7.38476,9.17605,5254.07,0.747371,0.457209623,0.4476710467
8.76284,11.02501,5914.26,0.787462,0.392814804,0.5298300415
9.10988,11.73126,6549.03,0.780975,0.371007166,0.5587595007
9.77713,12.70345,6244.27,0.799159,0.38842569,0.542375727
7.24958,11.18475,5826.5,0.776077,0.438340201,0.4707247836
7.38503,11.31552,5945.29,0.780994,0.436210659,0.4721740128
9.93145,12.84636,5441.85,0.77232,0.434748226,0.4677467598
7.33228,11.10738,4844.73,0.728101,0.531510166,0.3650091359
5.62328,10.09323,4904.14,0.727028,0.504440492,0.3902479699
7.87409,11.92251,6077.07,0.786007,0.414999354,0.5055979687
7.70447,11.36734,4674.14,0.720603,0.471267964,0.4105812089
11.93083,16.17172,5514.51,0.795729,0.371314244,0.5523551019
8.40144,12.42473,5044.67,0.740342,0.464970821,0.4236891571
7.85511,11.72995,5831.47,0.772969,0.395430658,0.527271432
7.75315,12.97633,5231.6,0.733253,0.437860112,0.4479929306
6.16816,9.46403,5641.41,0.724997,0.455410628,0.4338670567
11.08551,15.27728,6019.15,0.783395,0.360007581,0.5612061356
8.25194,11.54936,6512.98,0.791854,0.373099721,0.5633053994
9.56706,11.59189,6011.19,0.773733,0.396644612,0.5138075529
